"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12"
"679" NA NA NA NA NA NA NA NA NA 0 NA NA
"680" NA NA NA NA NA 0 NA NA NA 0 NA NA
"690" NA NA NA NA NA NA NA NA NA 0 NA NA
"710" NA NA NA 0 NA NA NA NA NA NA NA NA
"713" NA NA NA NA NA NA NA NA NA 0 NA NA
"714" NA NA NA NA NA 0 NA NA NA 0 NA NA
"717" NA NA NA NA NA NA NA NA NA 0 NA NA
"735" NA NA NA NA NA NA NA NA NA 0 NA NA
"736" NA NA NA NA NA NA NA NA NA 0 NA NA
"738" NA NA NA NA NA NA NA NA NA 0 NA NA
"740" NA NA NA NA NA 0 NA NA NA 0 NA NA
"754" NA NA NA NA NA NA NA NA NA 0 NA NA
"758" NA NA NA NA NA 0 NA NA NA NA NA NA
"759" NA NA NA NA NA NA NA NA NA 0 NA NA
"765" NA NA NA NA NA NA NA NA NA 0 NA NA
"770" NA NA NA NA NA NA NA NA NA 0 NA NA
"777" NA NA NA NA NA NA NA NA NA 0 NA NA
"779" NA NA NA NA NA NA NA NA NA 0 NA NA
"790" NA NA NA NA NA NA NA NA NA 0 NA NA
"819" NA NA NA NA NA NA NA NA NA 0 NA NA
"820" NA NA NA NA NA NA NA NA NA 0 NA NA
"835" NA NA NA NA NA NA NA NA NA 0 NA NA
"846" NA NA NA NA NA NA NA NA NA 0 NA NA
"847" NA NA NA NA NA NA NA NA NA 0 NA NA
"854" NA NA NA NA NA 0 NA NA NA 0 NA NA
"855" NA NA NA NA NA NA NA NA NA 0 NA NA
"861" NA NA NA NA NA NA NA NA NA 0 NA NA
"869" NA NA NA NA NA 0 NA NA NA 0 NA NA
"870" NA NA NA NA NA 0 NA NA NA 0 NA NA
"876" NA NA NA NA NA NA NA NA NA 0 NA NA
"877" NA NA NA NA NA 0 NA NA NA 0 NA NA
"886" NA NA NA NA NA 0 NA NA NA NA NA NA
"892" NA NA NA NA NA 0 NA NA NA NA NA NA
"893" NA NA NA NA NA 0 NA NA NA 0 NA NA
"894" NA NA NA NA NA NA NA NA NA 0 NA NA
"900" NA NA NA NA NA 0 NA NA NA 0 NA NA
"902" NA NA NA NA NA NA NA NA NA 0 NA NA
"903" NA NA NA NA NA NA NA NA NA 0 NA NA
"909" NA NA NA NA NA 0 NA NA NA NA NA NA
"910" NA NA NA NA NA NA NA NA NA 0 NA NA
"916" NA NA NA NA NA NA NA NA NA 0 NA NA
"918" NA NA NA NA NA 0 NA NA NA NA NA NA
"919" NA NA NA NA NA NA NA NA NA 0 NA NA
"922" NA NA NA NA NA NA NA NA NA 0 NA NA
"926" NA NA NA NA NA 0 NA NA NA 0 NA NA
"929" NA NA NA NA NA 0 NA NA NA NA NA NA
"934" NA NA NA NA NA 0 NA NA NA NA NA NA
"935" NA NA NA NA NA NA NA NA NA 0 NA NA
"944" NA NA NA NA NA NA NA NA NA 0 NA NA
"945" NA NA NA NA NA 0 NA NA NA 0 NA NA
"947" NA NA NA NA NA NA NA NA NA 0 NA NA
"948" NA NA NA NA NA NA NA NA NA 0 NA NA
"956" NA NA NA NA NA NA NA NA NA 0 NA NA
"958" NA NA NA NA NA NA NA NA NA 0 NA NA
"990" NA NA NA NA NA 0 NA NA NA NA NA NA
"996" NA NA NA NA NA 0 NA NA NA NA NA NA
"1002" NA NA NA NA NA 0 NA NA NA NA NA NA
"1005" NA NA NA NA NA NA NA NA 0 NA NA NA
"1010" NA NA NA NA NA 0 NA NA NA NA NA NA
"1016" NA NA NA NA NA NA NA NA NA 0 NA NA
"1025" NA NA NA NA NA 0 NA NA NA NA NA NA
"1027" NA NA NA NA NA 0 NA NA NA NA NA NA
"1039" NA NA NA NA 0 0 NA NA NA NA NA NA
"1040" NA NA NA NA NA 0 NA NA NA NA NA NA
"1053" NA NA NA NA NA 0 NA NA NA NA NA NA
"1060" NA NA NA NA NA NA NA NA NA 0 NA NA
"1067" NA NA NA NA NA 0 NA NA NA NA NA NA
"1073" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1074" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1075" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1088" NA NA NA NA NA 0 NA NA NA NA NA NA
"1089" NA NA NA NA NA 0 NA NA NA NA NA NA
"1090" NA NA NA NA NA NA NA NA NA 0 NA NA
"1091" NA NA NA NA NA NA NA NA NA 0 NA NA
"1102" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1103" NA NA NA NA NA NA NA NA NA 0 NA NA
"1105" NA NA NA NA NA NA NA NA NA 0 NA NA
"1116" NA NA NA NA NA 0 NA NA NA NA NA NA
"1129" NA NA 0 NA NA NA 0 0 NA NA NA NA
"1131" NA NA NA NA NA NA NA NA NA 0 NA NA
"1135" NA NA NA NA NA NA NA NA NA 0 NA NA
"1142" NA NA NA NA NA NA NA NA NA 0 NA NA
"1145" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1148" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1155" NA NA NA NA NA NA NA NA NA 0 NA NA
"1161" NA NA NA NA NA NA NA NA NA 0 NA NA
"1168" NA NA NA NA NA NA NA NA NA 0 NA NA
"1169" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1174" NA NA NA NA NA NA NA NA NA 0 NA NA
"1181" NA NA NA NA NA NA NA NA NA 0 NA NA
"1182" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1183" NA NA NA NA NA NA NA NA NA 0 NA NA
"1195" NA NA NA NA NA NA NA NA NA 0 NA NA
"1196" NA NA NA NA NA NA NA NA NA 0 0 NA
"1200" NA NA NA NA NA NA NA NA NA 0 NA NA
"1201" NA NA NA NA NA NA NA NA NA 0 NA NA
"1202" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1208" NA NA NA NA NA NA NA NA NA 0 NA NA
"1209" NA NA NA NA NA NA NA NA NA 0 NA NA
"1215" NA NA NA NA NA NA 0 NA NA 0 NA NA
"1216" NA NA NA NA NA 0 NA 0 NA 0 NA NA
"1223" NA NA NA NA NA NA NA NA NA 0 NA NA
"1224" NA NA NA NA NA 0 NA NA NA NA NA NA
"1228" NA NA NA NA NA 0 NA NA NA NA NA NA
"1238" NA NA NA NA NA 0 NA NA NA NA NA NA
"1239" NA NA NA NA NA NA NA NA NA 0 NA NA
"1242" NA NA NA NA NA NA NA NA NA 0 NA NA
"1243" NA NA NA NA NA NA NA NA NA 0 NA NA
"1244" NA NA NA NA NA NA NA NA NA 0 NA NA
"1248" NA NA NA NA NA NA NA 0 NA NA NA NA
"1253" NA NA NA NA NA NA NA NA NA 0 NA NA
"1263" NA NA 0 NA NA NA NA NA NA NA NA NA
"1306" NA NA NA NA NA NA NA 0 NA NA NA NA
"1340" NA NA NA NA NA NA NA NA NA 0 NA NA
"1341" NA NA NA NA NA NA NA NA NA 0 NA NA
"1355" NA NA NA NA NA NA NA NA NA NA NA 0
"1357" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1358" NA NA NA NA NA NA 0 NA NA NA NA NA
"1373" NA NA NA NA NA 0 NA NA NA 0 0 NA
"1374" NA NA NA NA NA NA NA NA NA 0 NA NA
"1388" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1390" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1403" NA NA NA NA NA 0 NA NA NA NA NA NA
"1409" NA NA NA NA NA 0 NA NA NA NA NA NA
"1418" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1421" NA NA NA NA NA NA NA NA NA 0 NA NA
"1430" NA NA NA NA NA NA NA NA NA 0 NA NA
"1433" NA NA NA NA NA NA NA NA NA 0 NA NA
"1440" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1449" NA NA NA NA NA NA NA NA NA 0 NA NA
"1450" NA NA NA NA NA 0 NA NA NA NA NA NA
"1451" NA NA NA NA NA NA NA NA NA 0 NA NA
"1452" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1455" NA NA NA NA NA 0 NA NA NA NA NA NA
"1456" NA NA NA NA NA 0 NA NA NA NA NA NA
"1463" NA NA NA NA NA 0 NA NA NA 0 0 NA
"1464" NA NA NA NA NA NA NA NA NA 0 NA NA
"1465" NA NA NA NA NA NA NA NA NA 0 NA NA
"1466" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1471" NA NA NA NA NA NA NA NA NA NA 0 NA
"1477" NA NA NA NA NA NA NA NA NA 0 NA NA
"1481" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1484" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1485" NA NA NA NA NA 0 NA NA NA 0 0 NA
"1494" NA NA NA NA NA NA NA NA NA 0 NA NA
"1499" NA NA NA NA NA NA NA NA NA 0 NA NA
"1500" NA NA NA NA NA NA NA NA NA 0 NA NA
"1509" NA NA NA NA NA NA NA NA NA 0 NA NA
"1510" NA NA NA NA NA NA NA NA NA 0 NA NA
"1515" NA NA NA NA NA NA NA NA NA 0 NA NA
"1524" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1525" NA NA NA NA NA NA 0 NA NA NA NA NA
"1530" NA NA NA NA NA NA NA NA NA 0 NA NA
"1543" NA NA NA NA NA 0 NA NA NA NA NA NA
"1544" NA NA NA NA NA 0 NA NA NA NA 0 NA
"1545" NA NA NA NA NA NA NA NA NA NA 0 NA
"1551" NA NA NA NA NA NA NA NA NA NA 0 NA
"1559" NA NA NA NA NA NA NA NA NA 0 NA NA
"1580" NA NA NA NA NA NA NA NA NA 0 NA NA
"1591" NA NA NA NA NA NA NA NA NA 0 NA NA
"1604" NA NA NA 0 NA NA NA NA NA NA NA NA
"1631" NA NA NA NA NA NA NA NA NA 0 NA NA
"1632" NA NA NA NA NA 0 NA NA NA NA 0 NA
"1633" NA NA NA NA NA NA NA NA NA 0 NA NA
"1634" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1644" NA NA NA NA NA 0 NA NA NA NA NA NA
"1645" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1646" NA NA NA NA NA NA NA NA NA 0 NA NA
"1659" NA NA NA NA NA NA NA 0 NA 0 NA NA
"1670" NA NA NA NA NA 0 NA NA NA NA NA NA
"1672" NA NA 0 NA NA NA NA NA 0 NA NA NA
"1673" NA NA NA NA NA NA NA NA NA 0 NA NA
"1684" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1685" NA NA NA NA NA NA NA NA NA 0 NA NA
"1697" NA NA NA NA NA NA NA NA NA 0 NA NA
"1698" NA NA NA NA NA NA NA NA NA 0 NA NA
"1700" NA NA NA NA NA NA NA NA NA 0 NA NA
"1703" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1704" NA NA NA NA NA NA NA NA NA 0 NA NA
"1706" NA NA NA NA NA NA NA 0 NA NA NA NA
"1711" NA NA NA NA NA NA NA NA NA 0 NA NA
"1718" NA NA NA NA NA NA NA NA NA 0 NA NA
"1723" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1724" NA NA NA NA NA 0 NA NA NA NA NA NA
"1725" NA NA NA NA NA 0 NA NA NA 0 0 NA
"1726" NA NA NA NA NA 0 NA NA NA NA NA NA
"1729" NA NA NA NA NA NA NA NA NA 0 0 NA
"1730" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1747" NA NA NA NA NA NA NA NA NA 0 NA NA
"1749" NA NA NA NA NA NA NA NA NA 0 NA NA
"1750" NA NA NA NA NA 0 NA NA NA NA NA NA
"1753" NA NA NA NA NA 0 NA NA NA NA 0 NA
"1760" NA NA NA NA NA 0 NA NA NA NA NA NA
"1761" NA NA NA NA NA 0 NA NA NA NA NA NA
"1765" NA NA NA NA NA 0 NA NA NA NA NA NA
"1771" NA NA NA NA NA NA NA 0 NA NA NA NA
"1772" NA NA NA NA NA NA NA NA NA 0 NA NA
"1773" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1774" NA NA NA NA NA 0 NA NA NA NA NA NA
"1775" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1786" NA NA NA 0 NA NA NA NA NA 0 NA NA
"1789" NA NA NA NA NA 0 NA NA NA NA 0 NA
"1856" NA NA NA NA NA NA NA NA 0 NA NA NA
"1858" NA NA NA 0 NA NA NA NA NA NA NA NA
"1870" NA NA NA NA 0 NA NA NA 0 NA NA NA
"1883" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1899" NA NA NA NA NA 0 NA NA NA NA NA NA
"1900" NA NA NA NA NA 0 NA NA NA NA NA NA
"1902" NA NA NA NA NA NA NA NA NA 0 NA NA
"1912" NA NA NA NA NA 0 NA NA NA NA NA NA
"1923" NA NA NA NA NA 0 NA NA NA NA NA NA
"1924" NA NA NA NA NA 0 NA NA NA NA NA NA
"1930" NA NA NA NA NA NA NA NA NA NA 0 NA
"1937" NA NA NA NA NA NA 0 NA NA NA NA NA
"1940" NA 0 NA NA NA NA NA NA NA NA NA NA
"1949" NA NA NA NA NA NA NA NA NA 0 NA NA
"1951" NA NA NA NA NA 0 NA NA NA 0 NA NA
"1952" NA NA NA NA NA 0 NA NA NA NA NA NA
"1962" NA NA NA NA NA NA 0 NA NA 0 NA NA
"1964" NA NA NA NA NA 0 NA NA NA NA NA NA
"1967" NA NA NA NA NA NA NA NA NA 0 NA NA
"1973" NA NA NA NA NA NA NA NA NA NA 0 NA
"1974" NA NA NA NA NA NA NA NA NA 0 NA NA
"1975" NA NA NA NA NA NA NA NA NA 0 NA NA
"1976" NA NA NA NA NA NA 0 NA NA NA NA NA
"1987" NA NA NA NA NA NA NA NA NA 0 NA NA
"1988" NA NA NA NA NA 0 NA NA NA NA NA NA
"2000" NA NA NA NA NA NA NA NA NA 0 NA NA
"2001" NA NA NA NA NA NA NA NA NA 0 NA NA
"2012" NA NA NA NA NA NA NA NA NA 0 NA NA
"2023" NA NA NA NA NA 0 NA 0 NA NA 0 NA
"2024" NA NA NA NA NA NA NA NA NA 0 NA NA
"2025" NA NA NA NA NA NA NA NA NA 0 NA NA
"2035" NA NA NA NA NA NA NA NA NA NA 0 NA
"2055" NA NA NA NA NA NA NA NA NA NA 0 NA
"2104" NA 0 NA NA NA NA NA NA NA NA NA NA
"2115" NA NA NA NA NA NA NA NA NA NA 0 NA
"2116" NA NA NA NA NA NA NA NA NA 0 0 NA
"2126" NA NA NA NA NA NA 0 NA NA NA NA NA
"2136" NA NA NA NA NA NA 0 NA NA NA NA NA
"2137" NA 0 NA NA NA NA NA NA NA NA NA NA
"2139" NA 0 NA NA NA NA NA NA NA NA NA NA
"2143" NA NA NA NA NA NA NA NA NA 0 NA NA
"2144" NA NA NA NA NA NA NA NA NA NA 0 NA
"2145" NA NA NA NA NA NA 0 NA NA NA NA NA
"2148" NA 0 NA NA NA NA NA NA NA NA NA NA
"2153" NA NA NA NA NA NA 0 NA NA NA NA NA
"2155" NA NA NA NA NA NA NA NA NA NA 0 NA
"2161" NA NA NA NA NA NA NA NA NA 0 NA NA
"2162" NA NA NA NA NA NA NA NA NA 0 NA NA
"2172" NA NA NA NA NA NA 0 NA NA 0 NA NA
"2176" NA 0 NA NA NA NA NA NA NA NA NA NA
"2180" NA NA NA NA NA NA NA 0 NA NA 0 NA
"2181" NA NA NA NA NA NA NA NA NA NA 0 NA
"2184" NA NA NA NA NA NA NA 0 NA NA NA NA
"2194" NA NA NA NA 0 NA 0 NA NA NA NA NA
"2202" NA NA NA NA NA 0 NA NA NA 0 NA NA
"2203" NA NA NA NA NA NA 0 NA NA NA NA NA
"2206" NA NA NA NA 0 NA 0 NA NA 0 NA NA
"2226" NA NA NA NA NA NA 0 NA NA NA NA NA
"2229" NA NA NA 0 0 NA 0 NA NA NA NA NA
"2241" NA NA NA NA 0 NA NA NA NA NA NA NA
"2243" NA 0 NA NA NA NA NA NA NA NA NA NA
"2253" NA NA NA NA NA NA NA NA 0 NA NA NA
"2254" NA NA NA NA 0 NA NA NA NA NA NA NA
"2256" NA 0 NA NA NA NA NA NA NA NA NA NA
"2270" NA NA NA NA NA NA NA 0 NA NA NA NA
"2278" NA NA NA NA NA NA NA 0 NA NA NA NA
"2279" NA NA NA NA NA NA 0 NA NA NA NA NA
"2280" NA 0 NA NA NA 0 NA NA NA NA NA NA
"2294" NA NA NA NA NA NA NA 0 NA NA NA NA
"2297" NA 0 NA NA NA NA NA NA NA NA NA NA
"2307" NA NA NA NA NA NA NA NA 0 NA NA NA
"2308" NA 0 NA NA NA NA NA NA NA NA NA NA
"2327" NA 0 NA NA NA NA NA NA NA NA NA NA
"2337" NA NA NA NA NA NA 0 NA NA NA NA NA
"2339" NA 0 NA NA NA NA NA NA NA NA NA NA
"2350" NA 0 NA NA NA NA NA NA NA NA NA NA
"2481" NA NA NA NA NA NA NA 0 NA NA NA NA
"2492" NA NA NA NA NA 0 NA NA NA NA NA NA
"2525" NA NA 0 NA NA NA NA NA NA NA NA NA
"2590" NA NA NA NA NA NA NA NA 0 NA NA NA
"2597" NA NA 0 NA NA NA NA NA NA NA NA NA
"2598" NA 0 NA 0 0 NA NA 0 NA NA 0 NA
"2606" NA NA NA NA NA NA NA NA NA NA 0 NA
"2612" NA NA NA NA 0 NA NA NA NA NA NA NA
"2642" NA NA NA NA NA NA NA NA NA NA 0 NA
"2644" NA NA NA NA NA 0 NA 0 NA NA NA NA
"2658" NA 0 NA NA NA NA NA NA NA NA NA NA
"2672" NA NA NA NA NA NA NA NA NA NA 0 NA
"2678" NA NA NA NA NA NA NA NA NA NA 0 NA
"2702" NA NA NA NA NA NA NA NA NA NA 0 NA
"2705" NA NA NA NA 0 NA NA NA NA NA NA NA
"2714" NA NA NA NA NA NA NA 0 0 NA NA NA
"2719" NA NA NA NA NA NA NA NA NA NA NA NA
"2728" NA NA NA NA NA 0 NA NA NA NA NA NA
"2738" NA NA NA NA NA 0 NA NA NA NA NA NA
"2744" NA NA NA NA NA NA 0 0 NA NA 0 NA
"2746" NA NA NA NA NA 0 NA NA NA NA NA NA
"2758" NA NA NA NA NA 0 NA NA 0 0 NA NA
"2765" NA NA NA NA NA 0 NA NA NA 0 NA NA
"2766" NA NA NA NA NA NA NA NA 0 NA NA NA
"2768" NA NA NA NA NA NA NA NA NA NA 0 NA
"2780" NA NA NA NA NA NA 0 NA NA NA NA NA
"2781" NA NA NA NA NA NA 0 0 NA NA NA NA
"2782" NA NA NA NA NA NA NA 0 0 0 NA NA
"2784" NA NA NA NA NA NA 0 NA NA NA NA NA
"2787" NA NA NA NA NA NA NA NA NA 0 NA NA
"2788" NA NA NA NA NA 0 NA 0 NA NA NA NA
"2789" NA NA NA NA NA NA NA NA NA NA 0 NA
"2793" NA NA NA NA 0 0 NA NA NA 0 NA NA
"2794" NA NA 0 NA NA NA 1 0 0 NA NA NA
"2795" NA NA NA NA 0 NA NA NA NA NA NA 0
"2797" NA NA NA NA NA 0 NA NA NA NA NA NA
"2798" NA NA NA NA NA 0 NA NA NA 0 NA NA
"2808" NA NA NA NA NA 0 NA NA NA NA NA NA
"2809" NA NA NA NA NA 0 NA NA NA NA NA NA
"2816" NA NA 0 NA NA NA NA NA NA NA NA NA
"2817" NA NA NA NA NA NA 0 NA 0 NA NA NA
"2839" NA NA NA NA 0 NA NA NA NA NA NA NA
"2847" NA NA NA NA NA 0 NA NA NA NA NA NA
"2854" NA NA NA NA NA NA NA NA NA 0 NA NA
"2873" NA NA NA NA NA NA NA 0 NA NA NA NA
"2877" NA NA NA NA NA 0 NA NA NA NA 0 NA
"2882" NA NA NA NA NA NA 0 NA NA NA NA NA
"2883" NA NA NA NA NA NA NA NA NA 0 NA NA
"2893" NA NA NA NA NA NA 0 NA NA 0 NA NA
"2894" NA NA 0 0 NA NA 0 0 NA NA NA NA
"2904" NA NA NA NA 0 NA NA NA NA NA NA NA
"2906" NA NA NA NA 0 NA 0 NA NA NA NA NA
"2917" NA NA NA NA NA NA NA NA NA 0 NA NA
"2918" NA NA 0 0 NA 0 0 NA 0 NA NA NA
"2923" NA NA NA NA NA NA NA NA NA NA 0 NA
"2928" NA NA NA NA NA 0 NA NA NA NA NA NA
"2930" NA NA NA NA NA NA NA NA NA NA 0 NA
"2931" NA NA NA NA 0 NA NA NA NA 0 NA NA
"2936" NA NA NA NA NA NA NA NA NA NA 0 NA
"2940" NA NA NA NA NA NA NA NA NA 0 NA NA
"2942" NA NA NA NA NA 0 NA NA NA NA 0 NA
"2943" NA NA NA NA NA NA NA NA 0 NA 0 NA
"2944" NA NA NA NA NA 0 NA NA NA NA NA NA
"2956" NA NA NA NA 0 NA NA NA NA NA NA NA
"2957" NA NA NA NA NA NA NA NA NA 0 NA NA
"2965" NA NA NA NA NA NA 0 NA NA NA 0 NA
"2966" NA NA NA NA NA NA NA NA NA NA 0 NA
"2970" NA NA NA NA NA NA NA NA NA NA 0 NA
"2980" NA NA NA NA NA NA 0 NA NA NA 0 NA
"2984" NA NA NA 0 NA NA NA NA NA NA NA NA
"2993" NA NA NA NA NA NA NA NA NA NA 0 NA
"2995" NA NA NA NA NA 0 NA NA NA NA NA NA
"2996" NA NA NA NA NA NA NA NA NA NA 0 NA
"2997" NA NA NA NA NA NA NA NA NA NA 0 NA
"2998" NA NA NA NA NA NA NA NA NA 0 NA NA
"3006" NA NA NA NA NA NA NA NA NA NA 0 NA
"3007" NA NA NA NA NA NA 0 NA NA NA NA NA
"3008" NA NA NA NA NA NA 0 NA NA NA NA NA
"3010" NA NA NA NA NA NA NA NA NA NA 0 NA
"3011" NA NA NA NA NA 0 NA NA NA NA NA NA
"3020" NA NA NA NA NA NA NA NA NA NA 0 NA
"3021" NA NA NA NA NA NA 0 NA NA NA NA NA
"3024" NA NA NA NA NA 0 NA NA NA NA NA NA
"3025" NA NA NA NA NA 0 0 NA NA NA NA NA
"3030" NA NA NA NA NA NA NA NA 0 NA NA NA
"3034" NA NA NA NA NA 0 NA NA NA NA NA NA
"3035" NA NA NA NA NA 0 NA NA NA NA NA NA
"3036" NA NA NA NA NA NA NA NA 0 NA NA NA
"3038" NA NA NA 0 0 NA 0 NA NA NA NA 0
"3039" NA NA NA NA NA NA 0 NA NA NA NA NA
"3058" NA NA NA NA NA NA NA NA NA NA 0 NA
"3063" NA NA 0 NA NA 0 NA 0 0 0 0 NA
"3064" NA NA NA NA NA NA NA 0 NA NA NA 0
"3077" NA NA NA 0 NA NA NA 0 0 0 0 NA
"3087" NA NA NA NA 0 NA NA NA NA NA NA NA
"3090" NA NA NA NA NA 0 NA NA 0 NA NA NA
"3091" NA NA NA NA NA NA NA NA 0 0 0 NA
"3092" 0 0 NA NA 0 0 0 NA 0 NA NA NA
"3101" NA NA NA NA NA NA NA NA NA NA 0 NA
"3102" NA NA NA NA NA NA 0 NA NA NA NA NA
"3103" NA NA NA NA NA 0 NA NA NA NA NA NA
"3104" NA NA NA NA NA NA NA NA NA 0 NA NA
"3105" NA NA NA 0 NA 0 0 0 0 0 0 NA
"3106" NA NA NA NA NA NA NA 0 NA NA NA NA
"3113" NA NA NA NA NA NA NA NA NA NA NA 0
"3114" NA NA NA NA 0 NA NA NA NA NA NA NA
"3115" NA NA NA NA NA 0 0 NA NA NA NA NA
"3118" NA NA NA NA 0 0 0 0 NA 0 0 NA
"3119" NA NA NA NA NA NA NA NA NA 0 NA NA
"3133" NA NA NA NA NA NA NA NA NA NA 0 NA
"3144" NA NA NA NA NA 0 NA NA NA NA 0 NA
"3147" NA NA NA NA 0 NA NA NA NA NA NA NA
"3148" NA NA NA NA NA NA 0 NA NA NA NA NA
"3159" NA NA NA NA NA NA NA NA NA NA 0 NA
"3160" NA NA NA NA NA NA 0 NA NA NA NA NA
"3162" NA NA NA NA NA 0 0 NA NA 0 0 NA
"3175" NA NA NA NA NA NA NA NA NA 0 NA NA
"3176" NA NA NA NA NA 0 NA NA NA NA NA NA
"3178" NA NA NA NA NA NA 0 NA NA NA NA NA
"3187" NA NA NA NA NA NA NA NA NA NA 0 NA
"3188" NA NA NA NA NA NA NA NA NA NA 0 NA
"3190" NA NA NA NA NA NA NA NA NA NA 0 NA
"3199" NA NA NA NA NA NA NA NA NA NA NA 0
"3201" NA NA NA NA NA NA 0 NA NA NA 0 NA
"3212" NA NA NA NA NA 0 NA NA NA NA NA NA
"3214" NA NA NA NA NA 0 NA NA NA NA 0 NA
"3217" NA NA NA NA NA NA NA 0 0 NA NA NA
"3223" NA NA NA NA NA NA 0 NA NA NA NA NA
"3226" NA NA NA NA NA NA 0 NA NA NA 0 NA
"3239" NA NA NA NA 0 NA NA NA NA 0 NA NA
"3240" NA NA NA NA NA NA 0 NA NA NA NA NA
"3241" NA NA NA NA NA NA 0 NA NA NA 0 NA
"3254" NA NA NA NA NA 0 NA NA NA NA NA NA
"3255" NA NA NA NA NA NA NA NA NA 0 NA NA
"3256" NA NA NA NA NA 0 NA NA NA NA NA NA
"3264" NA NA NA NA NA NA NA NA NA NA 0 NA
