"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12"
"1213" NA NA NA NA NA NA NA 0 NA NA NA NA
"1256" NA NA NA NA NA NA NA NA 0 NA NA NA
"1257" NA NA NA NA NA NA 0 NA NA NA NA NA
"1286" NA NA NA NA NA NA 0 NA NA NA NA NA
"1290" NA 0 NA NA NA NA NA NA NA NA NA NA
"1303" NA NA NA 0 NA NA NA NA 0 0 NA NA
"1306" NA NA NA NA NA NA 0 NA NA NA NA NA
"1336" NA NA NA NA NA 0 NA NA 0 NA NA NA
"1353" NA NA NA NA 0 0 NA NA 0 NA NA NA
"1360" NA NA NA NA NA NA NA NA NA 0 NA NA
"1375" NA NA NA NA NA NA NA NA NA 0 NA NA
"1419" NA NA NA NA NA NA 0 NA NA NA NA NA
"1484" NA NA NA NA NA NA NA NA NA 0 NA NA
"1592" NA NA NA NA NA NA 0 NA NA NA NA NA
"1640" NA NA NA NA NA NA NA NA 0 NA NA NA
"1685" NA NA NA NA NA NA NA NA NA 0 NA NA
"1770" NA NA NA NA 0 NA NA NA NA NA NA NA
"1816" NA NA NA NA NA NA NA NA NA 0 NA NA
"1884" NA NA NA NA NA NA NA NA 0 NA NA NA
"1976" NA NA NA NA NA NA 0 NA NA NA NA NA
"1977" NA NA NA NA NA NA NA 0 NA NA NA NA
"1985" 0 NA NA NA NA NA NA NA NA NA NA NA
"2000" NA NA NA NA NA NA NA NA NA 0 NA NA
"2010" 0 NA NA NA NA NA NA NA NA NA NA NA
"2044" 0 NA NA NA NA NA NA NA NA NA NA NA
"2064" NA NA NA NA NA 0 NA NA NA NA NA NA
"2098" NA NA NA NA 0 NA NA NA NA NA NA NA
"2101" NA NA NA NA NA NA NA NA NA NA 0 NA
"2124" NA NA NA 0 NA NA NA NA NA NA NA NA
"2134" NA NA NA NA NA NA NA NA 0 NA NA NA
"2137" NA NA NA NA NA NA NA NA 0 NA NA NA
"2142" 0 NA NA NA NA NA NA NA NA NA NA NA
"2161" 0 NA NA NA NA NA NA NA NA NA NA NA
"2163" NA 0 NA NA NA NA NA NA NA NA NA NA
"2180" NA NA NA NA NA NA NA NA NA 0 NA NA
"2181" NA NA NA NA NA NA 0 NA NA NA NA NA
"2186" NA NA NA NA NA NA NA NA 0 NA NA NA
"2197" NA NA NA NA NA NA NA NA 0 NA NA NA
"2226" NA NA NA NA NA 0 NA NA NA NA NA NA
"2241" NA NA NA NA NA NA NA 0 0 NA NA 0
"2242" NA NA NA NA NA NA NA NA 0 NA NA NA
"2253" NA NA NA NA NA NA 0 NA NA NA NA NA
"2256" NA 0 NA NA NA NA NA NA NA NA NA NA
"2275" NA NA NA NA NA 0 NA NA NA NA NA NA
"2278" NA NA NA NA NA NA NA NA NA NA 0 NA
"2281" NA NA NA NA NA NA NA NA NA 0 NA NA
"2325" NA NA NA NA NA 0 NA NA NA NA NA NA
"2336" NA NA NA NA NA NA NA NA NA NA 0 NA
"2346" NA NA NA NA 0 NA NA NA NA NA NA NA
"2349" 0 NA NA NA NA NA NA NA NA NA NA NA
"2361" 0 NA NA NA NA NA NA NA NA NA NA NA
"2370" NA NA NA NA 0 NA NA NA NA NA NA NA
"2380" NA NA NA NA 0 NA NA NA NA NA NA NA
"2390" NA NA NA NA NA NA 0 NA NA NA NA NA
"2403" NA NA NA NA NA NA NA 0 NA 0 NA NA
"2415" NA NA NA 0 NA NA NA NA NA NA NA NA
"2461" NA NA NA 0 NA NA NA NA NA NA NA NA
"2505" NA NA 0 NA NA NA NA NA NA NA NA NA
"2527" NA NA NA NA NA NA 0 NA NA NA NA NA
"2535" NA NA NA 0 NA NA NA 0 NA NA NA NA
"2545" NA NA NA NA NA NA NA NA NA NA 0 NA
"2564" NA NA NA NA NA NA NA 0 NA NA NA NA
"2571" NA NA NA 0 NA NA NA NA NA NA NA NA
"2584" NA NA 0 NA NA NA NA NA NA NA NA NA
"2591" NA 0 NA NA NA 0 NA NA NA NA NA NA
"2597" NA NA NA NA NA NA NA NA NA 0 NA NA
"2600" NA NA NA NA NA NA NA NA NA NA 0 NA
"2631" NA NA NA NA NA NA NA 0 NA NA NA NA
"2632" NA NA NA NA NA NA NA 0 NA NA NA NA
"2635" NA NA NA NA NA NA NA NA NA NA 0 NA
"2643" NA NA NA NA 0 NA NA NA NA NA NA NA
"2644" NA NA NA NA NA NA NA 0 NA NA NA NA
"2648" NA NA NA NA NA NA 0 NA NA NA NA NA
"2652" NA NA NA NA 0 0 NA NA NA NA NA NA
"2659" NA NA NA NA NA NA NA 0 NA NA NA NA
"2667" NA NA NA NA NA NA NA 0 NA NA NA NA
"2693" NA NA NA NA NA NA 0 NA NA NA NA NA
"2702" NA NA NA NA NA NA 0 0 NA NA NA NA
"2711" NA NA NA NA NA NA NA 0 NA NA NA NA
"2733" NA NA NA NA NA NA NA NA NA 0 NA NA
"2745" NA NA NA NA NA NA 0 0 NA NA NA NA
"2748" NA NA NA NA NA NA NA NA NA 0 NA NA
"2755" NA NA 0 NA NA NA NA NA NA NA NA NA
"2762" NA NA 0 NA NA NA NA NA NA NA NA NA
"2779" NA NA NA NA NA NA NA 0 NA NA NA NA
"2789" NA NA NA NA NA NA NA 0 NA NA NA NA
"2792" 0 NA NA NA NA NA NA NA NA NA 0 0
"2793" NA NA NA NA NA NA NA NA NA NA NA 0
"2807" NA NA NA NA NA NA NA NA NA 0 NA NA
"2814" NA NA NA NA NA 0 NA NA NA NA NA NA
"2816" NA NA NA NA NA NA NA 0 NA NA NA NA
"2866" NA NA NA NA NA NA NA NA NA 0 NA NA
"2885" NA NA NA NA NA NA NA NA NA NA 0 NA
"2891" NA NA NA NA NA NA NA NA NA NA 0 NA
"2897" 0 NA NA NA NA NA NA NA NA NA NA NA
"2899" NA NA NA NA NA NA 0 NA NA NA NA NA
"2910" NA NA NA NA NA NA NA NA 0 NA NA NA
"2916" NA NA NA NA NA NA NA NA 0 NA NA NA
"2918" NA NA NA NA NA NA NA 0 NA NA NA NA
"2920" NA NA NA NA NA NA NA NA NA NA NA 0
"2921" NA NA NA NA NA NA NA NA 0 NA NA NA
"2924" NA NA NA NA NA NA 0 NA NA NA NA NA
"2931" NA NA NA NA NA NA NA NA NA 0 NA NA
"2933" NA NA NA NA NA 0 NA NA NA NA NA NA
"2934" NA NA NA NA NA NA 0 NA NA NA NA NA
"2935" 0 NA NA NA NA NA NA NA NA NA NA NA
"2942" NA NA NA 0 NA NA NA NA NA NA NA NA
"2950" NA NA NA NA NA NA 0 0 NA NA NA NA
"2977" NA NA NA NA NA NA 0 NA NA NA NA NA
"2988" NA NA NA NA NA NA 0 NA NA NA NA NA
"3001" NA NA NA NA NA 0 NA NA NA NA NA NA
"3012" NA NA NA NA NA NA NA 0 NA NA NA NA
"3014" NA NA NA NA NA 0 NA NA NA NA NA NA
"3017" NA NA NA NA 0 NA NA NA NA NA NA NA
"3027" NA NA NA NA NA 0 NA NA NA NA NA NA
"3050" NA NA NA NA 0 NA NA NA NA NA NA NA
"3053" NA NA NA 0 NA NA NA NA NA 0 NA NA
"3057" NA NA NA NA NA NA 0 NA NA NA NA NA
"3066" NA NA NA NA NA NA 0 NA NA NA NA NA
"3077" NA NA NA NA NA 0 NA NA NA NA NA NA
"3084" NA NA NA NA NA NA NA NA NA NA 0 NA
"3094" NA 0 NA NA NA NA NA NA NA NA NA NA
"3105" NA NA NA NA NA NA NA 0 NA NA NA NA
"3155" NA NA NA NA NA NA NA NA NA NA 0 NA
"3162" NA NA NA NA NA NA 0 NA NA NA NA NA
"3172" NA 0 NA NA NA NA NA NA NA NA NA NA
"3189" NA NA NA NA NA NA 0 NA NA NA NA NA
"3191" NA NA NA NA 0 NA NA NA NA NA NA NA
"3197" NA NA NA NA NA NA NA 0 NA NA NA NA
"3204" NA NA NA NA 0 NA NA NA NA NA NA NA
"3214" NA NA NA NA NA NA NA NA NA NA 0 NA
"3236" NA NA NA NA NA NA 0 NA NA NA NA NA
"3246" NA NA NA NA NA NA NA 0 NA NA NA NA
"3247" NA NA NA NA NA NA NA NA NA NA NA 0
"3262" NA NA NA NA NA NA NA 0 NA NA NA 0
"3294" NA NA 0 NA NA NA NA NA NA NA NA NA
"3313" NA NA NA NA NA NA NA 0 NA NA NA NA
"3317" NA NA NA NA 0 NA NA NA NA NA NA NA
"3363" NA NA NA 0 NA NA NA NA NA NA NA NA
"3403" NA NA NA NA NA NA NA NA 0 NA NA NA
"3414" NA NA NA NA NA NA NA NA NA 0 NA NA
"3415" NA NA NA NA 0 NA NA NA NA NA NA NA
"3463" NA NA NA NA NA NA 0 NA NA NA NA NA
"3472" NA NA 0 NA NA NA NA NA NA NA NA NA
"3486" NA NA NA NA 0 NA NA NA NA NA NA NA
"3497" NA NA NA NA NA NA NA NA 0 NA NA NA
"3516" NA NA NA NA NA NA 0 NA NA NA NA NA
"3550" NA NA NA NA NA NA NA 0 NA NA NA NA
"3553" NA NA 0 0 0 NA NA NA NA NA NA NA
"3554" NA NA NA NA NA NA NA NA NA 0 NA NA
"3572" NA NA NA NA NA NA NA NA NA 0 NA NA
"3580" NA NA NA NA NA NA NA 0 NA NA NA NA
"3581" NA NA NA NA NA NA NA 0 NA NA NA NA
"3585" NA NA 0 NA NA NA NA NA NA NA NA NA
"3612" NA 0 NA NA NA NA NA NA NA NA NA NA
"3648" NA NA NA NA NA NA NA NA NA 0 NA NA
"3649" NA NA NA NA NA NA 0 NA NA NA NA NA
"3654" NA NA NA NA NA NA NA NA NA 0 NA NA
"3671" NA NA NA NA 0 NA NA NA NA NA NA NA
"3700" NA 0 NA NA NA NA NA NA NA NA NA NA
"3705" NA NA NA NA NA NA 0 NA NA NA NA NA
"3713" NA NA NA NA NA NA NA 0 NA NA NA NA
"3747" NA 0 NA NA NA NA NA NA NA NA NA NA
"3748" NA NA NA NA NA NA NA 0 NA NA NA NA
"3818" NA NA NA NA NA NA NA NA 0 NA NA NA
"3845" NA NA NA NA 0 NA NA NA NA NA NA NA
"3861" NA NA NA NA 0 NA NA NA NA NA NA NA
"3862" 0 NA NA NA NA NA NA NA NA NA NA NA
"3897" NA NA NA 0 NA NA NA NA NA NA NA NA
"3898" NA 0 NA NA NA NA NA NA NA NA NA NA
"3907" NA NA NA NA NA NA 0 NA NA NA NA NA
"3917" NA NA NA NA 0 NA NA NA NA NA NA NA
"3924" NA NA NA NA NA NA NA NA 0 NA NA NA
"4003" 0 NA NA NA NA NA NA NA NA NA NA NA
"4058" NA NA NA NA NA NA NA NA NA 0 NA NA
"4073" NA NA NA NA NA NA NA NA NA 0 NA NA
"4085" NA 0 NA NA NA NA NA NA NA NA NA NA
"4101" NA NA NA NA NA NA NA 0 NA NA NA NA
"4105" NA NA NA NA NA NA 0 NA NA NA NA NA
"4111" NA 0 NA NA NA NA NA NA NA NA NA NA
"4144" 0 NA NA NA 0 NA NA NA NA 0 NA NA
"4150" NA NA NA NA NA NA NA NA 0 NA NA NA
"4165" NA NA NA NA NA NA NA NA NA 0 NA NA
"4172" NA NA NA NA NA NA 0 NA NA NA NA NA
"4179" NA 0 NA NA NA NA NA NA NA NA NA NA
"4198" NA NA NA NA NA 0 NA NA NA NA NA NA
"4218" NA NA 0 NA NA NA NA NA NA NA NA NA
"4225" NA NA NA NA NA NA NA 0 NA NA NA NA
"4241" NA NA 0 NA NA NA NA NA NA NA NA NA
"4304" NA NA NA NA NA NA NA NA NA 0 NA NA
"4379" NA NA NA NA NA NA NA NA 0 NA NA NA
"4384" 0 0 NA NA NA NA NA NA NA NA NA NA
"4385" NA NA NA NA NA 1 1 NA NA 0 NA NA
"4406" NA NA NA NA NA 0 0 NA NA NA NA NA
"4409" NA NA NA NA NA NA 0 NA NA NA NA NA
"4417" NA NA 0 NA 0 NA NA NA NA NA NA NA
"4419" NA NA NA NA 0 1 1 NA NA NA NA NA
"4440" NA NA 0 NA NA NA NA NA NA NA NA NA
"4450" NA NA NA NA 0 NA NA NA NA NA NA NA
"4452" NA NA NA NA 1 1 0 NA NA NA NA NA
"4471" NA NA NA NA 0 NA NA NA NA NA NA NA
"4476" NA NA 0 NA NA NA NA NA NA NA NA NA
"4481" NA NA NA NA NA NA NA NA NA 0 NA NA
"4484" NA NA NA NA NA NA 0 NA NA NA NA NA
"4485" NA NA NA NA 0 1 0 NA NA NA NA NA
"4502" NA NA NA NA NA NA NA NA NA NA 0 NA
"4515" NA NA NA 0 0 NA NA NA NA NA NA NA
"4516" NA NA NA NA NA NA NA NA NA 0 NA NA
"4517" NA NA NA NA 1 1 1 NA NA NA NA NA
"4537" NA NA NA NA NA NA NA NA NA 0 NA NA
"4548" NA NA NA NA 1 NA NA NA NA NA NA NA
"4549" NA NA NA NA 1 1 1 1 NA NA NA NA
"4551" NA NA NA NA NA NA NA NA 0 NA NA NA
"4552" NA 0 NA NA NA NA NA NA NA NA NA NA
"4556" NA NA NA NA NA 0 NA NA NA NA NA NA
"4558" NA NA NA NA NA 0 NA NA NA NA NA NA
"4579" NA 0 NA NA 0 NA NA NA NA NA NA NA
"4581" NA NA NA NA 0 1 1 NA NA NA NA NA
"4591" NA NA NA NA NA NA NA NA NA 0 NA NA
"4600" NA NA NA NA NA NA NA NA NA 0 NA NA
"4613" NA NA NA NA 1 1 1 NA NA NA NA NA
"4634" NA NA NA NA NA NA NA 0 NA NA NA NA
"4642" 0 0 NA NA 0 NA NA NA NA NA NA NA
"4695" NA NA NA NA NA 0 NA NA NA NA NA NA
"4696" NA NA NA NA NA NA 0 NA NA NA NA NA
"4707" NA NA NA NA 0 NA NA NA NA NA NA NA
"4727" NA NA NA NA NA 0 NA NA NA NA NA NA
"4736" NA NA NA NA 0 NA NA NA NA NA NA NA
"4737" NA 0 NA NA NA NA NA NA NA NA NA NA
"4741" NA NA NA NA NA NA 0 NA NA NA NA NA
"4756" NA NA NA 0 NA NA NA NA NA NA NA NA
"4760" NA NA NA 0 NA NA NA NA NA NA NA NA
"4765" NA NA NA NA 0 NA NA NA NA NA NA NA
"4777" 0 NA NA NA NA NA NA NA NA NA NA NA
"4780" NA NA NA 0 NA NA NA NA NA NA NA NA
"4793" NA 0 0 NA NA NA NA NA NA NA NA NA
"4794" NA NA NA NA NA NA NA NA NA 0 NA NA
"4817" NA NA NA NA 0 NA NA NA NA NA 0 NA
"4818" NA NA 0 NA NA NA NA NA NA NA NA NA
"4831" NA NA 0 NA NA NA NA NA NA NA NA NA
"4838" NA 0 NA NA NA NA NA NA NA NA NA NA
"4880" NA NA NA NA NA 0 NA NA NA NA NA NA
"4881" NA 0 NA NA NA NA NA NA NA NA NA NA
"4884" NA NA NA NA 0 NA NA NA NA NA NA NA
"4895" NA NA NA 0 NA NA NA NA NA NA NA NA
"4899" NA 0 NA NA 0 NA NA NA NA NA NA NA
"4913" NA NA NA NA NA NA NA NA 0 NA NA NA
"4917" 0 NA NA NA NA NA NA NA NA NA NA NA
"4921" NA 0 NA NA NA NA NA NA NA NA NA NA
"4927" NA NA NA NA 0 NA NA 0 NA NA NA NA
"4934" 0 NA NA NA 0 NA NA NA NA NA NA NA
"4935" NA NA 0 NA NA NA NA NA NA NA NA NA
"4958" NA NA NA NA NA NA 1 NA NA NA NA NA
"4960" NA NA NA NA 0 NA NA NA NA NA NA NA
"4971" NA 0 0 NA NA NA NA NA NA NA NA NA
"4975" NA NA 0 0 NA NA NA NA NA NA NA NA
"4982" NA 0 NA NA NA NA NA NA NA NA NA NA
"4989" 0 NA NA NA NA NA NA NA NA NA NA NA
"4991" NA NA NA NA NA NA 0 NA NA NA NA NA
"4994" 0 NA NA 0 NA NA NA NA NA NA NA NA
"5005" NA NA NA NA NA NA NA NA NA NA NA 0
"5006" NA NA NA NA 0 1 NA NA 1 1 NA NA
"5009" NA NA NA NA NA NA NA NA 0 NA NA NA
"5023" 0 NA NA NA NA NA NA NA NA NA NA NA
"5038" NA NA NA NA 0 NA NA NA NA NA NA NA
"5039" NA NA NA NA 1 1 1 1 1 0 NA NA
"5048" NA NA NA 0 NA NA NA NA NA NA NA NA
"5055" 0 NA NA NA NA NA NA NA NA NA NA NA
"5056" NA NA NA NA 1 NA NA NA 1 NA NA NA
"5058" NA 0 NA NA NA NA NA NA NA NA NA NA
"5071" 0 NA NA NA NA 1 1 1 1 1 NA 0
"5078" NA NA NA NA 0 NA NA NA NA NA NA NA
"5082" NA 0 NA NA NA NA NA NA NA NA NA NA
"5084" NA NA NA NA 0 NA 1 NA NA NA NA NA
"5090" NA 0 NA NA NA NA NA NA NA NA NA NA
"5094" 0 NA NA NA 0 NA NA NA NA NA NA NA
"5095" NA NA NA NA 1 1 1 1 1 NA 1 NA
"5101" NA NA NA NA NA 0 NA NA NA NA NA NA
"5108" NA NA NA NA NA NA NA NA NA 1 NA NA
"5118" NA NA NA NA 0 NA NA NA NA NA NA NA
"5119" NA NA NA NA NA 1 NA NA NA NA NA NA
"5125" 0 NA NA NA NA 0 NA NA NA NA NA NA
"5131" NA NA 0 NA NA NA NA NA NA NA NA NA
"5132" NA NA NA NA 0 NA NA NA NA NA NA NA
"5133" NA 0 NA NA NA NA NA 1 1 NA 1 NA
"5137" NA NA NA 1 0 NA NA NA NA NA NA NA
"5138" NA NA 0 NA NA NA NA NA NA NA NA NA
"5146" NA NA NA NA NA NA NA 1 NA NA NA NA
"5147" NA 0 NA NA NA NA NA NA NA NA NA NA
"5159" NA NA NA 0 0 NA 0 0 NA 0 NA NA
"5164" NA NA 0 NA NA NA NA NA NA NA NA NA
"5166" NA NA NA NA 1 1 1 1 1 1 0 NA
"5169" NA NA 0 NA NA NA NA NA 0 NA NA NA
"5175" NA NA NA 1 0 NA 0 0 NA 0 0 NA
"5176" NA NA NA NA NA 0 NA NA NA NA NA NA
"5177" NA NA NA 0 0 NA 0 NA NA 0 NA NA
"5178" NA NA NA 0 0 NA 0 0 0 0 NA NA
"5184" NA NA NA NA NA NA 1 NA NA NA NA NA
"5187" NA NA NA NA NA NA NA NA 0 NA NA NA
"5188" NA NA NA NA NA NA NA NA 0 NA NA NA
"5193" NA NA NA 0 0 NA 0 NA NA 0 NA NA
"5194" NA NA 0 0 0 NA 0 0 NA 0 NA NA
"5195" NA NA 0 NA NA NA NA NA NA NA NA NA
"5197" NA NA NA 0 0 NA 0 NA NA 0 NA NA
"5198" NA NA NA 0 NA NA 0 NA NA 0 NA NA
"5199" NA NA NA 0 NA NA 0 NA NA 0 NA NA
"5204" NA NA 0 NA NA NA NA NA NA NA NA NA
"5206" NA NA NA NA 1 NA NA NA NA NA NA NA
"5210" 0 NA NA NA NA NA NA NA NA NA NA NA
"5217" NA NA NA 0 NA NA 0 0 NA 0 NA NA
"5219" NA NA NA NA 0 NA NA NA NA NA NA NA
"5221" NA NA NA 0 0 NA 0 NA NA 0 NA NA
"5222" NA NA NA 0 0 NA 0 0 0 0 NA NA
"5223" NA NA NA 0 0 NA 0 0 NA 0 NA NA
"5228" 0 NA 0 NA NA NA NA NA NA NA NA NA
"5231" NA NA NA 0 NA NA NA NA NA NA NA NA
"5238" NA 0 NA 0 0 NA 0 0 NA 0 0 NA
"5239" NA NA NA 0 0 NA 0 0 NA 0 NA NA
"5240" NA NA NA 0 0 NA NA NA NA NA NA NA
"5241" NA NA NA 0 0 NA NA NA NA NA NA NA
"5243" NA NA NA NA NA NA NA NA NA NA NA 0
"5244" NA 0 NA NA NA NA NA NA NA NA NA NA
"5245" NA NA NA 0 0 NA 0 0 0 0 NA NA
"5246" NA NA NA 0 0 NA 0 0 0 0 NA NA
"5247" NA NA NA 0 0 NA 0 0 NA 0 0 NA
"5262" NA NA NA NA NA NA 0 NA NA 0 NA NA
"5263" NA NA NA 0 0 NA 0 0 NA 0 NA NA
"5264" NA NA NA 0 NA NA 0 NA NA 0 NA NA
"5266" NA NA NA NA 0 NA NA NA NA NA NA NA
"5268" NA NA NA NA NA NA NA NA NA NA NA 0
"5270" NA 0 0 NA NA NA NA NA NA NA NA 0
"5271" NA NA NA NA 0 NA NA NA NA NA NA NA
"5272" NA NA NA 0 0 NA 0 NA NA 0 NA NA
"5273" NA NA NA 0 0 NA 0 0 NA 0 0 NA
"5278" NA NA 0 0 NA NA NA NA NA NA NA NA
"5280" NA NA NA NA NA 1 1 NA 1 NA NA NA
"5287" NA NA NA 0 NA NA 0 NA NA 0 NA NA
"5288" NA NA NA 0 0 NA 0 0 NA 0 NA NA
"5290" NA NA NA NA NA NA NA NA NA NA NA 0
"5294" NA NA NA NA NA NA NA NA NA NA NA 0
"5295" NA NA 0 NA NA NA NA NA NA NA NA NA
"5296" NA 0 NA NA NA NA NA NA NA NA NA NA
"5297" NA NA NA NA 0 NA NA NA NA NA NA NA
"5299" NA NA NA 0 0 NA 0 0 NA 0 0 NA
"5313" NA NA NA 0 0 NA 0 0 NA 0 NA NA
"5314" 0 NA NA 0 NA NA 0 NA NA 0 NA NA
"5320" NA NA NA NA NA NA NA NA NA NA NA 0
"5321" NA NA NA NA NA NA NA NA NA NA NA 0
"5322" NA NA 0 NA NA NA NA NA NA NA NA NA
"5323" NA 0 NA NA NA NA NA NA NA NA NA NA
"5324" NA 0 NA NA NA NA NA NA NA NA NA NA
"5325" NA NA NA NA 0 NA NA NA NA NA NA NA
"5326" NA NA NA 1 0 NA 0 0 NA 0 0 NA
"5327" NA NA NA 0 0 NA 0 0 NA 0 0 NA
"5330" NA NA 0 NA NA NA NA NA NA NA NA NA
"5332" NA NA NA NA NA 1 1 NA 1 NA NA NA
"5339" NA NA NA 0 0 NA 0 NA NA 0 NA NA
"5340" NA NA NA 0 NA NA 0 NA 0 NA NA NA
"5341" NA NA 0 NA NA NA NA NA NA NA NA NA
"5342" NA 0 NA NA NA NA NA NA NA NA NA NA
"5344" NA 0 NA NA NA NA NA NA NA NA NA NA
"5347" NA 0 0 NA NA NA NA NA NA NA NA NA
"5349" NA NA 0 NA NA NA NA NA NA NA NA NA
"5350" NA NA 0 NA NA NA NA NA NA NA NA NA
"5351" NA 0 NA 0 0 NA NA NA NA NA NA NA
"5353" NA NA NA 0 0 NA 0 NA NA 0 NA NA
"5354" NA NA NA 0 0 NA 0 0 NA 0 0 NA
"5359" NA NA NA NA NA 1 1 1 NA NA NA NA
"5364" NA NA NA 0 0 NA 0 0 NA 0 NA NA
"5365" NA NA 0 NA NA NA NA NA NA NA NA NA
"5366" NA 0 NA NA NA NA NA NA NA NA NA NA
"5367" 0 NA NA NA NA NA NA NA NA NA NA NA
"5368" NA 0 NA NA NA NA NA NA NA NA NA 0
