"NLists" "NSppDetec"
"20242" 1 1
"20262" 2 2
"20265" 24 1
"20273" 1 1
"20274" 1 1
"20328" 8 1
"20329" 27 1
"20330" 26 2
"20332" 14 1
"20336" 1 1
"20337" 1 1
"20338" 2 1
"20390" 13 1
"20392" 50 1
"20393" 41 2
"20394" 8 1
"20395" 9 2
"20397" 4 2
"20451" 28 1
"20454" 22 1
"20455" 1 1
"20476" 1 1
"20514" 15 1
"20588" 1 1
"20594" 1 1
"20596" 1 1
"20652" 3 1
"20691" 1 1
"20752" 1 1
"20767" 1 1
"20812" 1 1
"21058" 1 1
"21164" 1 1
"21311" 97 5
"21353" 1 1
"21474" 1 1
"21475" 1 1
"21532" 1 1
"21554" 1 1
"21755" 1 1
"21787" 2 1
"21944" 1 1
"22000" 1 1
"22211" 1 1
"22254" 1 1
"22259" 1 1
"22343" 4 2
"22388" 3 2
"22401" 2 1
"22423" 1 1
"22437" 2 1
"22494" 1 1
"22536" 1 1
"22573" 1 1
"22597" 2 1
"22639" 1 1
"22650" 1 1
"22756" 1 1
"22809" 1 1
"22848" 1 1
"22862" 1 1
"22863" 1 1
"22884" 1 1
"22912" 1 1
"22941" 1 1
"22950" 1 1
"22995" 1 1
"23006" 1 1
"23217" 1 1
"23267" 4 1
"23271" 1 1
"23309" 1 1
"23313" 3 1
"23322" 4 2
"23374" 4 1
"23375" 1 1
"23465" 9 1
"23467" 1 1
"23483" 1 1
"23516" 16 1
"23522" 1 1
"23568" 1 1
"23569" 1 1
"23579" 1 1
"23631" 1 1
"23674" 1 1
"23715" 1 1
"23720" 1 1
"23724" 1 1
"23777" 10 2
"23782" 7 1
"23833" 1 1
"23840" 1 1
"23881" 1 1
"23889" 1 1
"23975" 1 1
"24008" 1 1
"24026" 1 1
"24027" 2 2
"24029" 1 1
"24074" 1 1
"24125" 2 1
"24127" 2 1
"24128" 1 1
"24140" 1 1
"24178" 8 1
"24182" 1 1
"24184" 1 1
"24193" 1 1
"24228" 4 1
"24229" 3 2
"24230" 4 1
"24231" 1 1
"24272" 1 1
"24278" 1 1
"24284" 1 1
"24390" 1 1
"24403" 1 1
"24501" 2 1
"24512" 1 1
"24551" 1 1
"24553" 1 1
"24568" 2 1
"24609" 1 1
"24669" 1 1
"24756" 2 1
"24769" 1 1
"24928" 1 1
"24938" 1 1
"24939" 1 1
"25043" 2 2
"25216" 1 1
"25327" 1 1
"25401" 1 1
"25465" 1 1
"25578" 1 1
"25611" 1 1
"25644" 1 1
"25683" 1 1
"25760" 1 1
"25763" 1 1
"25788" 1 1
"25864" 2 1
"25876" 2 1
"25933" 2 1
"25934" 1 1
"25970" 1 1
"26006" 1 1
"26007" 1 1
"26115" 1 1
"26160" 1 1
"26230" 1 1
"26341" 1 1
"26430" 1 1
"26550" 1 1
"26795" 2 1
"26863" 1 1
"26942" 1 1
"27004" 3 1
"27037" 1 1
"27040" 1 1
"27070" 1 1
"27093" 2 1
"27107" 1 1
"27175" 1 1
"27230" 2 1
"27276" 1 1
"27676" 1 1
