"NLists" "NSppDetec"
"3191" 1 1
"3203" 1 1
"3212" 1 1
"3238" 1 1
"3246" 4 2
"3261" 1 1
"3313" 1 1
"3322" 1 1
"3414" 1 1
"3450" 1 1
"3472" 4 1
"3703" 1 1
"3709" 1 1
"3899" 1 1
"4008" 1 1
"4024" 1 1
"4025" 1 1
"4073" 1 1
"4075" 1 1
"4132" 1 1
"4385" 11 3
"4419" 11 3
"4447" 1 1
"4452" 9 3
"4483" 3 2
"4484" 6 2
"4485" 2 2
"4517" 19 4
"4546" 2 2
"4549" 9 3
"4550" 1 1
"4580" 1 1
"4581" 18 3
"4594" 1 1
"4613" 25 3
"4758" 1 1
"4786" 1 1
"4787" 3 1
"4817" 2 2
"4836" 4 1
"4870" 1 1
"4876" 2 1
"4898" 1 1
"4906" 1 1
"4925" 1 1
"4931" 1 1
"4934" 1 1
"4945" 2 2
"4958" 1 1
"4963" 1 1
"4971" 1 1
"4978" 1 1
"5006" 10 3
"5024" 2 1
"5034" 2 1
"5039" 18 3
"5054" 1 1
"5059" 1 1
"5060" 1 1
"5071" 29 2
"5076" 1 1
"5077" 1 1
"5084" 11 3
"5095" 12 3
"5101" 1 1
"5108" 3 2
"5119" 3 1
"5125" 1 1
"5133" 28 2
"5141" 1 1
"5153" 1 1
"5159" 28 8
"5166" 37 3
"5174" 3 1
"5175" 115 12
"5177" 41 10
"5178" 59 10
"5184" 6 3
"5193" 28 9
"5194" 82 11
"5195" 2 2
"5197" 13 7
"5198" 35 10
"5199" 12 7
"5206" 10 1
"5216" 4 1
"5217" 39 9
"5218" 1 1
"5219" 14 6
"5221" 14 6
"5222" 69 8
"5223" 17 6
"5230" 14 3
"5236" 1 1
"5238" 146 10
"5239" 130 10
"5240" 2 2
"5241" 7 4
"5242" 1 1
"5245" 19 7
"5246" 34 8
"5247" 61 9
"5262" 12 5
"5263" 55 11
"5264" 38 10
"5266" 6 4
"5267" 3 2
"5270" 2 1
"5271" 4 4
"5272" 19 9
"5273" 57 10
"5280" 22 3
"5287" 27 8
"5288" 135 13
"5290" 1 1
"5291" 1 1
"5292" 1 1
"5298" 1 1
"5299" 41 9
"5313" 115 12
"5314" 21 10
"5315" 3 1
"5317" 1 1
"5321" 3 2
"5322" 1 1
"5323" 1 1
"5325" 2 2
"5326" 48 10
"5327" 50 10
"5332" 31 3
"5339" 50 12
"5340" 8 5
"5342" 1 1
"5343" 1 1
"5349" 2 1
"5351" 5 3
"5353" 17 6
"5354" 27 7
"5359" 23 2
"5364" 95 9
"5365" 1 1
"5366" 1 1
"5367" 2 1
"5368" 4 2
"5369" 1 1
"5374" 2 1
"5376" 7 2
"5379" 9 5
"5380" 70 10
"5384" 6 1
"5389" 28 7
"5390" 3 1
"5398" 1 1
"5401" 1 1
"5405" 2 2
"5406" 60 9
"5411" 16 3
"5416" 40 10
"5417" 1 1
"5419" 1 1
"5425" 1 1
"5434" 16 6
"5443" 96 11
"5444" 4 1
"5445" 1 1
"5448" 1 1
"5452" 3 1
"5461" 22 8
"5462" 18 6
"5468" 14 2
"5472" 10 1
"5473" 6 2
"5474" 183 14
"5475" 3 1
"5476" 1 1
"5482" 2 1
"5493" 8 4
"5494" 65 9
"5501" 54 3
"5504" 19 2
"5505" 11 2
"5506" 43 9
"5507" 4 1
"5511" 1 1
"5514" 1 1
"5526" 55 8
"5536" 118 3
"5537" 17 2
"5538" 2 1
"5539" 41 8
"5541" 1 1
"5548" 2 2
"5552" 1 1
"5559" 1 1
"5560" 23 7
"5566" 17 1
"5569" 1 1
"5570" 108 3
"5571" 93 2
"5572" 27 3
"5573" 11 1
"5574" 4 1
"5575" 7 1
"5581" 2 1
"5582" 2 1
"5583" 2 1
"5585" 1 1
"5600" 94 4
"5603" 15 3
"5604" 78 6
"5605" 119 2
"5606" 257 3
"5607" 5 1
"5608" 4 1
"5609" 4 1
"5616" 1 1
"5618" 2 2
"5628" 15 3
"5630" 18 7
"5636" 54 3
"5639" 167 3
"5640" 143 4
"5641" 1 1
"5642" 1 1
"5643" 1 1
"5644" 3 1
"5645" 2 1
"5650" 1 1
"5652" 3 1
"5653" 1 1
"5654" 3 1
"5655" 1 1
"5665" 1 1
"5666" 27 9
"5667" 6 5
"5674" 18 3
"5675" 2 1
"5677" 175 6
"5678" 86 6
"5680" 4 2
"5681" 1 1
"5682" 1 1
"5683" 1 1
"5685" 2 1
"5691" 2 1
"5692" 1 1
"5693" 1 1
"5694" 2 1
"5705" 22 7
"5714" 90 4
"5715" 1 1
"5717" 133 4
"5718" 31 5
"5721" 9 1
"5722" 5 1
"5725" 1 1
"5731" 1 1
"5732" 2 1
"5733" 3 1
"5735" 1 1
"5736" 1 1
"5746" 73 10
"5747" 3 1
"5755" 94 4
"5759" 93 2
"5760" 10 4
"5764" 1 1
"5774" 1 1
"5777" 2 1
"5789" 8 1
"5797" 38 3
"5803" 2 1
"5804" 10 5
"5805" 2 1
"5807" 2 1
"5808" 1 1
"5809" 6 1
"5818" 2 2
"5819" 3 2
"5820" 3 2
"5821" 1 1
"5822" 1 1
"5833" 7 5
"5834" 62 9
"5841" 21 5
"5842" 14 3
"5848" 6 2
"5849" 2 1
"5850" 2 2
"5852" 1 1
"5853" 1 1
"5854" 1 1
"5856" 1 1
"5865" 2 1
"5866" 4 1
"5867" 2 1
"5876" 1 1
"5878" 8 2
"5879" 30 8
"5888" 51 4
"5889" 5 1
"5895" 13 1
"5911" 2 1
"5912" 2 1
"5913" 5 1
"5914" 2 1
"5915" 1 1
"5927" 11 6
"5935" 2 2
"5936" 64 3
"5937" 57 3
"5938" 12 2
"5941" 4 1
"5942" 6 1
"5943" 5 2
"5944" 1 1
"5958" 1 1
"5959" 1 1
"5961" 6 1
"5962" 1 1
"5971" 2 2
"5975" 46 11
"5984" 28 3
"5985" 61 4
"5986" 4 2
"5993" 2 2
"5995" 3 2
"5996" 1 1
"6011" 1 1
"6012" 3 1
"6013" 3 1
"6022" 1 1
"6025" 10 6
"6026" 15 9
"6034" 30 3
"6035" 45 4
"6036" 28 2
"6037" 2 2
"6044" 11 2
"6045" 1 1
"6047" 2 1
"6053" 1 1
"6062" 1 1
"6064" 1 1
"6065" 1 1
"6076" 1 1
"6077" 2 1
"6078" 35 6
"6089" 28 3
"6090" 6 2
"6093" 2 2
"6094" 3 2
"6097" 3 3
"6099" 2 1
"6102" 1 1
"6130" 10 3
"6131" 98 10
"6146" 5 2
"6150" 2 2
"6162" 1 1
"6179" 541 2
"6180" 3 3
"6198" 1 1
"6226" 1381 1
"6227" 1471 5
"6228" 75 9
"6237" 1 1
"6248" 1 1
"6249" 2 1
"6270" 739 1
"6272" 42 8
"6292" 1 1
"6313" 1998 1
"6314" 2 1
"6315" 45 8
"6351" 3177 1
"6352" 2 2
"6353" 40 8
"6381" 184 1
"6383" 230 10
"6397" 1 1
"6398" 1 1
"6399" 4 3
"6400" 141 9
"6416" 82 10
"6430" 2 2
"6443" 1 1
"6444" 48 9
"6453" 1 1
"6454" 1 1
"6457" 47 7
"6468" 1 1
"6478" 1 1
"6480" 57 7
"6492" 2 1
"6493" 54 8
"6497" 1 1
"6508" 58 9
"6509" 38 8
"6532" 4549 1
"6533" 72 9
"6534" 94 9
"6535" 241 10
"6564" 61 7
"6565" 124 11
"6595" 2 1
"6596" 3 1
"6597" 40 7
"6611" 2 1
"6629" 3 2
"6630" 1 1
"6631" 16 7
"6632" 88 10
"6667" 1 1
"6668" 1 1
"6702" 1 1
"6736" 1 1
"6743" 1 1
"6744" 3 3
"6783" 1 1
"6784" 24 6
"6815" 1 1
"6820" 1 1
"6824" 144 12
"6859" 1 1
"6860" 3 2
"6861" 1 1
"6863" 68 9
"6902" 157 9
"6980" 1 1
"6981" 10 5
"7010" 1 1
"7020" 6 4
"7048" 1 1
"7055" 1 1
"7058" 5 3
"7091" 1 1
"7096" 1 1
"7097" 2 1
"7098" 181 11
"7123" 1 1
"7134" 1 1
"7175" 104 11
"7211" 26 3
"7247" 14 6
"7248" 6 6
"7282" 1 1
"7284" 95 10
"7319" 72 8
"7320" 20 7
"7350" 4 1
"7358" 207 11
"7359" 65 10
"7394" 87 11
"7395" 106 10
"7396" 146 9
"7422" 1 1
"7430" 37 9
"7462" 1 1
"7463" 1 1
"7467" 117 11
"7486" 1 1
"7494" 1 1
"7500" 11 4
"7503" 8 3
"7504" 134 7
"7538" 1 1
"7566" 1 1
"7567" 2 1
"7574" 7 1
"7576" 15 4
"7577" 79 10
"7601" 1 1
"7609" 2 2
"7611" 9 4
"7652" 139 9
"7685" 1 1
"7687" 1 1
"7689" 5 2
"7690" 59 9
"7766" 1 1
"7769" 16 5
"7796" 1 1
"7802" 1 1
"7834" 1 1
"7837" 1 1
"7843" 92 3
"7844" 28 7
"7876" 2 2
"7877" 1 1
"7880" 618 9
"7920" 113 8
"7946" 1 1
"7952" 1 1
"7953" 1 1
"7956" 6 3
"7995" 2 2
"7996" 57 9
"8027" 1 1
"8029" 3 1
"8033" 7 4
"8070" 1 1
"8071" 1 1
"8076" 5 3
"8112" 2 1
"8114" 1 1
"8119" 58 8
"8160" 1 1
"8161" 5 2
"8163" 1 1
"8167" 149 2
"8179" 1 1
"8181" 4 1
"8182" 2 1
"8211" 2 1
"8213" 2 2
"8218" 3 2
"8219" 1 1
"8230" 1 1
"8232" 3 1
"8233" 5 2
"8234" 6 2
"8235" 1 1
"8236" 1 1
"8258" 2 1
"8259" 1 1
"8260" 2 2
"8262" 1 1
"8266" 143 13
"8280" 1 1
"8283" 3 1
"8284" 2 1
"8285" 1 1
"8286" 1 1
"8287" 2 1
"8309" 2 2
"8310" 1 1
"8311" 1 1
"8313" 1 1
"8316" 9 5
"8331" 2 1
"8332" 9 3
"8333" 1 1
"8334" 2 2
"8335" 1 1
"8336" 1 1
"8337" 4 1
"8361" 5 2
"8367" 19 8
"8368" 56 10
"8385" 1 1
"8386" 3 1
"8391" 1 1
"8416" 1 1
"8419" 1 1
"8420" 1 1
"8421" 776 8
"8422" 26 8
"8432" 14 7
"8435" 5 4
"8436" 1 1
"8437" 6 3
"8438" 9 2
"8439" 9 2
"8440" 1 1
"8472" 1 1
"8473" 16 1
"8474" 4 2
"8475" 25 10
"8484" 13 6
"8485" 27 6
"8486" 2 2
"8487" 13 4
"8488" 4 2
"8489" 2 1
"8490" 10 2
"8491" 11 3
"8521" 2 1
"8522" 7 2
"8523" 1 1
"8525" 2 2
"8527" 2 2
"8528" 41 9
"8536" 47 8
"8537" 58 8
"8538" 28 10
"8539" 14 7
"8540" 7 3
"8541" 6 3
"8542" 8 4
"8543" 13 2
"8570" 1 1
"8571" 8 2
"8575" 2 1
"8577" 78 10
"8585" 20 5
"8586" 91 9
"8587" 54 8
"8588" 41 9
"8589" 13 7
"8590" 15 5
"8591" 2 2
"8592" 11 7
"8616" 6 2
"8617" 1 1
"8618" 1 1
"8622" 74 9
"8630" 93 9
"8631" 105 8
"8632" 75 8
"8633" 24 8
"8634" 11 6
"8635" 7 2
"8636" 3 2
"8660" 5 1
"8661" 5 1
"8663" 2 1
"8665" 1 1
"8666" 1 1
"8667" 5 4
"8676" 70 11
"8677" 109 9
"8678" 57 8
"8679" 31 8
"8680" 34 9
"8681" 13 3
"8683" 3 1
"8684" 1 1
"8708" 3 1
"8710" 2 1
"8711" 1 1
"8713" 7 3
"8714" 1 1
"8715" 132 11
"8727" 148 12
"8728" 57 9
"8729" 5 3
"8730" 8 3
"8731" 14 5
"8761" 6 1
"8762" 1 1
"8763" 1 1
"8764" 4 4
"8775" 15 7
"8776" 70 11
"8777" 11 5
"8780" 7 3
"8781" 2 2
"8783" 1 1
"8807" 1 1
"8810" 9 6
"8811" 3 3
"8812" 107 10
"8823" 56 11
"8824" 88 11
"8825" 51 10
"8855" 1 1
"8856" 1 1
"8857" 3 3
"8858" 4 3
"8860" 179 11
"8867" 23 10
"8868" 35 11
"8869" 56 11
"8870" 55 10
"8871" 58 10
"8872" 1 1
"8902" 5 4
"8903" 1 1
"8904" 2 2
"8905" 4 4
"8906" 19 8
"8913" 26 10
"8914" 196 12
"8915" 79 12
"8916" 53 11
"8917" 80 11
"8918" 72 12
"8919" 2 2
"8948" 7 4
"8949" 5 3
"8950" 1 1
"8951" 1 1
"8952" 24 8
"8960" 74 13
"8961" 50 9
"8962" 39 9
"8963" 22 8
"8964" 31 10
"8965" 59 13
"8966" 92 10
"8967" 13 8
"8992" 11 3
"8993" 1 1
"8994" 5 4
"8995" 1 1
"8996" 6 2
"8997" 8 7
"8998" 247 10
"9004" 7 6
"9005" 56 13
"9006" 85 12
"9007" 129 15
"9008" 16 7
"9009" 32 11
"9010" 40 10
"9011" 55 12
"9012" 79 9
"9013" 47 12
"9014" 10 6
"9039" 6 3
"9040" 1 1
"9041" 1 1
"9042" 3 3
"9043" 17 9
"9044" 1 1
"9045" 41 10
"9050" 14 9
"9051" 48 11
"9052" 82 8
"9053" 10 7
"9054" 6 4
"9055" 6 4
"9056" 11 4
"9057" 15 7
"9058" 57 12
"9059" 94 12
"9060" 37 9
"9061" 37 8
"9085" 2 1
"9086" 4 3
"9087" 3 3
"9088" 6 5
"9089" 15 8
"9094" 32 13
"9095" 50 13
"9096" 14 7
"9097" 5 4
"9098" 9 7
"9099" 13 6
"9100" 12 5
"9101" 2 1
"9102" 31 11
"9103" 74 11
"9104" 72 11
"9105" 60 11
"9106" 52 11
"9131" 4 3
"9132" 10 8
"9133" 1 1
"9134" 8 6
"9135" 160 10
"9139" 41 11
"9140" 37 12
"9141" 10 5
"9142" 2 1
"9143" 7 4
"9144" 11 5
"9145" 10 7
"9147" 5 4
"9148" 7 4
"9149" 47 10
"9150" 64 12
"9151" 60 11
"9152" 24 9
"9174" 8 3
"9175" 5 3
"9176" 6 4
"9177" 6 4
"9181" 11 6
"9182" 64 12
"9183" 7 6
"9184" 3190 5
"9185" 8 3
"9186" 7 5
"9187" 5 3
"9188" 17 5
"9189" 13 9
"9190" 2 2
"9191" 7 3
"9192" 38 11
"9193" 47 10
"9194" 61 12
"9218" 9 5
"9219" 12 7
"9220" 13 7
"9221" 26 8
"9222" 13 7
"9223" 22 7
"9224" 38 11
"9225" 81 12
"9226" 5 2
"9227" 2 1
"9228" 9 3
"9229" 6 3
"9230" 7 3
"9231" 16 5
"9232" 18 6
"9233" 4 3
"9234" 9 3
"9235" 10 3
"9236" 7 5
"9237" 44 11
"9238" 58 14
"9258" 4 3
"9259" 4 3
"9260" 7 6
"9261" 86 14
"9262" 53 11
"9263" 58 10
"9264" 30 11
"9265" 14 3
"9266" 5 3
"9267" 6 3
"9268" 14 6
"9269" 7 4
"9270" 13 5
"9271" 17 4
"9272" 4 4
"9273" 7 6
"9274" 7 6
"9275" 4 4
"9276" 15 7
"9277" 47 10
"9278" 50 10
"9299" 4 2
"9300" 1 1
"9301" 6 4
"9302" 44 11
"9303" 59 9
"9304" 22 9
"9305" 144 7
"9306" 13 4
"9307" 6 3
"9308" 25 3
"9309" 2 1
"9310" 6 3
"9311" 17 3
"9312" 18 5
"9313" 6 3
"9314" 9 4
"9315" 10 6
"9316" 8 2
"9317" 10 4
"9318" 13 5
"9319" 47 11
"9320" 49 8
"9321" 13 7
"9326" 4 3
"9341" 2 1
"9342" 4 2
"9343" 11 8
"9344" 8 5
"9345" 6 5
"9346" 53 10
"9347" 9 7
"9348" 3 2
"9349" 16 5
"9350" 5 3
"9351" 7 3
"9352" 10 4
"9353" 9 6
"9354" 13 7
"9355" 12 6
"9356" 5 2
"9357" 16 7
"9358" 5 4
"9359" 7 7
"9360" 24 9
"9361" 66 10
"9362" 42 11
"9363" 74 9
"9366" 51 10
"9367" 45 7
"9383" 4 2
"9384" 2 1
"9385" 8 4
"9386" 9 7
"9387" 11 5
"9388" 8 2
"9389" 4 2
"9390" 9 5
"9392" 25 4
"9393" 6 2
"9394" 1 1
"9395" 6 5
"9396" 11 4
"9397" 1 1
"9398" 9 4
"9399" 11 5
"9400" 4 3
"9401" 21 6
"9402" 23 8
"9403" 47 9
"9404" 60 12
"9405" 49 10
"9406" 26 7
"9407" 47 12
"9408" 41 9
"9409" 33 8
"9425" 14 5
"9426" 6 4
"9427" 8 6
"9428" 3 3
"9429" 5 3
"9430" 2 1
"9431" 17 7
"9432" 3 3
"9433" 5 2
"9434" 851 4
"9435" 18 6
"9436" 5 4
"9437" 33 7
"9438" 11 6
"9439" 8 4
"9440" 10 4
"9441" 10 4
"9442" 8 3
"9444" 45 8
"9445" 44 10
"9446" 49 11
"9447" 91 12
"9448" 99 11
"9449" 77 11
"9450" 62 8
"9466" 2 2
"9467" 2 1
"9468" 8 3
"9469" 7 3
"9470" 2 1
"9471" 7 2
"9472" 4 4
"9473" 8 3
"9474" 576 3
"9475" 1685 7
"9476" 13 5
"9477" 19 4
"9478" 18 6
"9479" 2 2
"9480" 6 5
"9481" 6 4
"9482" 12 6
"9483" 8 6
"9484" 7 3
"9485" 14 7
"9486" 50 11
"9487" 62 13
"9488" 78 11
"9489" 58 10
"9490" 36 6
"9491" 50 7
"9507" 5 4
"9508" 5 4
"9509" 6 4
"9510" 6 3
"9511" 7 4
"9512" 13 5
"9513" 13 4
"9514" 12 3
"9515" 185 4
"9516" 3 3
"9517" 3 2
"9518" 8 5
"9519" 6 3
"9520" 14 4
"9521" 14 4
"9522" 6 3
"9523" 8 3
"9524" 10 3
"9525" 6 5
"9526" 28 8
"9527" 36 9
"9528" 66 10
"9529" 89 9
"9530" 55 9
"9531" 69 10
"9532" 31 8
"9548" 2 2
"9549" 2 2
"9550" 4 3
"9551" 2 2
"9552" 15 5
"9553" 2 2
"9554" 6 3
"9555" 4 3
"9556" 7 5
"9557" 22 9
"9558" 13 5
"9559" 15 5
"9560" 9 4
"9561" 6 4
"9562" 10 5
"9563" 6 4
"9564" 7 3
"9565" 6 3
"9566" 13 2
"9567" 5 3
"9568" 24 9
"9569" 24 8
"9570" 43 7
"9571" 66 10
"9572" 63 7
"9573" 17 7
"9587" 3 2
"9588" 1 1
"9589" 6 5
"9590" 9 5
"9591" 12 2
"9592" 8 3
"9593" 11 5
"9594" 4 3
"9595" 10 2
"9596" 3 2
"9597" 17 6
"9598" 7 3
"9599" 4 2
"9600" 7 2
"9601" 2 2
"9602" 2 2
"9603" 6 4
"9604" 11 7
"9606" 4 2
"9607" 6 3
"9608" 8 6
"9609" 7 4
"9610" 32 8
"9611" 69 10
"9612" 78 10
"9613" 14 4
"9628" 4 2
"9629" 3 3
"9630" 6 4
"9631" 22 4
"9632" 17 5
"9633" 12 3
"9634" 21 4
"9635" 6 5
"9636" 3 3
"9637" 11 4
"9638" 3 3
"9639" 19 4
"9640" 7 3
"9641" 5 3
"9642" 10 3
"9643" 8 3
"9644" 2 1
"9645" 9 3
"9646" 4 3
"9647" 9 6
"9648" 4 3
"9649" 13 5
"9650" 26 7
"9651" 53 8
"9652" 84 10
"9653" 43 8
"9667" 10 6
"9668" 12 4
"9669" 37 3
"9670" 31 5
"9671" 24 3
"9672" 27 5
"9673" 23 5
"9674" 13 3
"9675" 6 4
"9676" 2 2
"9677" 11 4
"9678" 29 3
"9679" 5 2
"9680" 4 2
"9681" 4 2
"9682" 9 4
"9683" 6 3
"9684" 4 4
"9685" 14 4
"9686" 2 2
"9687" 3 3
"9688" 7 2
"9689" 24 5
"9690" 78 11
"9691" 76 8
"9692" 9 5
"9704" 5 2
"9705" 25 5
"9706" 10 3
"9707" 16 4
"9708" 24 5
"9709" 22 5
"9710" 15 4
"9711" 25 5
"9712" 9 2
"9713" 8 3
"9714" 14 3
"9715" 9 3
"9716" 8 3
"9717" 15 3
"9718" 10 3
"9719" 6 4
"9720" 14 3
"9721" 4 3
"9722" 5 3
"9723" 10 3
"9724" 9 3
"9725" 13 4
"9726" 25 7
"9727" 58 7
"9728" 38 9
"9740" 1 1
"9742" 3 1
"9743" 6 4
"9744" 5 3
"9745" 2 2
"9746" 4 3
"9747" 8 3
"9748" 11 2
"9749" 19 4
"9750" 16 4
"9751" 12 3
"9752" 8 3
"9753" 8 3
"9754" 6 2
"9755" 2 1
"9756" 3 1
"9757" 19 5
"9758" 5 4
"9759" 12 3
"9760" 4 1
"9761" 15 6
"9762" 12 4
"9763" 28 6
"9764" 103 10
"9777" 6 4
"9778" 15 4
"9779" 1 1
"9780" 12 3
"9781" 6 2
"9782" 13 3
"9783" 16 5
"9784" 2 2
"9785" 1 1
"9786" 4 3
"9787" 12 4
"9788" 4 2
"9789" 16 4
"9790" 1 1
"9791" 13 6
"9792" 5 3
"9793" 21 5
"9794" 40 9
"9807" 24 3
"9808" 19 2
"9809" 20 3
"9810" 11 3
"9811" 6 3
"9812" 2 1
"9813" 4 2
"9814" 8 3
"9815" 2 2
"9816" 2 2
"9817" 6 1
"9818" 16 6
"9819" 7 3
"9820" 16 4
"9821" 29 6
"9822" 21 7
"9835" 1 1
"9836" 14 5
"9837" 30 3
"9838" 12 3
"9839" 2 1
"9840" 7 3
"9842" 7 4
"9843" 16 3
"9844" 3 1
"9845" 9 2
"9846" 4 3
"9847" 3 2
"9848" 14 7
"9849" 52 8
"9850" 38 8
"9866" 8 4
"9867" 9 2
"9868" 11 3
"9869" 6 2
"9870" 7 4
"9871" 3 2
"9873" 2 1
"9874" 7 2
"9875" 8 4
"9876" 11 4
"9877" 15 6
"9878" 32 8
"9879" 51 8
"9894" 22 4
"9895" 19 3
"9896" 9 3
"9897" 15 3
"9898" 8 3
"9899" 7 2
"9900" 7 2
"9901" 11 2
"9902" 3 2
"9903" 2 2
"9904" 3 1
"9905" 6 4
"9906" 6 4
"9907" 24 5
"9908" 47 7
"9909" 37 5
"9910" 13 5
"9923" 12 4
"9924" 9 3
"9925" 14 4
"9926" 2 2
"9927" 4 2
"9928" 6 2
"9929" 7 3
"9930" 2 2
"9931" 7 2
"9932" 6 4
"9933" 4 2
"9934" 11 3
"9935" 5 4
"9936" 38 6
"9937" 102 8
"9938" 41 7
"9939" 35 5
"9940" 47 9
"9941" 13 4
"9942" 2 1
"9954" 4 2
"9955" 9 3
"9956" 3 1
"9957" 8 3
"9958" 6 3
"9959" 3 1
"9960" 9 1
"9961" 7 2
"9962" 3 1
"9963" 13 3
"9964" 6 2
"9965" 17 7
"9966" 12 5
"9967" 30 5
"9968" 45 6
"9969" 13 4
"9970" 40 6
"9971" 63 7
"9972" 78 8
"9973" 4 4
"9982" 2 2
"9983" 7 3
"9984" 4 3
"9985" 6 3
"9986" 8 3
"9987" 7 2
"9988" 2 1
"9989" 4 2
"9990" 7 2
"9991" 1 1
"9992" 4 3
"9993" 3 1
"9994" 23 8
"9995" 11 3
"9996" 11 3
"9997" 12 3
"9998" 31 8
"9999" 46 7
"10000" 60 5
"10008" 7 1
"10009" 19 3
"10010" 7 3
"10011" 6 3
"10012" 12 3
"10013" 2 1
"10014" 5 1
"10015" 6 1
"10016" 19 2
"10017" 2 1
"10018" 11 4
"10019" 7 3
"10020" 12 3
"10021" 19 7
"10022" 7 2
"10023" 4 2
"10024" 16 3
"10025" 19 4
"10026" 39 4
"10032" 2 2
"10033" 10 3
"10034" 6 2
"10035" 7 1
"10036" 4 2
"10037" 8 3
"10038" 2 1
"10039" 3 1
"10040" 4 2
"10041" 5 2
"10042" 4 2
"10043" 4 2
"10044" 1 1
"10045" 7 4
"10046" 9 3
"10047" 1 1
"10048" 21 4
"10049" 48 6
"10058" 8 3
"10059" 15 4
"10060" 2 1
"10061" 6 2
"10062" 3 1
"10063" 1 1
"10064" 2 2
"10065" 1 1
"10066" 5 2
"10067" 3 2
"10068" 1 1
"10069" 3 2
"10070" 14 4
"10071" 6 3
"10072" 16 3
"10073" 12 2
"10074" 42 5
"10075" 284 7
"10082" 10 4
"10083" 4 3
"10084" 2 1
"10085" 12 4
"10086" 10 3
"10087" 1 1
"10088" 9 3
"10089" 2 1
"10090" 1 1
"10091" 9 2
"10092" 6 3
"10093" 6 2
"10094" 113 4
"10095" 1172 5
"10096" 3 2
"10097" 13 6
"10098" 2975 8
"10107" 6 4
