"NLists" "NSppDetec"
"4003" 1 1
"4058" 3 1
"4073" 8 2
"4085" 1 1
"4101" 1 1
"4105" 1 1
"4111" 2 2
"4144" 3 3
"4150" 1 1
"4165" 2 2
"4172" 1 1
"4179" 15 1
"4198" 1 1
"4218" 1 1
"4225" 1 1
"4241" 1 1
"4304" 8 4
"4379" 1 1
"4384" 2 1
"4385" 18 6
"4406" 3 2
"4409" 1 1
"4417" 2 2
"4419" 53 4
"4440" 1 1
"4450" 1 1
"4452" 27 6
"4471" 1 1
"4476" 1 1
"4481" 1 1
"4484" 1 1
"4485" 31 6
"4502" 1 1
"4515" 3 1
"4516" 1 1
"4517" 26 4
"4537" 2 2
"4548" 1 1
"4549" 46 5
"4551" 2 2
"4552" 1 1
"4556" 1 1
"4558" 1 1
"4579" 45 4
"4581" 12 4
"4591" 1 1
"4600" 1 1
"4613" 43 4
"4634" 1 1
"4642" 9 5
"4695" 1 1
"4696" 2 2
"4707" 4 1
"4727" 3 3
"4736" 1 1
"4737" 1 1
"4741" 1 1
"4756" 1 1
"4760" 1 1
"4765" 3 3
"4777" 1 1
"4780" 1 1
"4793" 2 2
"4794" 1 1
"4817" 5 3
"4818" 3 1
"4831" 1 1
"4838" 1 1
"4880" 1 1
"4881" 1 1
"4884" 3 2
"4895" 1 1
"4899" 3 3
"4913" 1 1
"4917" 1 1
"4921" 1 1
"4927" 2 2
"4934" 9 3
"4935" 2 2
"4958" 1 1
"4960" 1 1
"4971" 2 1
"4975" 2 2
"4982" 1 1
"4989" 1 1
"4991" 1 1
"4994" 4 2
"5005" 2 2
"5006" 7 3
"5009" 2 1
"5023" 4 4
"5038" 22 3
"5039" 37 4
"5048" 1 1
"5055" 2 2
"5056" 3 1
"5058" 1 1
"5071" 14 4
"5078" 2 1
"5082" 19 3
"5084" 4 2
"5090" 1 1
"5094" 67 3
"5095" 23 2
"5101" 1 1
"5108" 2 1
"5118" 47 3
"5119" 1 1
"5125" 2 2
"5131" 8 3
"5132" 5 3
"5133" 6 3
"5137" 3 2
"5138" 2 2
"5146" 1 1
"5147" 1 1
"5159" 36 6
"5164" 8 1
"5166" 27 3
"5169" 4 2
"5175" 87 7
"5176" 1 1
"5177" 43 4
"5178" 57 6
"5184" 4 1
"5187" 10 3
"5188" 6 2
"5193" 24 7
"5194" 62 6
"5195" 1 1
"5197" 19 5
"5198" 55 7
"5199" 19 5
"5204" 8 1
"5206" 1 1
"5210" 1 1
"5217" 37 7
"5219" 2 2
"5221" 24 3
"5222" 103 7
"5223" 23 4
"5228" 104 6
"5231" 1 1
"5238" 114 8
"5239" 77 7
"5240" 3 2
"5241" 2 2
"5243" 1 1
"5244" 1 1
"5245" 45 5
"5246" 47 5
"5247" 81 6
"5262" 8 3
"5263" 57 6
"5264" 29 5
"5266" 3 2
"5268" 2 2
"5270" 4 2
"5271" 2 1
"5272" 36 5
"5273" 75 6
"5278" 47 3
"5280" 15 1
"5287" 31 4
"5288" 93 7
"5290" 1 1
"5294" 1 1
"5295" 1 1
"5296" 1 1
"5297" 5 3
"5299" 74 7
"5313" 87 4
"5314" 19 5
"5320" 1 1
"5321" 1 1
"5322" 1 1
"5323" 1 1
"5324" 1 1
"5325" 2 2
"5326" 96 5
"5327" 83 5
"5330" 30 3
"5332" 4 1
"5339" 55 6
"5340" 5 4
"5341" 1 1
"5342" 1 1
"5344" 1 1
"5347" 3 2
"5349" 1 1
"5350" 1 1
"5351" 6 3
"5353" 38 5
"5354" 29 4
"5359" 8 2
"5364" 68 6
"5365" 1 1
"5366" 2 1
"5367" 2 1
"5368" 3 3
"5369" 1 1
"5371" 1 1
"5372" 5 2
"5373" 1 1
"5374" 1 1
"5376" 2 1
"5379" 12 3
"5380" 87 7
"5385" 2 1
"5389" 20 4
"5390" 1 1
"5391" 1 1
"5393" 1 1
"5395" 1 1
"5396" 3 2
"5397" 1 1
"5398" 1 1
"5399" 4 2
"5400" 1 1
"5405" 2 2
"5406" 71 7
"5410" 14 1
"5411" 7 1
"5416" 34 6
"5417" 1 1
"5421" 2 1
"5424" 2 2
"5426" 2 1
"5427" 1 1
"5428" 2 2
"5434" 27 4
"5443" 66 3
"5444" 1 1
"5445" 1 1
"5446" 2 2
"5448" 1 1
"5449" 1 1
"5450" 2 1
"5452" 2 2
"5453" 1 1
"5454" 1 1
"5456" 3 2
"5461" 18 3
"5462" 22 2
"5468" 2 1
"5474" 178 10
"5475" 11 5
"5476" 2 1
"5477" 2 2
"5484" 2 2
"5490" 1 1
"5492" 4 3
"5493" 5 2
"5494" 45 4
"5501" 7 4
"5506" 37 4
"5508" 1 1
"5509" 1 1
"5510" 1 1
"5526" 72 7
"5532" 1 1
"5536" 1 1
"5539" 42 4
"5541" 1 1
"5542" 1 1
"5543" 2 2
"5560" 28 4
"5566" 18 2
"5574" 1 1
"5576" 3 2
"5577" 1 1
"5594" 10 4
"5600" 36 4
"5603" 1 1
"5609" 1 1
"5610" 4 2
"5611" 2 2
"5612" 1 1
"5617" 1 1
"5628" 3 3
"5630" 43 6
"5636" 10 1
"5639" 4 2
"5640" 2 2
"5642" 1 1
"5646" 4 3
"5647" 1 1
"5651" 1 1
"5663" 1 1
"5665" 3 3
"5666" 58 6
"5667" 3 2
"5674" 11 2
"5675" 1 1
"5677" 4 1
"5678" 2 1
"5684" 2 2
"5685" 2 1
"5688" 1 1
"5703" 2 1
"5705" 50 7
"5711" 1 1
"5714" 38 6
"5715" 6 1
"5717" 1 1
"5718" 1 1
"5725" 1 1
"5726" 4 3
"5727" 1 1
"5730" 1 1
"5732" 1 1
"5733" 1 1
"5740" 1 1
"5745" 11 4
"5746" 84 6
"5755" 37 4
"5759" 2 1
"5760" 2 2
"5769" 1 1
"5774" 1 1
"5785" 1 1
"5786" 3 3
"5787" 5 3
"5796" 4 3
"5797" 6 2
"5804" 2 2
"5810" 1 1
"5812" 1 1
"5813" 1 1
"5814" 1 1
"5815" 1 1
"5819" 1 1
"5820" 1 1
"5827" 1 1
"5829" 1 1
"5831" 3 1
"5833" 6 3
"5834" 64 7
"5839" 6 5
"5841" 16 5
"5842" 6 3
"5856" 1 1
"5865" 1 1
"5876" 7 4
"5879" 49 8
"5888" 24 5
"5889" 7 1
"5908" 1 1
"5909" 1 1
"5923" 2 2
"5924" 1 1
"5926" 7 3
"5927" 30 8
"5936" 10 3
"5937" 11 1
"5938" 2 1
"5959" 1 1
"5971" 5 2
"5972" 1 1
"5973" 4 1
"5974" 7 5
"5975" 37 5
"5982" 11 2
"5984" 4 2
"5985" 19 1
"5989" 1 1
"5993" 2 2
"6004" 3 3
"6007" 6 4
"6014" 2 2
"6021" 1 1
"6022" 2 2
"6023" 2 2
"6024" 2 2
"6025" 1 1
"6026" 24 3
"6034" 6 1
"6035" 14 2
"6036" 6 2
"6037" 3 2
"6047" 1 1
"6049" 1 1
"6065" 12 7
"6073" 1 1
"6078" 124 7
"6089" 8 2
"6090" 2 2
"6097" 1 1
"6098" 4 4
"6101" 1 1
"6127" 1 1
"6129" 1 1
"6130" 4 2
"6131" 76 8
"6141" 7 4
"6143" 3 1
"6144" 4 2
"6145" 3 3
"6146" 3 3
"6148" 10 5
"6150" 1 1
"6151" 2 2
"6154" 5 2
"6157" 5 2
"6158" 7 2
"6160" 4 2
"6162" 5 1
"6163" 2 1
"6164" 1 1
"6178" 4 2
"6179" 2 2
"6180" 7 3
"6192" 4 3
"6193" 8 4
"6194" 1 1
"6195" 10 4
"6196" 20 6
"6197" 6 3
"6198" 8 4
"6199" 6 4
"6200" 5 3
"6201" 5 2
"6202" 8 5
"6203" 5 4
"6204" 10 5
"6205" 14 3
"6206" 9 3
"6208" 3 2
"6225" 2 1
"6226" 8 5
"6227" 8 5
"6228" 70 7
"6237" 4 2
"6238" 3 3
"6239" 15 5
"6240" 7 4
"6241" 8 4
"6242" 17 8
"6243" 5 4
"6244" 6 4
"6245" 8 4
"6246" 12 3
"6247" 9 5
"6248" 13 8
"6249" 15 6
"6250" 2 1
"6251" 7 4
"6253" 9 3
"6254" 1 1
"6259" 2 2
"6263" 1 1
"6269" 2 2
"6270" 2 2
"6271" 3 2
"6272" 14 5
"6279" 4 2
"6280" 1 1
"6282" 1 1
"6283" 4 3
"6284" 13 6
"6286" 3 2
"6287" 6 4
"6288" 21 7
"6289" 19 6
"6290" 10 5
"6291" 6 2
"6292" 10 4
"6293" 1 1
"6294" 2 2
"6295" 10 5
"6296" 34 2
"6297" 78 3
"6311" 2 2
"6313" 3 3
"6314" 7 4
"6315" 35 6
"6324" 2 2
"6326" 1 1
"6327" 4 2
"6328" 3 2
"6329" 7 3
"6330" 2 1
"6331" 9 3
"6334" 4 1
"6335" 1 1
"6350" 2 2
"6351" 5 5
"6352" 13 5
"6353" 24 2
"6363" 2 2
"6374" 4 4
"6377" 5 4
"6380" 1 1
"6381" 4 4
"6382" 4 3
"6383" 17 6
"6391" 8 5
"6392" 1 1
"6396" 1 1
"6397" 5 3
"6398" 1 1
"6399" 6 3
"6400" 134 8
"6408" 2 1
"6412" 2 2
"6414" 1 1
"6416" 54 5
"6428" 10 3
"6430" 8 2
"6431" 1 1
"6436" 2 2
"6441" 5 4
"6442" 5 3
"6443" 8 3
"6444" 45 5
"6449" 11 5
"6453" 3 2
"6454" 1 1
"6455" 8 4
"6457" 48 6
"6466" 7 2
"6467" 36 3
"6468" 4 4
"6472" 29 3
"6476" 6 3
"6477" 3 2
"6478" 2 1
"6479" 5 4
"6480" 399 8
"6485" 6 5
"6489" 1 1
"6490" 1 1
"6491" 34 4
"6492" 1 1
"6493" 34 5
"6496" 1 1
"6498" 1 1
"6500" 1 1
"6504" 1 1
"6505" 13 2
"6508" 40 4
"6509" 33 5
"6517" 3 2
"6526" 1 1
"6528" 1 1
"6533" 75 8
"6534" 34 6
"6535" 175 10
"6555" 2 2
"6556" 5 3
"6561" 1 1
"6562" 2 2
"6563" 142 4
"6564" 42 4
"6565" 104 8
"6588" 2 1
"6592" 4 4
"6593" 8 3
"6594" 1 1
"6595" 7 5
"6596" 8 3
"6597" 28 5
"6623" 5 3
"6626" 1 1
"6627" 14 3
"6629" 15 3
"6630" 3 3
"6631" 21 7
"6632" 54 6
"6663" 5 1
"6665" 3 2
"6666" 18 4
"6667" 3 2
"6690" 3 1
"6697" 8 4
"6700" 4 3
"6702" 4 2
"6703" 2 2
"6704" 5 2
"6705" 7 2
"6734" 15 4
"6740" 4 2
"6741" 4 2
"6742" 9 4
"6743" 1 1
"6744" 4 3
"6779" 4 2
"6780" 1 1
"6781" 5 3
"6782" 6 4
"6783" 12 3
"6784" 17 3
"6820" 4 2
"6821" 5 3
"6822" 4 2
"6824" 85 6
"6852" 4 2
"6855" 5 3
"6859" 3 3
"6860" 8 2
"6861" 11 5
"6863" 40 3
"6892" 10 2
"6893" 2 2
"6897" 5 2
"6898" 11 5
"6899" 4 2
"6900" 11 3
"6902" 69 7
"6933" 4 3
"6937" 4 3
"6939" 9 4
"6940" 15 3
"6963" 2 1
"6971" 11 2
"6972" 6 4
"6973" 5 2
"6977" 2 1
"6978" 1 1
"6979" 1 1
"6980" 1 1
"6981" 14 4
"6982" 5 3
"7010" 8 6
"7014" 2 2
"7017" 3 2
"7018" 2 2
"7019" 11 4
"7020" 5 4
"7021" 3 3
"7048" 5 1
"7049" 7 3
"7050" 4 3
"7051" 14 6
"7055" 1 1
"7057" 2 2
"7058" 13 4
"7059" 1 1
"7090" 2 2
"7093" 6 2
"7094" 3 3
"7095" 1 1
"7096" 2 2
"7097" 12 4
"7098" 94 9
"7127" 23 7
"7135" 1 1
"7165" 3 2
"7168" 1 1
"7171" 1 1
"7172" 1 1
"7174" 4 2
"7175" 53 8
"7202" 2 2
"7203" 4 2
"7209" 4 3
"7210" 7 4
"7211" 34 3
"7239" 2 1
"7245" 4 3
"7246" 3 2
"7247" 7 3
"7248" 12 7
"7275" 4 3
"7276" 13 5
"7277" 1 1
"7281" 1 1
"7282" 6 2
"7284" 58 7
"7311" 18 4
"7312" 1 1
"7317" 7 5
"7318" 6 3
"7319" 45 7
"7320" 13 3
"7349" 9 4
"7350" 13 4
"7355" 15 2
"7356" 9 4
"7357" 1 1
"7358" 99 11
"7359" 33 6
"7386" 1 1
"7387" 8 4
"7392" 35 3
"7393" 1 1
"7394" 109 11
"7395" 46 7
"7396" 63 9
"7420" 38 8
"7421" 3 1
"7425" 5 3
"7426" 12 5
"7427" 2 2
"7428" 5 2
"7429" 3 1
"7430" 11 3
"7456" 22 7
"7457" 19 4
"7462" 28 6
"7463" 1 1
"7465" 3 3
"7467" 41 5
"7486" 1 1
"7493" 12 2
"7494" 7 4
"7498" 4 3
"7499" 1 1
"7500" 4 1
"7501" 4 2
"7503" 4 3
"7504" 38 7
"7530" 29 5
"7531" 6 2
"7537" 20 6
"7538" 2 2
"7540" 4 3
"7541" 1 1
"7565" 18 6
"7566" 55 7
"7567" 26 5
"7572" 11 5
"7573" 3 1
"7574" 11 3
"7575" 2 2
"7576" 3 2
"7577" 32 6
"7601" 44 8
"7602" 15 3
"7606" 1 1
"7607" 2 2
"7608" 1 1
"7611" 5 2
"7629" 1 1
"7641" 6 2
"7643" 16 4
"7646" 13 3
"7648" 3 3
"7650" 2 1
"7651" 2 2
"7652" 44 4
"7668" 3 1
"7679" 25 3
"7680" 7 4
"7683" 7 4
"7685" 3 3
"7686" 1 1
"7687" 6 3
"7689" 2 2
"7690" 19 4
"7722" 6 3
"7724" 1 1
"7726" 4 3
"7727" 5 1
"7758" 6 2
"7761" 27 4
"7764" 1 1
"7766" 1 1
"7767" 6 3
"7769" 4 2
"7794" 1 1
"7795" 17 3
"7796" 14 4
"7801" 2 2
"7802" 5 2
"7804" 1 1
"7822" 5 4
"7833" 33 2
"7834" 17 10
"7842" 9 3
"7843" 10 5
"7844" 19 7
"7875" 1 1
"7877" 2 1
"7878" 10 2
"7879" 1 1
"7880" 38 7
"7881" 1 1
"7900" 1 1
"7909" 9 6
"7910" 1 1
"7912" 1 1
"7917" 2 1
"7919" 2 1
"7920" 59 8
"7946" 10 2
"7947" 4 3
"7955" 4 3
"7956" 2 1
"7977" 1 1
"7978" 1 1
"7987" 21 8
"7994" 1 1
"7995" 1 1
"7996" 32 7
"8016" 1 1
"8025" 3 1
"8026" 43 5
"8033" 3 1
"8068" 13 2
"8071" 4 1
"8074" 2 1
"8075" 1 1
"8076" 3 2
"8100" 4 1
"8112" 1 1
"8116" 2 1
"8118" 2 1
"8119" 31 8
"8158" 6 2
"8159" 6 3
"8165" 1 1
"8166" 1 1
"8167" 5 3
"8168" 2 2
"8211" 12 3
"8216" 1 1
"8217" 2 1
"8218" 4 3
"8219" 3 3
"8259" 84 5
"8264" 4 2
"8266" 59 9
"8312" 3 1
"8314" 2 1
"8316" 6 2
"8317" 2 2
"8361" 2 1
"8366" 2 2
"8367" 12 4
"8368" 36 7
"8379" 1 1
"8420" 2 2
"8421" 12 8
"8422" 12 5
"8432" 1 1
"8469" 14 3
"8472" 6 3
"8473" 6 2
"8474" 31 2
"8475" 9 5
"8525" 13 6
"8526" 22 2
"8527" 1 1
"8528" 17 5
"8537" 21 3
"8538" 5 2
"8539" 3 1
"8540" 2 2
"8570" 1 1
"8575" 23 3
"8576" 9 5
"8577" 39 7
"8578" 6 4
"8585" 3 1
"8586" 25 3
"8587" 15 3
"8588" 10 2
"8589" 4 1
"8590" 2 1
"8592" 1 1
"8619" 6 5
"8620" 1 1
"8621" 5 4
"8622" 44 8
"8630" 18 3
"8631" 14 4
"8632" 16 3
"8633" 13 2
"8634" 3 1
"8660" 15 5
"8663" 2 1
"8664" 2 1
"8665" 1 1
"8666" 18 6
"8667" 5 5
"8676" 23 3
"8677" 17 5
"8678" 10 3
"8679" 14 3
"8680" 5 3
"8681" 3 1
"8709" 33 3
"8711" 6 3
"8713" 1 1
"8714" 23 4
"8715" 64 9
"8727" 37 5
"8728" 9 5
"8730" 2 1
"8731" 1 1
"8764" 6 2
"8765" 4 3
"8775" 3 2
"8776" 27 6
"8806" 1 1
"8810" 8 5
"8811" 10 4
"8812" 39 9
"8823" 15 8
"8824" 26 5
"8825" 20 4
"8856" 1 1
"8857" 24 3
"8858" 5 2
"8859" 2 2
"8860" 73 8
"8867" 5 4
"8868" 14 4
"8869" 20 6
"8870" 27 7
"8871" 28 5
"8895" 3 1
"8903" 23 5
"8904" 7 5
"8905" 38 7
"8906" 9 4
"8907" 1 1
"8913" 16 6
"8914" 55 7
"8915" 38 7
"8916" 27 6
"8917" 31 8
"8918" 26 5
"8947" 52 5
"8948" 3 2
"8949" 16 3
"8950" 2 1
"8951" 12 3
"8952" 22 7
"8953" 1 1
"8960" 30 7
"8961" 30 4
"8962" 25 6
"8963" 15 5
"8964" 18 5
"8965" 26 8
"8966" 29 7
"8967" 3 2
"8987" 1 1
"8992" 1 1
"8994" 1 1
"8996" 4 2
"8997" 22 6
"8998" 100 11
"9004" 7 4
"9005" 26 8
"9006" 26 7
"9007" 11 5
"9008" 6 2
"9009" 14 4
"9010" 9 2
"9011" 22 3
"9012" 29 6
"9013" 11 4
"9014" 4 2
"9036" 1 1
"9039" 3 2
"9041" 1 1
"9042" 7 3
"9043" 18 9
"9044" 3 1
"9045" 20 7
"9050" 3 2
"9051" 37 7
"9052" 11 2
"9053" 7 5
"9054" 6 2
"9055" 2 1
"9056" 7 3
"9057" 6 2
"9058" 28 5
"9059" 42 7
"9060" 19 3
"9061" 15 5
"9085" 1 1
"9087" 8 4
"9088" 21 7
"9089" 21 9
"9094" 9 4
"9095" 30 5
"9096" 10 4
"9097" 5 3
"9098" 5 2
"9099" 8 2
"9100" 3 1
"9101" 3 1
"9102" 13 5
"9103" 23 5
"9104" 19 7
"9105" 23 4
"9106" 20 4
"9125" 1 1
"9131" 3 3
"9132" 21 7
"9133" 5 3
"9134" 14 6
"9135" 63 9
"9139" 11 7
"9140" 13 3
"9141" 13 3
"9142" 9 3
"9143" 5 4
"9144" 7 2
"9145" 5 3
"9147" 2 2
"9148" 7 3
"9149" 26 5
"9150" 24 5
"9151" 21 5
"9152" 7 3
"9174" 6 5
"9175" 1 1
"9176" 7 3
"9177" 24 5
"9178" 2 2
"9181" 11 3
"9182" 32 6
"9183" 16 3
"9184" 9 2
"9185" 8 1
"9186" 6 3
"9188" 9 2
"9189" 5 2
"9190" 4 2
"9191" 7 2
"9192" 12 4
"9193" 29 5
"9194" 22 3
"9213" 2 1
"9218" 2 1
"9219" 59 4
"9220" 18 5
"9221" 11 7
"9222" 8 5
"9223" 8 4
"9224" 13 4
"9225" 28 7
"9226" 8 2
"9228" 8 4
"9229" 6 3
"9230" 7 1
"9231" 7 2
"9232" 15 2
"9233" 4 3
"9234" 8 2
"9235" 9 2
"9236" 6 4
"9237" 20 7
"9238" 22 5
"9255" 1 1
"9258" 4 3
"9259" 6 5
"9260" 77 8
"9261" 41 10
"9262" 28 7
"9263" 29 6
"9264" 24 7
"9265" 8 1
"9266" 6 1
"9267" 6 3
"9268" 12 3
"9269" 11 4
"9270" 8 2
"9271" 11 2
"9272" 3 2
"9273" 5 1
"9274" 4 1
"9275" 3 3
"9276" 8 3
"9277" 22 5
"9278" 26 3
"9298" 1 1
"9300" 3 3
"9301" 88 9
"9302" 33 11
"9303" 19 6
"9304" 14 6
"9305" 26 8
"9306" 11 2
"9307" 6 2
"9308" 20 2
"9309" 2 2
"9310" 11 5
"9311" 13 3
"9312" 12 3
"9313" 3 1
"9314" 3 1
"9315" 7 3
"9316" 10 1
"9317" 8 1
"9318" 8 2
"9319" 18 4
"9320" 23 5
"9321" 5 2
"9326" 2 1
"9342" 2 1
"9343" 17 5
"9344" 21 6
"9345" 5 3
"9346" 10 5
"9347" 48 5
"9349" 14 4
"9350" 9 2
"9351" 4 1
"9352" 7 2
"9353" 4 1
"9354" 3 2
"9355" 3 2
"9356" 10 1
"9357" 5 3
"9358" 5 1
"9359" 3 2
"9360" 15 3
"9361" 36 5
"9362" 19 5
"9363" 26 4
"9366" 28 4
"9367" 37 4
"9383" 3 3
"9384" 4 4
"9385" 64 7
"9386" 15 7
"9387" 20 7
"9388" 20 4
"9389" 6 3
"9390" 7 2
"9392" 14 4
"9393" 10 2
"9394" 1 1
"9395" 4 1
"9396" 6 1
"9397" 2 1
"9398" 5 1
"9399" 8 1
"9400" 2 1
"9401" 12 1
"9402" 12 4
"9403" 18 3
"9404" 28 3
"9405" 17 4
"9406" 13 4
"9407" 26 5
"9408" 18 2
"9409" 18 6
"9425" 2 2
"9426" 10 7
"9427" 24 6
"9428" 6 4
"9429" 6 1
"9430" 7 4
"9431" 15 4
"9432" 2 1
"9433" 4 1
"9434" 10 6
"9435" 10 3
"9436" 4 1
"9437" 21 1
"9438" 6 1
"9439" 6 1
"9440" 2 1
"9441" 9 1
"9442" 7 1
"9444" 23 5
"9445" 21 5
"9446" 19 4
"9447" 35 3
"9448" 51 4
"9449" 39 5
"9450" 38 3
"9462" 1 1
"9466" 9 4
"9467" 318 11
"9468" 45 8
"9469" 11 5
"9470" 3 2
"9471" 9 3
"9473" 11 3
"9474" 6 3
"9475" 9 3
"9476" 5 2
"9477" 12 2
"9478" 9 3
"9479" 5 2
"9480" 3 2
"9481" 4 1
"9482" 5 2
"9483" 5 2
"9484" 6 1
"9485" 10 4
"9486" 20 5
"9487" 29 6
"9488" 32 6
"9489" 29 3
"9490" 19 3
"9491" 31 2
"9507" 2 2
"9508" 5 2
"9509" 93 5
"9510" 6 3
"9511" 6 2
"9512" 26 3
"9513" 10 2
"9514" 45 3
"9515" 8 4
"9518" 2 1
"9519" 2 2
"9520" 12 2
"9521" 11 1
"9522" 7 1
"9523" 13 2
"9524" 8 1
"9525" 2 1
"9526" 19 4
"9527" 18 7
"9528" 28 4
"9529" 56 5
"9530" 42 4
"9531" 38 5
"9532" 23 6
"9548" 1 1
"9549" 5 4
"9550" 5 3
"9551" 6 3
"9552" 11 3
"9553" 4 3
"9554" 10 2
"9555" 7 5
"9556" 6 4
"9557" 7 2
"9558" 4 1
"9559" 7 1
"9560" 6 1
"9561" 5 2
"9562" 7 2
"9563" 4 1
"9564" 5 2
"9565" 7 2
"9566" 11 1
"9567" 3 1
"9568" 15 3
"9569" 15 4
"9570" 27 3
"9571" 42 4
"9572" 45 4
"9573" 6 1
"9588" 218 5
"9589" 2 2
"9590" 137 6
"9591" 63 7
"9592" 10 5
"9593" 9 3
"9594" 8 2
"9595" 10 1
"9596" 4 2
"9597" 5 3
"9598" 2 2
"9599" 2 1
"9600" 10 2
"9601" 2 2
"9602" 2 1
"9603" 12 3
"9604" 7 3
"9605" 1 1
"9606" 5 3
"9607" 8 1
"9608" 8 5
"9609" 2 2
"9610" 13 2
"9611" 33 5
"9612" 41 4
"9613" 4 2
"9628" 54 5
"9629" 30 6
"9630" 23 7
"9631" 36 3
"9632" 17 5
"9633" 29 2
"9634" 40 4
"9635" 5 2
"9637" 12 2
"9638" 10 3
"9639" 28 4
"9640" 7 1
"9641" 6 3
"9642" 7 1
"9643" 9 1
"9645" 7 1
"9646" 7 3
"9647" 6 3
"9648" 6 3
"9649" 8 2
"9650" 21 6
"9651" 34 3
"9652" 42 3
"9653" 29 4
"9667" 4 3
"9668" 68 10
"9669" 82 8
"9670" 133 17
