"NLists" "NSppDetec"
"9630" 5 2
"9631" 6 1
"9632" 2 1
"9633" 10 1
"9634" 13 1
"9635" 2 1
"9639" 4 1
"9641" 1 1
"9647" 2 1
"9648" 2 1
"9649" 2 1
"9650" 9 4
"9651" 16 1
"9652" 27 2
"9653" 20 3
"9667" 1 1
"9668" 3 1
"9669" 24 1
"9670" 50 5
"9671" 6 1
"9672" 27 5
"9673" 10 1
"9675" 2 1
"9676" 1 1
"9677" 5 1
"9678" 4 1
"9689" 4 1
"9690" 22 2
"9691" 22 2
"9692" 4 2
"9705" 10 3
"9706" 8 1
"9707" 38 4
"9708" 31 3
"9709" 76 3
"9710" 5 1
"9711" 23 5
"9712" 1 1
"9713" 4 1
"9714" 5 1
"9722" 2 1
"9725" 1 1
"9726" 5 1
"9727" 20 2
"9728" 13 2
"9743" 13 4
"9744" 27 5
"9746" 2 1
"9747" 14 3
"9748" 6 1
"9749" 10 3
"9750" 8 1
"9752" 1 1
"9761" 3 2
"9762" 4 1
"9763" 6 1
"9764" 30 2
"9777" 3 1
"9778" 8 1
"9780" 4 1
"9782" 2 1
"9787" 2 1
"9791" 1 1
"9792" 3 2
"9793" 9 1
"9794" 11 3
"9807" 27 3
"9808" 11 1
"9809" 1 1
"9812" 1 1
"9818" 4 1
"9820" 6 1
"9821" 9 1
"9822" 5 2
"9836" 7 3
"9837" 3 1
"9838" 1 1
"9847" 1 1
"9848" 5 1
"9849" 9 2
"9850" 13 1
"9866" 1 1
"9875" 2 1
"9876" 3 2
"9877" 2 1
"9878" 10 2
"9879" 15 3
"9894" 9 1
"9895" 2 1
"9901" 1 1
"9905" 2 1
"9907" 7 1
"9908" 15 2
"9909" 6 1
"9910" 4 1
"9923" 2 1
"9925" 10 3
"9928" 1 1
"9933" 2 1
"9934" 2 1
"9935" 2 1
"9936" 13 1
"9937" 26 2
"9938" 7 2
"9939" 15 2
"9940" 11 2
"9941" 1 1
"9954" 6 3
"9957" 1 1
"9964" 2 1
"9965" 4 1
"9966" 4 1
"9967" 10 1
"9968" 11 1
"9969" 5 1
"9970" 10 2
"9971" 11 2
"9972" 21 1
"9973" 1 1
"9983" 3 1
"9984" 1 1
"9992" 1 1
"9994" 3 1
"9996" 2 1
"9997" 5 1
"9998" 2 1
"9999" 8 2
"10000" 17 2
"10008" 24 4
"10009" 6 1
"10012" 1 1
"10016" 4 1
"10018" 5 1
"10019" 2 1
"10021" 2 2
"10022" 4 1
"10023" 2 1
"10025" 5 1
"10026" 10 2
"10033" 3 1
"10042" 2 1
"10043" 3 1
"10045" 1 1
"10049" 3 1
"10058" 28 5
"10059" 17 4
"10066" 3 1
"10067" 1 1
"10071" 4 1
"10072" 2 2
"10073" 1 1
"10074" 3 2
"10075" 22 2
"10082" 6 3
"10096" 1 1
"10097" 4 2
"10098" 23 2
"10107" 7 3
"10117" 1 1
"10119" 2 1
"10121" 1 1
"10122" 8 3
"10123" 22 2
"10131" 2 1
"10139" 1 1
"10140" 1 1
"10141" 1 1
"10142" 7 3
"10143" 2 1
"10145" 2 1
"10146" 5 2
"10156" 12 3
"10157" 5 3
"10162" 1 1
"10163" 1 1
"10165" 11 4
"10166" 1 1
"10167" 2 2
"10170" 7 1
"10171" 19 1
"10178" 4 2
"10188" 3 1
"10190" 1 1
"10191" 3 2
"10192" 4 1
"10193" 4 2
"10200" 2 1
"10209" 1 1
"10212" 4 2
"10213" 3 1
"10214" 11 2
"10219" 6 1
"10227" 1 1
"10229" 4 1
"10234" 2 2
"10235" 1 1
"10236" 8 1
"10240" 6 1
"10241" 2 1
"10243" 2 1
"10244" 2 1
"10245" 23 4
"10249" 2 2
"10251" 1 1
"10252" 3 2
"10254" 3 1
"10255" 1 1
"10266" 2 1
"10271" 1 1
"10275" 1 1
"10276" 1 1
"10277" 1 1
"10278" 1 1
"10279" 2 1
"10280" 16 1
"10289" 5 1
"10298" 1 1
"10300" 1 1
"10301" 1 1
"10302" 3 1
"10303" 5 2
"10310" 5 1
"10313" 3 2
"10314" 2 1
"10321" 1 1
"10322" 3 2
"10323" 6 1
"10332" 2 1
"10333" 21 3
"10334" 1 1
"10340" 1 1
"10343" 3 2
"10345" 14 2
"10355" 6 1
"10356" 5 4
"10366" 2 1
"10367" 5 1
"10368" 2 1
"10377" 1 1
"10378" 1 1
"10379" 1 1
"10380" 2 2
"10381" 1 1
"10388" 1 1
"10389" 8 1
"10399" 8 1
"10400" 1 1
"10402" 1 1
"10403" 3 1
"10410" 2 1
"10412" 3 1
"10421" 1 1
"10423" 1 1
"10428" 1 1
"10432" 1 1
"10435" 1 1
"10443" 1 1
"10452" 1 1
"10453" 3 1
"10454" 4 3
"10463" 5 2
"10467" 1 1
"10474" 6 1
"10483" 1 1
"10485" 2 2
"10486" 2 1
"10491" 1 1
"10492" 1 1
"10493" 4 3
"10501" 4 2
"10502" 2 2
"10509" 2 2
"10510" 1 1
"10511" 5 2
"10513" 1 1
"10519" 2 1
"10526" 1 1
"10528" 1 1
"10530" 3 1
"10539" 3 2
"10545" 1 1
"10547" 1 1
"10548" 1 1
"10549" 7 2
"10560" 2 2
"10563" 2 1
"10567" 2 1
"10568" 13 2
"10577" 2 2
"10580" 1 1
"10582" 2 2
"10585" 2 2
"10587" 2 1
"10588" 13 1
"10596" 1 1
"10598" 3 1
"10599" 1 1
"10602" 1 1
"10603" 3 2
"10604" 1 1
"10606" 6 3
"10615" 2 1
"10621" 1 1
"10622" 1 1
"10623" 1 1
"10624" 10 1
"10626" 1 1
"10636" 7 1
"10637" 3 1
"10641" 2 2
"10643" 1 1
"10644" 2 2
"10645" 1 1
"10647" 13 1
"10648" 6 2
"10658" 5 1
"10663" 1 1
"10665" 1 1
"10667" 2 1
"10668" 9 2
"10669" 3 1
"10670" 4 1
"10684" 1 1
"10688" 1 1
"10689" 15 1
"10690" 3 1
"10691" 3 1
"10698" 1 1
"10700" 1 1
"10703" 1 1
"10706" 3 2
"10707" 1 1
"10708" 20 3
"10709" 8 1
"10717" 30 2
"10719" 3 3
"10721" 1 1
"10724" 2 2
"10725" 1 1
"10726" 8 2
"10727" 3 3
"10734" 34 3
"10737" 1 1
"10739" 2 2
"10741" 1 1
"10742" 4 2
"10744" 1 1
"10745" 1 1
"10753" 16 2
"10757" 1 1
"10759" 1 1
"10761" 3 2
"10762" 5 1
"10763" 4 1
"10770" 5 2
"10771" 1 1
"10772" 2 2
"10776" 1 1
"10777" 2 1
"10779" 3 1
"10787" 1 1
"10790" 2 1
"10794" 1 1
"10795" 8 1
"10796" 6 2
"10811" 3 2
"10814" 1 1
"10816" 3 1
"10817" 9 1
"10818" 3 1
"10830" 3 2
"10831" 2 1
"10836" 3 1
"10837" 2 2
"10838" 6 2
"10839" 5 1
"10840" 1 1
"10849" 6 2
"10853" 2 1
"10856" 1 1
"10857" 1 1
"10869" 6 2
"10872" 1 1
"10873" 1 1
"10874" 1 1
"10877" 2 2
"10878" 3 2
"10879" 3 1
"10893" 44 3
"10894" 1 1
"10895" 1 1
"10897" 1 1
"10900" 4 2
"10901" 1 1
"10902" 4 2
"10918" 1 1
"10919" 2 1
"10921" 1 1
"10924" 3 2
"10925" 4 1
"10939" 9 3
"10942" 1 1
"10943" 1 1
"10946" 3 2
"10947" 1 1
"10948" 3 1
"10964" 4 2
"10966" 2 1
"10970" 1 1
"10971" 2 2
"10973" 7 1
"10990" 1 1
"10995" 1 1
"10997" 2 1
"11014" 3 1
"11015" 4 1
"11019" 1 1
"11023" 2 1
"11042" 2 1
"11043" 2 1
"11047" 1 1
"11050" 3 1
"11069" 1 1
"11070" 1 1
"11074" 1 1
"11075" 2 1
"11076" 1 1
"11099" 1 1
"11100" 2 1
"11103" 2 2
"11104" 1 1
"11105" 2 2
"11106" 1 1
"11108" 1 1
"11111" 1 1
"11129" 3 2
"11130" 1 1
"11133" 1 1
"11134" 1 1
"11135" 1 1
"11136" 2 2
"11159" 1 1
"11160" 1 1
"11162" 1 1
"11165" 1 1
"11166" 4 2
"11167" 6 1
"11171" 1 1
"11172" 1 1
"11178" 1 1
"11180" 1 1
"11192" 1 1
"11193" 2 2
"11194" 5 2
"11195" 1 1
"11197" 1 1
"11203" 1 1
"11205" 1 1
"11206" 1 1
"11220" 3 1
"11223" 1 1
"11224" 7 4
"11225" 4 3
"11227" 3 1
"11231" 1 1
"11232" 1 1
"11234" 1 1
"11237" 1 1
"11241" 3 1
"11242" 1 1
"11257" 2 2
"11258" 15 4
"11259" 1 1
"11260" 2 1
"11264" 2 1
"11283" 1 1
"11290" 3 3
"11291" 9 2
"11301" 1 1
"11306" 2 1
"11321" 1 1
"11324" 1 1
"11325" 2 1
"11326" 15 6
"11327" 6 5
"11328" 2 1
"11336" 3 1
"11355" 1 1
"11361" 8 4
"11362" 1 1
"11370" 4 1
"11371" 1 1
"11376" 1 1
"11392" 1 1
"11395" 2 1
"11396" 1 1
"11397" 2 1
"11405" 2 1
"11406" 3 1
"11409" 1 1
"11411" 1 1
"11425" 3 1
"11428" 1 1
"11432" 2 1
"11439" 1 1
"11441" 1 1
"11445" 1 1
"11466" 1 1
"11468" 3 3
"11473" 5 1
"11477" 2 1
"11503" 1 1
"11504" 1 1
"11505" 1 1
"11506" 4 1
"11511" 8 1
"11512" 3 2
"11516" 2 1
"11538" 1 1
"11543" 3 2
"11548" 3 1
"11549" 1 1
"11550" 1 1
"11551" 1 1
"11553" 4 1
"11554" 1 1
"11572" 1 1
"11577" 18 3
"11578" 1 1
"11581" 3 2
"11583" 1 1
"11589" 7 2
"11590" 2 1
"11591" 1 1
"11592" 2 1
"11617" 2 1
"11619" 1 1
"11620" 2 2
"11621" 1 1
"11626" 1 1
"11631" 3 1
"11632" 1 1
"11635" 1 1
"11636" 1 1
"11638" 2 1
"11655" 2 1
"11658" 1 1
"11660" 2 1
"11664" 1 1
"11669" 4 1
"11670" 2 1
"11671" 1 1
"11673" 1 1
"11676" 1 1
"11678" 1 1
"11695" 1 1
"11697" 1 1
"11706" 3 1
"11708" 2 1
"11710" 8 1
"11713" 1 1
"11718" 1 1
"11733" 2 1
"11738" 1 1
"11740" 1 1
"11741" 2 1
"11742" 2 1
"11743" 4 2
"11744" 1 1
"11748" 1 1
"11749" 7 1
"11751" 1 1
"11752" 2 1
"11753" 1 1
"11778" 1 1
"11780" 1 1
"11781" 2 1
"11782" 8 1
"11783" 4 1
"11784" 3 2
"11787" 1 1
"11789" 1 1
"11790" 1 1
"11791" 1 1
"11819" 1 1
"11820" 1 1
"11823" 1 1
"11825" 2 1
"11827" 2 1
"11829" 2 1
"11831" 1 1
"11832" 3 1
"11834" 2 1
"11835" 1 1
"11836" 1 1
"11858" 2 1
"11861" 2 1
"11862" 1 1
"11863" 1 1
"11864" 2 2
"11865" 1 1
"11866" 2 1
"11868" 4 1
"11872" 1 1
"11873" 2 1
"11875" 1 1
"11876" 1 1
"11877" 2 1
"11902" 2 2
"11903" 1 1
"11911" 1 1
"11913" 1 1
"11918" 2 1
"11919" 1 1
"11923" 1 1
"11946" 1 1
"11947" 2 2
"11950" 2 2
"11952" 9 1
"11953" 4 1
"11954" 1 1
"11955" 4 2
"11956" 1 1
"11957" 1 1
"11959" 1 1
"11960" 2 1
"11961" 1 1
"11962" 1 1
"11963" 3 1
"11989" 1 1
"11990" 1 1
"11993" 1 1
"11994" 3 1
"11995" 1 1
"11996" 1 1
"12000" 1 1
"12001" 5 1
"12002" 2 1
"12003" 1 1
"12027" 3 2
"12029" 2 2
"12032" 3 1
"12033" 3 1
"12034" 1 1
"12036" 2 1
"12041" 1 1
"12042" 3 1
"12044" 1 1
"12063" 7 4
"12067" 3 1
"12068" 1 1
"12070" 1 1
"12072" 5 1
"12073" 1 1
"12074" 2 1
"12075" 1 1
"12076" 2 1
"12079" 2 1
"12080" 2 1
"12081" 4 1
"12083" 2 1
"12103" 1 1
"12107" 1 1
"12109" 4 1
"12110" 5 1
"12114" 3 1
"12115" 2 1
"12122" 3 1
"12146" 3 1
"12147" 3 2
"12149" 2 1
"12150" 3 1
"12151" 5 1
"12155" 1 1
"12157" 2 1
"12158" 2 1
"12159" 2 1
"12163" 1 1
"12183" 1 1
"12186" 2 1
"12187" 1 1
"12188" 2 1
"12190" 6 1
"12192" 3 1
"12193" 1 1
"12194" 1 1
"12196" 2 1
"12198" 2 1
"12199" 2 1
"12200" 2 1
"12201" 1 1
"12226" 1 1
"12227" 1 1
"12228" 2 1
"12229" 2 1
"12230" 3 1
"12231" 1 1
"12232" 1 1
"12233" 1 1
"12236" 4 1
"12238" 1 1
"12239" 1 1
"12240" 2 1
"12242" 1 1
"12244" 2 1
"12246" 2 1
"12248" 1 1
"12269" 3 1
"12270" 3 1
"12271" 1 1
"12272" 4 1
"12276" 1 1
"12277" 1 1
"12281" 1 1
"12282" 4 1
"12284" 1 1
"12311" 1 1
"12314" 1 1
"12318" 5 1
"12319" 3 1
"12320" 1 1
"12321" 4 1
"12323" 1 1
"12324" 1 1
"12331" 1 1
"12351" 2 2
"12358" 1 1
"12359" 1 1
"12362" 2 1
"12363" 1 1
"12365" 2 1
"12368" 1 1
"12370" 1 1
"12376" 3 1
"12396" 1 1
"12407" 4 1
"12408" 4 1
"12410" 1 1
"12413" 1 1
"12418" 1 1
"12439" 1 1
"12443" 1 1
"12444" 1 1
"12447" 1 1
"12448" 1 1
"12449" 3 1
"12450" 1 1
"12451" 1 1
"12457" 1 1
"12459" 3 1
"12483" 1 1
"12484" 1 1
"12486" 1 1
"12491" 5 1
"12492" 1 1
"12495" 2 1
"12498" 2 1
"12502" 2 1
"12524" 2 1
"12532" 3 1
"12540" 1 1
"12542" 4 1
"12567" 1 1
"12569" 2 1
"12572" 1 1
"12575" 1 1
"12582" 3 1
"12584" 2 1
"12585" 1 1
"12588" 1 1
"12607" 1 1
"12612" 1 1
"12615" 1 1
"12616" 1 1
"12627" 1 1
"12628" 1 1
"12629" 1 1
"12642" 3 2
"12646" 1 1
"12649" 1 1
"12651" 1 1
"12653" 3 1
"12655" 1 1
"12661" 1 1
"12665" 1 1
"12668" 1 1
"12669" 1 1
"12684" 1 1
"12691" 1 1
"12701" 1 1
"12708" 1 1
"12730" 2 1
"12731" 2 1
"12732" 1 1
"12733" 1 1
"12735" 2 1
"12736" 2 1
"12740" 1 1
"12742" 1 1
"12745" 1 1
"12748" 1 1
"12766" 1 1
"12770" 1 1
"12771" 1 1
"12773" 1 1
"12777" 6 1
"12778" 1 1
"12783" 1 1
"12813" 1 1
"12817" 1 1
"12819" 3 2
"12821" 1 1
"12822" 1 1
"12829" 1 1
"12833" 1 1
"12834" 1 1
"12856" 1 1
"12858" 1 1
"12859" 1 1
"12860" 4 1
"12862" 2 1
"12866" 1 1
"12869" 2 1
"12875" 1 1
"12898" 1 1
"12901" 2 1
"12917" 3 1
"12938" 2 1
"12943" 1 1
"12944" 1 1
"12945" 1 1
"12946" 1 1
"12948" 5 1
"12962" 1 1
"12984" 47 1
"12987" 1 1
"12995" 1 1
"13030" 2 1
"13031" 4 1
"13033" 1 1
"13041" 1 1
"13071" 1 1
"13072" 2 1
"13073" 1 1
"13075" 1 1
"13077" 1 1
"13079" 1 1
"13082" 1 1
"13122" 2 1
"13123" 1 1
"13156" 2 1
"13158" 1 1
"13164" 1 1
"13165" 4 1
"13202" 1 1
"13208" 1 1
"13210" 3 1
"13214" 1 1
"13242" 1 1
"13250" 1 1
"13251" 2 1
"13280" 1 1
"13282" 1 1
"13283" 7 1
"13284" 2 1
"13285" 2 1
"13291" 2 2
"13321" 10 3
"13325" 2 1
"13326" 2 1
"13327" 1 1
"13329" 2 2
"13333" 2 1
"13334" 1 1
"13364" 1 1
"13376" 2 1
"13412" 1 1
"13420" 1 1
"13432" 1 1
"13458" 1 1
"13463" 1 1
"13464" 2 1
"13470" 1 1
"13507" 1 1
"13513" 1 1
"13518" 1 1
"13519" 1 1
"13557" 1 1
"13558" 1 1
"13564" 4 1
"13565" 2 1
"13566" 1 1
"13604" 1 1
"13605" 1 1
"13606" 2 2
"13612" 5 1
