"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12"
"548" NA NA 0 0 0 0 0 0 0 NA NA 0
"549" NA NA NA NA NA 0 0 0 0 NA NA NA
"569" NA 0 0 0 0 0 0 0 0 0 0 0
"570" NA NA 0 0 0 0 0 0 0 0 0 0
"571" NA NA NA 0 0 0 0 0 NA 0 0 NA
"591" NA NA 0 0 0 0 0 0 0 0 0 0
"592" NA 0 0 0 0 0 0 0 0 0 0 0
"605" NA NA NA NA NA NA 0 NA NA NA NA NA
"611" NA NA NA NA NA NA NA 0 0 NA 0 NA
"612" NA 0 0 0 0 0 0 0 0 0 0 0
"613" NA NA 0 0 0 NA 0 0 0 0 NA NA
"632" NA 0 0 0 0 NA 0 0 0 0 0 0
"633" NA NA NA 0 0 NA 0 0 NA 0 0 NA
"651" 0 0 0 0 0 0 0 0 NA 0 0 0
"652" NA NA 0 0 0 NA NA NA 0 NA NA NA
"668" NA NA NA NA NA NA NA NA 0 NA NA NA
"669" NA NA NA NA 0 NA NA 0 NA NA NA NA
"670" NA NA NA 0 0 NA NA NA NA NA NA NA
"671" NA 0 0 0 0 0 NA 0 0 0 NA NA
"685" NA 0 NA 0 0 0 0 0 0 0 0 0
"687" NA NA 0 0 0 0 0 NA 0 0 0 NA
"698" 0 0 0 NA 0 0 0 0 0 0 0 0
"699" 0 0 0 0 0 0 0 0 NA 0 0 0
"704" NA NA NA NA NA 0 NA NA NA NA NA NA
"709" NA NA NA 0 0 NA 0 0 0 0 0 NA
"710" 0 0 0 0 0 0 NA 0 0 0 0 0
"711" NA NA NA NA NA 0 0 0 0 NA NA NA
"720" 0 0 0 0 0 0 0 NA 0 0 0 0
"721" 0 0 0 0 0 0 0 0 0 NA 0 0
"722" NA NA 0 NA NA 0 NA NA 0 0 NA NA
"732" 0 0 NA 0 0 NA NA 0 0 0 0 0
"733" NA 0 0 0 0 0 0 NA 0 NA 0 0
"742" 0 0 NA 0 0 NA NA 0 0 0 0 0
"743" 0 NA 0 0 NA 0 0 0 0 0 0 0
"752" NA 0 NA 0 0 0 0 0 0 0 0 0
"753" NA 0 0 NA 0 0 0 0 NA 0 0 NA
"762" NA 0 0 0 0 0 0 0 0 0 0 0
"763" NA NA NA 0 NA NA NA NA NA NA NA NA
"772" NA NA NA NA 0 0 0 0 0 NA 0 0
"773" NA NA 0 NA NA NA NA 0 NA NA NA NA
"782" NA NA 0 0 NA 0 0 0 0 0 0 NA
"783" NA NA NA NA NA 0 NA NA 0 NA NA NA
"792" NA NA 0 0 0 0 0 0 0 0 NA NA
"801" 0 NA 0 0 0 NA 0 0 NA 0 NA NA
"810" NA NA NA NA 0 NA NA 0 0 0 0 NA
"818" NA NA 0 0 0 0 0 0 0 0 0 NA
"826" NA 0 0 0 0 0 0 0 0 0 0 0
"834" 0 NA 0 0 NA 0 0 0 0 0 0 0
"842" NA 0 0 0 0 0 0 0 0 0 0 0
"858" NA NA NA NA NA 0 NA NA NA NA 0 NA
"879" NA NA NA NA NA NA 0 NA NA NA NA NA
"937" NA NA NA NA NA NA 0 NA NA NA NA NA
"954" NA NA NA NA NA NA 0 NA NA NA NA NA
"1000" NA NA NA NA NA NA NA NA 0 NA NA NA
"1050" NA NA NA NA NA NA 0 NA NA NA NA NA
"1157" NA NA NA NA NA NA NA NA NA 0 NA NA
"1185" NA NA NA NA NA 0 NA NA NA NA NA NA
"1192" NA NA NA NA 0 NA NA NA NA NA NA NA
"1195" NA NA NA NA 0 NA NA NA NA NA NA NA
"1199" NA NA NA NA NA 0 NA NA NA NA NA NA
"1213" NA 0 NA NA NA 0 NA NA NA NA NA NA
"1223" NA NA NA NA NA NA NA NA NA 0 NA NA
"1418" NA NA NA NA NA NA NA NA NA 0 NA NA
"1464" NA NA NA NA NA NA 0 NA NA NA NA NA
"1630" NA NA NA NA NA NA NA NA 0 NA NA NA
"1665" NA NA NA NA NA NA 0 NA NA NA NA NA
"1699" NA NA NA NA 0 NA NA NA NA NA NA NA
"1960" 0 NA NA NA NA NA NA NA NA NA NA NA
"1972" NA NA NA NA NA NA 0 NA NA NA NA NA
"1985" 0 NA NA NA NA NA NA NA NA NA NA NA
"2010" 0 NA NA NA NA NA NA NA NA NA NA NA
"2115" NA NA NA NA 0 NA NA NA NA NA NA NA
"2141" NA NA NA NA NA NA NA NA 0 NA NA NA
"2163" NA 0 NA NA NA NA NA NA NA NA NA NA
"2241" NA NA NA NA NA NA NA 0 NA NA NA NA
"2534" NA NA NA NA NA NA 0 NA NA NA NA NA
"2535" NA NA NA NA NA NA NA NA NA NA 0 NA
"2544" NA NA NA NA NA NA 0 NA NA NA NA NA
"2553" NA NA NA NA NA NA 0 NA NA NA NA NA
"2562" NA NA NA NA NA NA 0 NA NA NA NA NA
"2572" NA NA NA NA NA NA NA NA NA 0 NA NA
"2581" NA NA NA NA NA NA NA NA NA 0 NA NA
"2590" NA NA NA NA NA NA NA NA NA 0 NA NA
"2598" NA NA NA NA NA NA NA NA 0 NA NA NA
"2599" NA NA NA NA NA NA 0 NA NA NA NA NA
"2615" NA 0 0 NA 0 NA 0 NA NA 0 0 NA
"2616" 0 NA 0 0 0 0 0 0 0 0 NA 0
"2617" NA NA NA NA NA NA 0 NA NA NA NA NA
"2622" 0 NA NA NA NA NA NA NA NA NA NA 0
"2624" NA NA NA NA NA NA NA NA 0 NA NA NA
"2631" 0 NA NA NA NA NA NA NA NA NA NA 0
"2632" NA NA 0 0 NA NA NA NA NA NA NA 0
"2633" NA NA NA NA NA NA NA NA 0 NA NA NA
"2634" NA NA NA NA NA NA 0 NA NA NA NA NA
"2641" NA NA 0 0 0 0 0 0 0 0 0 0
"2642" NA NA NA NA 0 NA 0 NA NA NA NA NA
"2646" NA NA NA NA NA 0 NA NA NA NA NA NA
"2648" 0 0 0 NA NA 0 0 0 0 NA NA NA
"2651" NA NA NA NA NA NA 0 NA NA NA NA NA
"2652" NA NA NA NA 0 0 NA 0 NA NA NA NA
"2657" NA 0 NA NA NA NA NA NA 0 0 NA 0
"2658" NA 0 NA 0 NA NA NA NA NA NA NA NA
"2659" NA 0 NA 0 0 NA NA 0 NA NA NA NA
"2660" NA NA 0 0 0 NA 0 NA NA NA NA NA
"2667" 0 0 NA 0 NA NA 0 0 NA 0 0 0
"2668" NA NA NA NA NA NA NA 0 NA NA NA NA
"2669" NA 0 NA NA NA NA NA 0 NA 0 0 0
"2670" 0 NA NA 0 NA NA 0 NA 0 NA 0 0
"2671" NA NA NA NA NA NA 0 NA NA NA NA NA
"2676" NA 0 NA NA NA NA NA NA NA NA NA NA
"2679" NA NA NA NA NA NA 0 NA NA NA NA NA
"2693" NA NA NA NA NA NA NA 0 NA NA NA NA
"2694" NA NA NA NA NA NA 0 NA NA NA NA NA
"2697" 0 NA NA NA NA NA NA NA NA NA NA NA
"2699" NA 0 NA NA NA 0 NA 0 NA 0 NA 0
"2708" 0 0 0 0 0 0 0 0 0 0 0 NA
"2709" NA NA 0 0 0 0 0 0 0 NA NA 0
"2711" NA NA NA NA NA NA NA 0 NA NA NA NA
"2724" 0 0 0 0 0 0 0 0 0 0 0 0
"2738" NA 0 0 0 NA NA NA 0 NA 0 0 0
"2744" 0 NA NA NA NA NA NA NA NA NA NA NA
"2746" 0 0 0 0 0 0 0 NA 0 0 0 0
"2755" NA NA 0 NA NA NA NA NA NA NA NA NA
"2760" 0 0 0 NA 0 0 0 0 0 0 0 0
"2762" NA NA 0 NA NA NA NA NA NA NA NA NA
"2768" 0 0 0 NA 0 NA 0 0 0 0 0 0
"2771" NA NA NA NA NA NA 0 NA NA NA NA NA
"2792" 0 NA NA NA NA NA NA NA NA NA 0 0
"2793" NA NA NA NA NA NA NA NA NA NA NA 0
"2800" 0 NA NA NA NA NA 0 NA NA NA 0 NA
"2803" NA NA NA NA NA NA 0 NA NA NA NA NA
"2814" NA NA NA NA NA 0 NA NA NA NA NA NA
"2815" NA NA NA NA NA NA 0 NA NA NA NA NA
"2818" NA NA NA NA 0 NA NA NA NA NA NA NA
"2831" NA NA NA NA NA NA 0 NA NA NA NA NA
"2839" NA NA NA NA NA NA 0 NA NA NA NA NA
"2886" NA NA NA NA NA NA 0 NA NA NA NA NA
"2889" NA NA NA NA NA 0 NA NA NA NA NA NA
"2906" NA NA NA NA NA NA 0 NA NA NA NA NA
"2910" NA NA NA NA NA NA NA NA 0 NA NA NA
"2918" NA NA NA NA NA NA NA NA 0 NA NA NA
"2934" NA NA NA NA 0 NA NA NA NA NA NA NA
"2936" NA NA NA NA NA NA NA NA NA NA 0 NA
"2949" NA NA NA NA NA 0 NA NA NA NA NA NA
"2952" NA NA NA NA NA NA NA NA NA 0 NA NA
"2963" NA NA NA NA NA 0 NA NA NA NA NA NA
"2973" NA NA NA NA NA 0 NA NA NA NA NA NA
"2996" NA NA NA NA 0 NA NA NA NA NA NA NA
"3030" NA NA NA NA 0 NA NA NA NA NA NA NA
"3069" NA NA NA NA NA 0 NA NA NA NA NA NA
"3092" NA NA NA NA NA NA NA NA NA 0 NA NA
"3191" NA NA 0 NA NA NA NA NA NA NA NA NA
"3203" NA NA 0 NA NA NA NA NA NA NA NA NA
"3212" NA NA NA NA NA 0 NA NA NA NA NA NA
"3238" NA NA NA NA NA NA NA NA NA 0 NA NA
"3246" NA NA NA NA NA NA NA 0 NA 0 NA NA
"3261" NA NA NA NA NA NA 0 NA NA NA NA NA
"3313" NA NA NA NA NA NA NA 0 NA NA NA NA
"3322" NA NA 0 NA NA NA NA NA NA NA NA NA
"3414" NA NA NA NA NA NA NA NA NA 0 NA NA
"3450" NA NA NA NA NA NA NA NA NA NA 0 NA
"3472" NA NA NA NA NA NA NA NA NA NA NA 0
"3703" NA NA NA NA NA NA NA NA NA NA 0 NA
"3709" NA NA NA NA NA NA NA NA NA NA 0 NA
"3899" NA NA NA NA NA 0 NA NA NA NA NA NA
"4008" NA NA NA NA NA 0 NA NA NA NA NA NA
"4024" NA NA NA NA NA NA NA 0 NA NA NA NA
"4025" NA NA NA NA NA 0 NA NA NA NA NA NA
"4073" NA NA NA NA NA NA NA NA NA 0 NA NA
"4075" NA NA NA NA NA NA NA NA NA 0 NA NA
"4132" NA NA NA NA NA 0 NA NA NA NA NA NA
"4385" NA NA NA NA 0 1 0 NA NA NA NA NA
"4419" NA NA NA NA 0 0 0 NA NA NA NA NA
"4447" NA NA NA NA NA NA NA NA NA 0 NA NA
"4452" NA NA NA NA 1 0 0 NA NA NA NA NA
"4483" NA NA NA NA 0 NA NA NA 0 NA NA NA
"4484" NA NA NA NA 0 0 0 NA NA NA NA NA
"4485" NA NA NA NA NA 0 NA NA NA NA NA NA
"4517" NA NA NA NA 0 1 0 0 NA NA NA NA
"4546" NA NA NA 0 NA NA NA NA NA NA NA 0
"4549" NA NA NA NA 0 0 0 0 NA NA NA NA
"4550" NA NA NA NA NA 0 NA NA NA NA NA NA
"4580" NA NA NA NA NA 0 NA NA NA NA NA NA
"4581" NA NA NA NA 0 0 0 NA NA NA NA NA
"4594" NA NA NA NA NA NA 0 NA NA NA NA NA
"4613" NA NA NA NA 0 0 0 NA NA NA NA NA
"4758" NA NA NA NA NA NA 0 NA NA NA NA NA
"4786" NA NA NA NA 0 NA NA NA NA NA NA NA
"4787" 0 NA 0 NA NA NA NA NA NA NA NA NA
"4817" NA NA NA NA 0 NA NA NA NA NA NA NA
"4836" NA NA NA NA NA NA NA 0 0 0 NA NA
"4870" NA NA 0 NA NA NA NA NA NA NA NA NA
"4876" NA NA NA NA NA NA 0 NA NA NA NA NA
"4898" NA NA NA 0 NA NA NA NA NA NA NA NA
"4906" NA NA NA 0 NA NA NA NA NA NA NA NA
"4925" NA NA NA 0 NA NA NA NA NA NA NA NA
"4931" NA 0 NA NA NA NA NA NA NA NA NA NA
"4934" NA NA NA NA NA 0 NA NA NA NA NA NA
"4945" NA NA NA NA NA 0 NA NA NA NA NA NA
"4958" NA NA NA NA 0 NA NA NA NA NA NA NA
"4963" NA NA NA NA 0 NA NA NA NA NA NA NA
"4971" NA NA NA NA NA NA 0 NA NA NA NA NA
"4978" NA NA NA NA 0 NA NA NA NA NA NA NA
"5006" NA NA NA NA NA 0 0 0 NA 0 NA NA
"5024" NA NA NA NA NA NA NA 0 0 NA NA NA
"5034" NA NA NA NA NA NA NA NA NA NA 0 NA
"5039" NA NA NA NA 0 0 0 0 0 0 NA NA
"5054" NA NA NA NA NA NA 0 NA NA NA NA NA
"5059" NA NA NA NA NA 0 NA NA NA NA NA NA
"5060" NA NA 0 NA NA NA NA NA NA NA NA NA
"5071" NA NA NA NA 0 0 0 0 0 0 0 NA
"5076" NA NA 0 NA NA NA NA NA NA NA NA NA
"5077" NA NA NA NA NA 0 NA NA NA NA NA NA
"5084" NA NA NA NA 0 NA 0 0 NA NA NA NA
"5095" NA NA NA NA 0 0 0 0 0 0 NA NA
"5101" NA NA 0 NA NA NA NA NA NA NA NA NA
"5108" NA NA NA NA NA NA NA NA 0 NA 0 NA
"5119" NA NA NA NA NA 0 NA NA 0 NA NA NA
"5125" NA NA 0 NA NA NA NA NA NA NA NA NA
"5133" NA NA NA NA NA 0 0 0 0 NA 0 NA
"5141" NA NA NA NA NA NA NA 0 NA NA NA NA
"5153" NA NA NA 0 NA NA NA NA NA NA NA NA
"5159" NA NA NA 0 0 NA 0 NA 0 0 0 NA
"5166" NA NA NA NA 0 0 0 0 0 NA 0 NA
"5174" NA NA NA NA NA NA 0 NA NA NA NA NA
"5175" NA NA NA 0 0 NA 0 0 0 0 0 NA
"5177" NA NA NA 0 0 NA 0 NA NA 0 NA NA
"5178" NA NA NA 0 0 NA 0 0 NA 0 0 NA
"5184" NA NA NA NA NA 0 0 0 0 NA NA NA
"5193" NA NA 1 0 0 NA 0 NA NA 0 NA NA
"5194" NA NA NA 0 0 NA 0 NA NA 0 NA NA
"5195" NA NA 1 0 NA NA NA NA NA NA NA NA
"5197" NA NA NA 0 0 NA 0 NA 0 0 0 NA
"5198" NA NA 0 0 0 NA 0 NA NA 0 0 NA
"5199" NA NA NA 0 NA NA 0 NA NA 0 0 NA
"5206" NA NA NA NA NA 0 0 0 NA NA 0 NA
"5216" NA NA 1 NA NA NA NA NA NA NA NA NA
"5217" NA NA 1 0 NA NA 0 NA NA 0 NA NA
"5218" NA NA NA NA NA NA NA NA 0 NA NA NA
"5219" NA NA 0 0 0 NA NA NA NA NA NA NA
"5221" NA NA NA 0 0 NA 0 NA NA 0 NA NA
"5222" NA NA NA 0 0 NA 0 NA 0 0 0 NA
"5223" NA NA NA 1 0 NA 0 NA NA 0 NA NA
"5230" NA NA NA NA NA 0 0 0 0 NA NA NA
"5236" NA NA NA NA 0 NA NA NA NA NA NA NA
"5238" NA NA NA 0 0 NA 0 0 NA 0 0 NA
"5239" NA NA NA 0 0 NA 0 0 NA 0 0 NA
"5240" NA NA NA 0 NA NA NA NA NA NA NA NA
"5241" NA NA 1 0 0 NA NA NA NA NA NA 0
"5242" NA NA NA NA NA NA NA NA NA NA NA 0
"5245" NA NA NA 0 0 NA 0 NA 0 0 0 NA
"5246" NA NA NA 0 0 NA 0 0 NA 0 0 NA
"5247" NA NA NA 0 0 NA 0 0 NA 0 0 NA
"5262" NA NA NA NA NA NA 0 NA NA 0 NA NA
"5263" NA 1 1 0 0 NA 0 0 NA 0 NA NA
"5264" NA NA 1 0 NA NA 0 NA NA 0 NA NA
"5266" NA NA NA NA 0 NA NA NA NA NA NA NA
"5267" NA NA 1 0 NA NA NA NA NA NA NA NA
"5270" NA NA 0 NA NA NA NA NA NA NA NA NA
"5271" NA 0 NA NA 0 NA NA NA NA NA NA NA
"5272" NA NA NA 0 NA NA 0 0 NA 0 NA NA
"5273" NA NA NA 0 0 NA 0 NA NA 0 0 NA
"5280" NA NA NA NA NA 0 0 0 0 NA NA NA
"5287" NA NA 1 0 NA NA 0 NA NA 0 NA NA
"5288" NA NA 1 0 0 NA 0 0 NA 0 0 NA
"5290" NA 1 NA NA NA NA NA NA NA NA NA NA
"5291" NA 0 NA NA NA NA NA NA NA NA NA NA
"5292" NA NA 1 NA NA NA NA NA NA NA NA NA
"5298" NA NA 1 NA NA NA NA NA NA NA NA NA
"5299" NA NA NA 0 0 NA 0 NA NA 0 0 NA
"5313" NA NA 1 0 0 NA 0 0 NA 0 0 1
"5314" NA 1 1 0 NA NA 0 NA NA 0 NA NA
"5315" NA NA 1 NA NA NA NA NA NA NA NA NA
"5317" NA 1 NA NA NA NA NA NA NA NA NA NA
"5321" NA NA NA 0 0 NA NA NA NA NA NA NA
"5322" 0 NA NA NA NA NA NA NA NA NA NA NA
"5323" 0 NA NA NA NA NA NA NA NA NA NA NA
"5325" NA NA NA 0 NA NA NA NA NA NA NA NA
"5326" NA NA NA 0 0 NA 0 NA NA 0 0 NA
"5327" NA NA NA 0 0 NA 0 0 NA 0 0 NA
"5332" NA NA NA NA NA 0 0 0 0 NA NA NA
"5339" NA NA 1 0 0 NA 0 NA NA 0 NA 1
"5340" NA NA 1 0 NA NA 0 NA NA NA NA NA
"5342" NA 1 NA NA NA NA NA NA NA NA NA NA
"5343" NA 1 NA NA NA NA NA NA NA NA NA NA
"5349" NA NA NA 0 0 NA NA NA NA NA NA NA
"5351" NA NA NA 0 0 NA NA NA NA NA NA NA
"5353" NA NA NA 0 NA NA 0 NA NA 0 0 NA
"5354" NA NA NA 0 0 NA 0 0 NA 0 0 NA
"5359" NA NA NA NA NA 0 0 0 0 NA NA NA
"5364" NA NA NA 0 0 NA 0 0 NA 0 0 NA
"5365" NA NA NA NA NA NA NA NA NA NA NA 1
"5366" NA 1 NA NA NA NA NA NA NA NA NA NA
"5367" NA 1 NA NA NA NA NA NA NA NA NA NA
"5368" NA 1 NA NA NA NA NA 0 NA NA NA NA
"5369" 1 NA NA NA NA NA NA NA NA NA NA NA
"5374" NA 1 NA NA NA NA NA NA NA NA NA NA
"5376" NA NA NA 0 0 NA NA NA NA NA NA NA
"5379" NA NA NA 0 0 NA NA 0 NA 0 0 NA
"5380" NA NA NA 0 0 NA 0 NA NA 0 0 NA
"5384" NA NA NA NA NA 0 0 NA 0 NA NA NA
"5389" NA NA NA 0 NA NA 0 0 NA 0 NA NA
"5390" 1 1 NA NA NA NA NA NA NA NA NA NA
"5398" NA NA NA NA NA NA NA NA NA NA NA 1
"5401" NA NA NA 0 NA NA NA NA NA NA NA NA
"5405" NA NA NA 0 0 NA NA NA NA NA NA NA
"5406" NA NA NA 0 0 NA 0 0 NA 0 NA NA
"5411" NA NA NA NA NA 0 0 0 0 0 NA NA
"5416" NA NA NA 0 NA NA 0 0 NA 0 NA 1
"5417" NA 1 NA NA NA NA NA NA NA NA NA NA
"5419" NA 1 NA NA NA NA NA NA NA NA NA NA
"5425" NA NA NA NA NA NA NA NA NA NA NA 0
"5434" NA NA NA 0 0 NA 0 NA NA 0 NA NA
"5443" NA NA NA 0 0 NA 0 0 NA 0 0 1
"5444" NA 1 NA NA NA NA NA NA NA NA NA 1
"5445" NA 1 NA NA NA NA NA NA NA NA NA NA
"5448" NA 0 NA NA NA NA NA NA NA NA NA NA
"5452" NA NA 0 NA NA NA NA NA NA NA NA NA
"5461" NA NA NA 0 0 NA NA NA NA 0 0 NA
"5462" NA NA NA 0 0 NA 0 NA NA 0 0 NA
"5468" NA NA NA NA NA NA 0 0 0 0 NA NA
"5472" NA NA NA 0 NA 0 NA NA 0 0 NA NA
"5473" NA NA NA NA NA NA NA NA NA 0 0 0
"5474" NA NA 1 0 0 NA 0 0 NA 0 0 NA
"5475" NA 1 NA NA NA NA NA NA NA NA NA 1
"5476" NA 1 NA NA NA NA NA NA NA NA NA NA
"5482" NA NA 0 NA NA NA NA NA NA NA NA NA
"5493" NA NA NA 0 0 NA NA NA NA NA NA NA
"5494" NA NA NA 0 0 NA 0 0 NA 0 0 NA
"5501" NA NA NA NA NA 0 0 0 0 0 NA NA
"5504" 0 0 0 0 NA 0 0 0 0 0 0 0
"5505" NA 0 NA 0 NA NA 0 0 NA 0 0 0
"5506" 1 NA 1 0 NA NA 0 0 NA 0 NA NA
"5507" NA NA NA NA NA NA NA NA NA NA NA 1
"5511" NA 0 NA NA NA NA NA NA NA NA NA NA
"5514" NA NA NA NA 1 NA NA NA NA NA NA NA
"5526" NA NA NA 0 0 NA 0 0 NA 0 0 NA
"5536" 0 0 0 0 0 0 0 0 0 0 0 0
"5537" 0 NA 0 0 0 NA NA NA 0 0 0 0
"5538" NA NA NA NA NA 0 NA NA NA 0 NA NA
"5539" 1 NA 1 0 NA NA 0 NA NA 0 NA NA
"5541" 1 NA NA NA NA NA NA NA NA NA NA NA
"5548" 0 NA NA NA 1 NA NA NA NA NA NA NA
"5552" NA 1 NA NA NA NA NA NA NA NA NA NA
"5559" NA NA NA 0 NA NA NA NA NA NA NA NA
"5560" NA NA NA 0 0 NA 0 NA NA 0 NA NA
"5566" NA NA NA NA NA 0 NA 0 NA NA NA NA
"5569" NA NA NA NA 0 NA NA NA NA NA NA NA
"5570" 0 0 0 0 0 0 0 0 0 0 0 0
"5571" 0 0 0 0 0 0 0 0 0 0 0 0
"5572" 0 NA 0 0 0 NA 0 0 0 0 0 0
"5573" 1 NA 1 NA NA NA NA NA NA NA NA 1
"5574" 1 NA NA NA NA NA NA NA NA NA NA NA
"5575" NA NA NA NA NA NA NA NA NA NA NA 1
"5581" NA NA NA NA 1 NA 1 NA NA NA NA NA
"5582" NA NA NA NA NA NA NA NA 1 NA NA NA
"5583" NA NA NA NA NA 1 NA NA 1 NA NA NA
"5585" NA NA NA NA NA NA NA NA NA 1 NA NA
"5600" NA NA NA NA 0 0 0 0 0 NA 0 NA
"5603" NA NA 0 NA 0 NA 0 NA 0 0 0 0
"5604" 0 0 0 0 1 0 0 0 0 0 0 0
"5605" 0 0 0 0 0 0 0 0 0 0 0 0
"5606" 0 0 0 0 0 0 0 0 0 0 0 0
"5607" NA NA 1 NA NA NA NA NA NA NA NA 1
"5608" 1 NA NA NA NA NA NA NA NA NA NA NA
"5609" 1 NA NA NA NA NA NA NA NA NA NA NA
"5616" NA NA NA NA 1 NA NA NA NA NA NA NA
"5618" 0 1 NA NA NA NA NA NA NA NA NA NA
"5628" NA NA NA 0 0 NA NA NA NA NA NA NA
"5630" NA NA NA 0 0 NA NA NA NA 0 0 NA
"5636" NA NA NA 0 0 0 0 0 0 NA NA NA
"5639" 0 0 0 0 0 0 0 0 0 0 0 0
"5640" 0 0 0 0 0 0 0 0 0 0 0 0
"5641" NA NA NA NA 1 NA NA NA NA NA NA NA
"5642" NA NA 1 NA NA NA NA NA NA NA NA NA
"5643" NA NA 1 NA NA NA NA NA NA NA NA NA
"5644" 1 NA 1 NA NA NA NA NA NA NA NA NA
"5645" NA 1 1 NA NA NA NA NA NA NA NA NA
"5650" NA 0 NA NA NA NA NA NA NA NA NA NA
"5652" NA NA NA NA 1 1 NA NA NA NA NA NA
"5653" NA NA 1 NA NA NA NA NA NA NA NA NA
"5654" NA NA NA 1 NA 1 NA NA 1 NA NA NA
"5655" NA NA NA NA NA NA NA NA 1 NA NA NA
"5665" NA NA NA NA 0 NA NA NA NA NA NA NA
"5666" NA NA NA 0 0 NA 0 NA NA 0 0 NA
"5667" NA NA NA 0 0 NA 0 NA NA NA NA NA
"5674" NA NA NA NA NA 0 0 0 NA NA 0 NA
"5675" NA NA NA NA NA 0 NA 0 NA NA NA NA
