"NLists" "NSppDetec"
"5570" 97 3
"5571" 81 2
"5572" 26 3
"5573" 9 1
"5574" 4 1
"5575" 7 1
"5581" 2 1
"5582" 2 1
"5583" 2 1
"5585" 1 1
"5600" 85 3
"5603" 15 3
"5604" 56 4
"5605" 113 2
"5606" 246 3
"5607" 5 1
"5608" 4 1
"5609" 4 1
"5616" 1 1
"5618" 2 2
"5630" 10 5
"5636" 49 3
"5639" 156 3
"5640" 133 3
"5644" 2 1
"5645" 2 1
"5652" 3 1
"5653" 1 1
"5654" 3 1
"5655" 1 1
"5666" 12 3
"5667" 2 2
"5674" 18 3
"5675" 2 1
"5677" 159 5
"5678" 76 3
"5682" 1 1
"5683" 1 1
"5691" 2 1
"5692" 1 1
"5693" 1 1
"5694" 2 1
"5705" 11 4
"5714" 76 4
"5715" 1 1
"5717" 118 4
"5718" 27 5
"5725" 1 1
"5731" 1 1
"5732" 2 1
"5733" 3 1
"5735" 1 1
"5746" 26 7
"5755" 86 4
"5759" 81 2
"5760" 8 3
"5774" 1 1
"5777" 2 1
"5797" 34 3
"5803" 2 1
"5804" 7 3
"5818" 2 2
"5819" 3 2
"5820" 2 1
"5821" 1 1
"5822" 1 1
"5833" 2 1
"5834" 24 7
"5841" 18 4
"5842" 14 3
"5848" 5 1
"5850" 1 1
"5865" 2 1
"5866" 4 1
"5867" 2 1
"5879" 9 4
"5888" 43 4
"5889" 4 1
"5895" 11 1
"5911" 2 1
"5912" 2 1
"5913" 5 1
"5914" 2 1
"5915" 1 1
"5927" 9 5
"5935" 2 2
"5936" 63 3
"5937" 49 3
"5938" 8 2
"5942" 6 1
"5943" 4 1
"5944" 1 1
"5959" 1 1
"5961" 6 1
"5962" 1 1
"5975" 18 7
"5984" 28 3
"5985" 48 3
"5986" 4 2
"5993" 1 1
"5995" 2 1
"6011" 1 1
"6012" 3 1
"6013" 3 1
"6022" 1 1
"6026" 10 7
"6034" 30 3
"6035" 38 3
"6036" 23 2
"6037" 1 1
"6064" 1 1
"6065" 1 1
"6076" 1 1
"6077" 1 1
"6078" 11 4
"6089" 25 3
"6090" 4 1
"6093" 1 1
"6097" 2 2
"6130" 1 1
"6131" 64 7
"6150" 2 2
"6179" 540 1
"6180" 1 1
"6226" 1381 1
"6227" 1463 2
"6228" 47 8
"6270" 739 1
"6272" 10 5
"6313" 1998 1
"6314" 2 1
"6315" 34 7
"6351" 3177 1
"6352" 2 2
"6353" 6 3
"6381" 184 1
"6383" 216 7
"6397" 1 1
"6398" 1 1
"6399" 4 3
"6400" 69 8
"6416" 28 7
"6430" 1 1
"6443" 1 1
"6444" 22 7
"6457" 19 5
"6468" 1 1
"6478" 1 1
"6480" 24 5
"6492" 2 1
"6493" 29 5
"6508" 20 6
"6509" 18 5
"6532" 4549 1
"6533" 22 6
"6534" 30 7
"6535" 63 6
"6564" 9 4
"6565" 32 5
"6596" 3 1
"6597" 31 5
"6611" 2 1
"6629" 2 1
"6630" 1 1
"6631" 11 4
"6632" 29 7
"6667" 1 1
"6702" 1 1
"6744" 2 2
"6783" 1 1
"6784" 17 4
"6824" 56 7
"6860" 3 2
"6863" 20 6
"6902" 46 7
"6980" 1 1
"7097" 2 1
"7098" 62 6
"7175" 38 8
"7211" 23 1
"7247" 2 2
"7248" 5 5
"7282" 1 1
"7284" 68 7
"7319" 32 6
"7320" 8 4
"7358" 92 6
"7359" 52 7
"7394" 33 6
"7395" 56 7
"7396" 83 7
"7430" 27 6
"7462" 1 1
"7467" 47 7
"7486" 1 1
"7500" 1 1
"7503" 1 1
"7504" 118 6
"7538" 1 1
"7574" 7 1
"7576" 1 1
"7577" 61 8
"7611" 2 1
"7652" 66 6
"7690" 51 7
"7766" 1 1
"7769" 11 4
"7802" 1 1
"7843" 75 1
"7844" 20 6
"7877" 1 1
"7880" 551 6
"7920" 67 6
"7946" 1 1
"7952" 1 1
"7953" 1 1
"7996" 40 6
"8027" 1 1
"8029" 3 1
"8070" 1 1
"8071" 1 1
"8076" 1 1
"8112" 2 1
"8114" 1 1
"8119" 47 6
"8160" 1 1
"8161" 3 1
"8163" 1 1
"8167" 81 1
"8179" 1 1
"8181" 4 1
"8182" 2 1
"8211" 2 1
"8218" 1 1
"8230" 1 1
"8232" 3 1
"8233" 5 2
"8234" 6 2
"8235" 1 1
"8236" 1 1
"8258" 2 1
"8259" 1 1
"8262" 1 1
"8266" 64 7
"8280" 1 1
"8283" 3 1
"8284" 2 1
"8285" 1 1
"8286" 1 1
"8287" 2 1
"8309" 1 1
"8310" 1 1
"8311" 1 1
"8313" 1 1
"8331" 2 1
"8332" 8 2
"8333" 1 1
"8334" 1 1
"8335" 1 1
"8336" 1 1
"8337" 4 1
"8361" 3 1
"8368" 48 7
"8385" 1 1
"8386" 3 1
"8391" 1 1
"8416" 1 1
"8419" 1 1
"8420" 1 1
"8421" 654 1
"8422" 16 6
"8432" 13 6
"8435" 5 4
"8436" 1 1
"8437" 6 3
"8438" 9 2
"8439" 9 2
"8440" 1 1
"8474" 4 2
"8475" 4 4
"8484" 11 4
"8485" 27 6
"8486" 2 2
"8487" 13 4
"8488" 4 2
"8489" 2 1
"8490" 10 2
"8491" 11 3
"8521" 2 1
"8522" 3 1
"8523" 1 1
"8528" 23 7
"8536" 41 6
"8537" 43 6
"8538" 23 8
"8539" 12 5
"8540" 6 2
"8541" 6 3
"8542" 8 4
"8543" 13 2
"8570" 1 1
"8571" 7 1
"8575" 2 1
"8577" 16 4
"8585" 15 4
"8586" 59 7
"8587" 36 6
"8588" 33 7
"8589" 11 6
"8590" 12 4
"8591" 2 2
"8592" 11 7
"8616" 4 1
"8617" 1 1
"8618" 1 1
"8622" 47 7
"8630" 67 7
"8631" 74 6
"8632" 63 6
"8633" 21 6
"8634" 10 5
"8635" 7 2
"8636" 3 2
"8660" 5 1
"8661" 5 1
"8663" 2 1
"8667" 2 2
"8676" 55 9
"8677" 80 7
"8678" 41 6
"8679" 28 6
"8680" 30 7
"8681" 13 3
"8683" 3 1
"8684" 1 1
"8708" 3 1
"8710" 2 1
"8713" 1 1
"8714" 1 1
"8715" 59 7
"8727" 110 9
"8728" 38 7
"8729" 5 3
"8730" 8 3
"8731" 14 5
"8761" 6 1
"8762" 1 1
"8763" 1 1
"8764" 3 3
"8775" 8 4
"8776" 57 8
"8777" 8 3
"8780" 7 3
"8781" 1 1
"8783" 1 1
"8807" 1 1
"8810" 5 4
"8811" 3 3
"8812" 66 7
"8823" 40 8
"8824" 55 8
"8825" 30 6
"8855" 1 1
"8856" 1 1
"8857" 2 2
"8858" 1 1
"8860" 59 8
"8867" 13 7
"8868" 23 8
"8869" 25 8
"8870" 33 7
"8871" 39 7
"8902" 4 3
"8904" 1 1
"8905" 2 2
"8906" 11 6
"8913" 18 8
"8914" 54 6
"8915" 58 9
"8916" 28 7
"8917" 48 7
"8918" 47 8
"8948" 4 2
"8949" 4 2
"8950" 1 1
"8952" 7 4
"8960" 44 9
"8961" 27 6
"8962" 23 7
"8963" 12 5
"8964" 19 5
"8965" 36 8
"8966" 66 8
"8967" 9 7
"8994" 3 3
"8995" 1 1
"8996" 2 1
"8997" 4 3
"8998" 106 7
"9004" 2 2
"9005" 34 9
"9006" 40 6
"9007" 33 8
"9008" 9 6
"9009" 10 6
"9010" 19 7
"9011" 37 8
"9012" 45 6
"9013" 25 8
"9014" 9 5
"9041" 1 1
"9042" 1 1
"9043" 9 6
"9044" 1 1
"9045" 24 6
"9050" 9 6
"9051" 29 7
"9052" 46 2
"9053" 1 1
"9054" 1 1
"9055" 2 2
"9056" 8 3
"9057" 5 4
"9058" 30 8
"9059" 58 8
"9060" 32 6
"9061" 21 5
"9085" 2 1
"9086" 2 2
"9087" 1 1
"9088" 3 3
"9089" 6 5
"9094" 16 7
"9095" 26 8
"9096" 5 4
"9097" 1 1
"9098" 3 3
"9099" 8 5
"9100" 2 1
"9101" 2 1
"9102" 22 8
"9103" 33 8
"9104" 23 6
"9105" 41 7
"9106" 41 7
"9131" 3 2
"9132" 3 3
"9134" 3 3
"9135" 99 7
"9139" 25 7
"9140" 18 7
"9141" 1 1
"9142" 1 1
"9144" 6 3
"9145" 4 4
"9147" 2 2
"9148" 1 1
"9149" 22 8
"9150" 46 9
"9151" 40 7
"9152" 9 6
"9174" 5 2
"9175" 2 2
"9176" 2 2
"9177" 4 3
"9181" 2 2
"9182" 43 8
"9183" 5 5
"9184" 2773 2
"9186" 3 3
"9187" 1 1
"9188" 5 4
"9189" 5 4
"9191" 4 2
"9192" 19 8
"9193" 24 6
"9194" 40 8
"9218" 5 2
"9219" 5 5
"9220" 4 4
"9221" 19 6
"9222" 10 5
"9223" 10 5
"9224" 24 8
"9225" 62 7
"9227" 1 1
"9229" 3 3
"9230" 4 2
"9231" 9 4
"9232" 10 3
"9234" 2 2
"9235" 2 2
"9236" 3 3
"9237" 27 7
"9238" 39 8
"9258" 2 1
"9259" 3 2
"9260" 2 2
"9261" 51 8
"9262" 29 7
"9263" 37 7
"9264" 18 8
"9265" 1 1
"9266" 3 3
"9267" 3 2
"9268" 11 5
"9269" 3 3
"9270" 3 2
"9271" 10 4
"9272" 1 1
"9273" 4 3
"9274" 4 4
"9275" 1 1
"9276" 13 6
"9277" 21 6
"9278" 32 7
"9299" 3 1
"9300" 1 1
"9301" 2 2
"9302" 35 8
"9303" 49 6
"9304" 13 5
"9305" 136 6
"9306" 8 3
"9307" 1 1
"9308" 5 3
"9309" 2 1
"9310" 3 3
"9311" 11 3
"9312" 15 4
"9313" 5 2
"9315" 4 3
"9316" 6 2
"9317" 7 4
"9318" 8 3
"9319" 34 8
"9320" 28 4
"9321" 8 4
"9326" 1 1
"9341" 2 1
"9342" 4 2
"9343" 5 4
"9344" 6 4
"9345" 1 1
"9346" 40 4
"9347" 6 6
"9348" 2 2
"9349" 9 3
"9350" 2 2
"9351" 4 2
"9352" 7 4
"9353" 7 4
"9354" 12 6
"9355" 4 3
"9356" 2 2
"9357" 6 2
"9358" 2 2
"9359" 2 2
"9360" 9 5
"9361" 41 5
"9362" 21 6
"9363" 47 5
"9366" 30 6
"9367" 29 5
"9383" 3 1
"9384" 2 1
"9385" 1 1
"9386" 4 4
"9387" 3 2
"9388" 3 1
"9389" 2 2
"9390" 3 2
"9392" 23 4
"9393" 6 2
"9394" 1 1
"9395" 1 1
"9396" 3 1
"9397" 1 1
"9398" 9 4
"9399" 2 2
"9400" 1 1
"9401" 4 3
"9402" 9 6
"9403" 30 4
"9404" 38 7
"9405" 35 6
"9406" 17 4
"9407" 25 8
"9408" 30 5
"9409" 15 5
"9425" 8 3
"9426" 3 2
"9427" 5 4
"9428" 3 3
"9429" 2 1
"9430" 1 1
"9431" 8 4
"9432" 3 3
"9433" 3 2
"9434" 591 3
"9435" 15 4
"9436" 2 2
"9437" 19 5
"9438" 10 5
"9439" 1 1
"9440" 7 1
"9441" 7 3
"9442" 3 3
"9444" 13 5
"9445" 23 6
"9446" 34 8
"9447" 58 8
"9448" 71 6
"9449" 47 7
"9450" 33 4
"9466" 1 1
"9468" 1 1
"9469" 2 2
"9470" 1 1
"9471" 3 2
"9472" 1 1
"9473" 6 3
"9474" 575 3
"9475" 1509 4
"9476" 12 4
"9477" 14 4
"9478" 9 5
"9479" 2 2
"9480" 6 5
"9481" 4 3
"9482" 4 3
"9483" 3 2
"9485" 5 2
"9486" 18 6
"9487" 43 8
"9488" 50 8
"9489" 29 6
"9490" 23 3
"9491" 31 4
"9507" 3 2
"9508" 1 1
"9510" 2 2
"9511" 4 3
"9512" 7 3
"9513" 2 2
"9514" 4 3
"9515" 183 3
"9516" 3 3
"9517" 3 2
"9518" 8 5
"9519" 5 2
"9520" 3 2
"9521" 5 3
"9522" 5 3
"9523" 4 3
"9524" 4 2
"9525" 3 3
"9526" 11 4
"9527" 11 6
"9528" 51 7
"9529" 59 6
"9530" 33 6
"9531" 43 7
"9532" 20 5
"9548" 2 2
"9549" 1 1
"9550" 4 3
"9551" 1 1
"9552" 5 3
"9553" 1 1
"9554" 6 3
"9555" 1 1
"9556" 5 3
"9557" 11 4
"9558" 13 5
"9559" 5 1
"9560" 2 2
"9561" 1 1
"9562" 4 2
"9563" 4 3
"9564" 3 3
"9565" 6 3
"9566" 3 2
"9567" 3 2
"9568" 13 6
"9569" 12 5
"9570" 33 5
"9571" 40 6
"9572" 47 5
"9573" 3 3
"9587" 1 1
"9589" 2 1
"9590" 3 2
"9591" 5 2
"9592" 4 2
"9593" 8 3
"9595" 2 2
"9597" 15 4
"9598" 5 2
"9599" 2 2
"9600" 5 2
"9601" 1 1
"9602" 2 2
"9603" 3 2
"9604" 3 3
"9606" 4 2
"9607" 5 3
"9608" 4 3
"9609" 4 3
"9610" 26 4
"9611" 39 6
"9612" 48 6
"9613" 12 3
"9628" 2 1
"9629" 2 2
"9630" 5 3
"9631" 4 2
"9632" 6 4
"9633" 6 2
"9634" 10 2
"9635" 2 2
"9636" 2 2
"9637" 1 1
"9638" 2 2
"9639" 10 2
"9641" 4 2
"9642" 1 1
"9643" 5 3
"9645" 5 3
"9647" 6 5
"9648" 2 2
"9649" 6 3
"9650" 10 4
"9651" 32 6
"9652" 57 7
"9653" 34 6
"9667" 6 3
"9668" 9 3
"9669" 17 2
"9670" 9 2
"9671" 5 2
"9672" 5 2
"9673" 5 1
"9674" 1 1
"9675" 3 2
"9676" 2 2
"9677" 7 3
"9678" 8 2
"9679" 1 1
"9682" 2 1
"9683" 2 2
"9684" 4 4
"9685" 9 2
"9686" 1 1
"9687" 1 1
"9688" 3 2
"9689" 12 3
"9690" 49 6
"9691" 61 5
"9692" 8 4
"9704" 4 1
"9705" 10 3
"9706" 5 2
"9707" 4 2
"9708" 8 2
"9709" 5 2
"9710" 5 1
"9711" 9 2
"9712" 1 1
"9713" 3 2
"9714" 3 1
"9716" 5 2
"9717" 6 2
"9718" 3 2
"9720" 7 3
"9721" 1 1
"9722" 5 3
"9723" 6 3
"9724" 5 3
"9725" 4 3
"9726" 12 5
"9727" 42 4
"9728" 28 5
"9740" 1 1
"9742" 3 1
"9743" 4 2
"9744" 1 1
"9745" 1 1
"9746" 2 2
"9747" 1 1
"9748" 3 1
"9749" 4 1
"9750" 4 2
"9752" 4 2
"9753" 2 1
"9754" 3 2
"9755" 2 1
"9756" 2 1
"9757" 12 4
"9758" 3 3
"9759" 6 3
"9760" 2 1
"9761" 7 4
"9762" 7 3
"9763" 12 4
"9764" 68 6
"9777" 3 2
"9778" 4 2
"9780" 1 1
"9782" 6 2
"9783" 5 3
"9784" 2 2
"9785" 1 1
"9786" 3 2
"9787" 5 2
"9788" 3 1
"9789" 10 4
"9791" 5 4
"9792" 3 3
"9793" 16 5
"9794" 24 6
"9807" 3 1
"9808" 3 1
"9809" 2 1
"9810" 3 2
"9811" 4 2
"9812" 1 1
"9813" 4 2
"9814" 2 2
"9818" 5 4
"9819" 4 2
"9820" 4 3
"9821" 20 5
"9822" 15 3
"9836" 6 2
"9837" 6 2
"9838" 4 2
"9840" 5 2
"9842" 3 2
"9843" 5 3
"9845" 2 2
"9846" 2 2
"9847" 3 2
"9848" 8 4
"9849" 33 5
"9850" 26 5
"9866" 1 1
"9867" 5 2
"9868" 5 2
"9869" 4 2
"9870" 5 3
"9871" 1 1
"9873" 2 1
"9874" 1 1
"9875" 3 2
"9876" 6 3
"9877" 10 4
"9878" 24 5
"9879" 37 5
"9894" 4 1
"9895" 2 2
"9897" 3 2
"9898" 5 2
"9899" 4 2
"9900" 1 1
"9901" 6 2
"9902" 3 2
"9903" 2 2
"9905" 1 1
"9906" 1 1
"9907" 15 5
"9908" 35 5
"9909" 25 4
"9910" 12 4
"9923" 2 2
"9925" 3 2
"9927" 2 2
"9929" 3 2
"9930" 2 2
"9931" 1 1
"9932" 2 2
"9933" 4 2
"9934" 4 3
"9935" 2 2
"9936" 30 4
"9937" 71 6
"9938" 26 5
"9939" 28 4
"9940" 27 6
"9941" 8 3
"9954" 1 1
"9956" 3 1
"9957" 2 1
"9960" 3 1
"9961" 1 1
"9962" 3 1
"9963" 1 1
"9964" 2 2
"9965" 8 3
"9966" 6 4
"9967" 19 4
"9968" 32 5
"9969" 8 3
"9970" 24 4
"9971" 42 5
"9972" 56 5
"9973" 4 4
"9982" 1 1
"9983" 2 2
"9984" 3 2
"9985" 3 2
"9986" 6 2
"9987" 3 2
"9988" 1 1
"9989" 3 2
"9992" 2 2
"9994" 8 4
"9995" 2 2
"9996" 4 2
"9997" 4 3
"9998" 13 5
"9999" 26 4
"10000" 46 4
"10009" 5 2
"10011" 3 2
"10012" 6 3
"10014" 2 1
"10015" 1 1
"10016" 17 2
"10017" 2 1
"10018" 5 2
"10019" 6 4
"10020" 7 2
"10021" 9 4
"10022" 3 1
"10023" 2 2
"10024" 6 2
"10025" 14 3
"10026" 28 3
"10033" 3 2
"10034" 3 1
"10036" 2 2
"10037" 2 1
"10038" 1 1
"10039" 1 1
"10040" 2 2
"10041" 2 1
"10042" 1 1
"10043" 2 1
"10044" 1 1
"10045" 2 2
"10046" 3 2
"10048" 15 3
"10049" 24 4
"10058" 2 1
"10059" 3 2
"10061" 3 1
"10062" 1 1
"10065" 1 1
"10066" 5 2
"10067" 1 1
"10069" 2 2
"10070" 8 3
"10071" 1 1
"10072" 13 3
"10073" 2 1
"10074" 28 4
"10075" 269 5
"10082" 3 2
"10084" 2 1
"10085" 7 2
"10087" 1 1
"10088" 1 1
"10089" 1 1
"10090" 1 1
"10091" 3 2
"10093" 2 2
"10094" 53 3
"10095" 670 2
"10097" 6 2
"10098" 2085 6
"10109" 4 2
"10110" 2 1
"10111" 1 1
"10112" 2 1
"10113" 7 3
"10114" 1 1
"10116" 2 2
"10117" 4 2
"10118" 431 2
"10119" 66 3
"10120" 3 2
"10121" 4 2
"10122" 12 3
"10123" 114 5
"10131" 1 1
"10132" 3 2
"10133" 1 1
"10134" 5 2
"10135" 3 3
"10138" 1 1
"10140" 1 1
"10141" 30 2
"10142" 1697 2
"10143" 12 2
"10145" 11 3
"10146" 18 4
"10156" 4 2
"10157" 1 1
"10158" 2 2
"10159" 1 1
"10160" 1 1
"10161" 5 2
"10162" 3 2
"10163" 2 1
"10164" 2 2
"10165" 1 1
"10166" 2 1
"10167" 4 2
"10168" 5 2
"10169" 2 2
"10170" 23 5
"10171" 68 4
"10178" 4 2
"10179" 3 1
"10180" 2 1
"10181" 2 1
"10182" 3 1
"10183" 4 2
"10184" 3 1
"10187" 57 2
"10188" 614 3
"10189" 2 1
"10190" 3 2
"10191" 17 3
"10192" 14 3
"10193" 16 3
"10200" 2 2
"10201" 4 1
"10202" 2 1
"10203" 2 2
"10204" 2 1
"10205" 1 1
"10206" 1 1
"10207" 2 1
"10208" 4 2
"10209" 264 3
"10210" 1 1
"10211" 2 2
"10213" 5 3
"10214" 37 4
"10219" 1 1
"10222" 3 3
"10223" 3 1
"10224" 1 1
"10225" 2 2
"10226" 8 2
"10227" 1 1
"10228" 2 2
"10229" 26 1
"10230" 3 2
"10231" 113 1
"10232" 2 1
"10234" 524 3
"10235" 4 3
"10236" 33 4
"10240" 1 1
"10244" 4 2
"10246" 1 1
"10247" 2 1
"10248" 1 1
"10250" 2 2
"10251" 1 1
"10252" 4 2
"10253" 3 2
"10254" 3 1
"10256" 290 2
"10257" 4 2
"10269" 2 1
"10271" 1 1
"10273" 4 1
"10274" 3 2
"10275" 41 1
"10276" 6 3
"10277" 1 1
"10278" 121 3
"10279" 2 1
"10280" 54 4
"10290" 3 1
"10291" 1 1
"10292" 4 2
"10293" 3 1
"10294" 1 1
"10295" 2 1
"10296" 12 3
"10297" 86 2
"10298" 5 2
"10299" 2 2
"10300" 2 2
"10301" 5 2
"10302" 3 1
"10303" 17 4
"10310" 2 2
"10311" 3 2
"10312" 3 1
"10313" 3 1
"10314" 2 1
"10315" 2 1
"10316" 224 3
"10317" 200 3
"10318" 3 2
"10319" 9 4
"10320" 2 1
"10321" 386 2
"10322" 1 1
"10323" 22 4
"10331" 2 2
"10332" 5 2
"10333" 1 1
"10334" 6 3
"10335" 4 1
"10336" 1 1
"10337" 2 1
"10338" 2 2
"10339" 2 1
"10340" 3 2
"10341" 3 2
"10342" 3 2
"10343" 3 2
"10344" 3 2
"10345" 48 4
"10355" 13 2
"10356" 5 2
"10357" 3 2
"10359" 1 1
"10361" 823 2
"10362" 2 1
"10363" 4 2
"10364" 2 2
"10365" 2 2
"10366" 4 2
"10367" 9 2
"10368" 11 3
"10376" 1 1
"10377" 3 2
"10378" 1 1
"10379" 4 2
"10380" 1 1
"10382" 1 1
"10383" 2 1
"10384" 2 2
"10385" 2 1
"10388" 1 1
"10389" 11 3
"10400" 2 2
"10401" 3 1
"10402" 2 1
"10403" 1 1
"10407" 2 2
"10408" 1 1
"10410" 4 2
"10411" 2 2
"10412" 32 4
"10421" 2 2
"10423" 3 2
"10424" 1 1
"10425" 6 2
"10426" 4 2
"10427" 3 1
"10428" 1 1
"10429" 1 1
"10430" 1 1
"10431" 2 2
"10432" 1 1
"10433" 1 1
"10442" 1 1
"10443" 8 2
"10444" 6 1
"10446" 1 1
"10448" 5 3
"10451" 2 1
"10452" 1 1
"10453" 3 2
"10454" 22 3
"10463" 9 2
"10464" 1 1
"10465" 1 1
"10466" 1 1
"10467" 2 1
"10468" 2 1
"10469" 4 2
"10470" 4 1
"10471" 2 1
"10472" 5 2
"10474" 54 4
"10482" 1 1
"10483" 1 1
"10484" 1 1
"10485" 3 1
"10486" 2 2
"10488" 3 2
"10491" 2 1
"10492" 3 2
"10493" 1 1
"10502" 4 1
"10504" 1 1
"10505" 3 1
"10506" 1 1
"10507" 3 2
"10508" 2 2
"10509" 2 2
"10510" 2 1
"10511" 35 3
"10520" 1 1
"10521" 2 1
"10522" 2 1
"10523" 6 2
"10525" 3 2
"10526" 5 2
"10527" 2 1
"10528" 2 2
"10529" 5 3
"10530" 43 4
"10540" 2 1
"10542" 4 1
"10543" 1 1
"10544" 4 2
"10545" 2 1
"10546" 1 1
"10547" 1 1
"10548" 7 2
"10549" 13 2
"10559" 1 1
"10562" 1 1
"10563" 2 1
"10565" 5 2
"10566" 2 1
"10567" 7 2
"10568" 81 5
"10577" 1 1
"10580" 1 1
"10581" 2 1
"10582" 2 1
"10583" 3 1
"10584" 2 2
"10585" 3 2
"10586" 2 2
"10587" 7 3
"10588" 65 4
"10597" 2 1
"10598" 1 1
"10599" 1 1
"10600" 1 1
"10601" 1 1
"10602" 1 1
"10603" 1 1
"10604" 3 2
"10605" 1 1
"10606" 12 2
"10615" 1 1
"10617" 4 2
"10620" 4 2
"10621" 3 2
"10622" 1 1
"10623" 2 2
"10624" 61 4
"10626" 2 2
"10639" 2 1
"10641" 4 2
"10642" 1 1
"10643" 3 2
"10644" 1 1
"10645" 10 2
"10646" 5 2
"10647" 67 3
"10648" 39 3
"10659" 1 1
"10660" 1 1
"10661" 1 1
"10662" 2 1
"10663" 3 1
"10664" 2 1
"10665" 7 2
"10666" 2 2
"10667" 6 2
"10668" 15 3
"10669" 13 3
"10670" 25 3
"10681" 1 1
"10682" 1 1
"10683" 3 2
"10684" 6 2
"10685" 1 1
"10686" 3 2
"10688" 3 2
"10689" 69 3
"10690" 9 4
