"NLists" "NSppDetec"
"4351" 1 1
"4354" 1 1
"4363" 6 5
"4364" 6 6
"4365" 1 1
"4368" 1 1
"4370" 2 2
"4372" 1 1
"4384" 6 1
"4385" 2307 57
"4386" 1 1
"4394" 1 1
"4397" 6 6
"4402" 1 1
"4404" 1 1
"4405" 1 1
"4406" 1 1
"4407" 2 2
"4418" 116 23
"4419" 6910 58
"4421" 1 1
"4431" 1 1
"4437" 3 2
"4439" 1 1
"4452" 5410 54
"4456" 1 1
"4469" 1 1
"4470" 1 1
"4471" 2 2
"4484" 2321 43
"4485" 6436 58
"4486" 1 1
"4497" 1 1
"4503" 1 1
"4504" 2 1
"4507" 1 1
"4511" 1 1
"4517" 13323 68
"4518" 2 1
"4519" 2 2
"4529" 4 4
"4534" 2 2
"4536" 1 1
"4546" 1 1
"4548" 743 36
"4549" 6351 59
"4567" 3 1
"4581" 5135 51
"4582" 63 17
"4599" 1 1
"4603" 1 1
"4604" 2 1
"4608" 1 1
"4613" 6295 59
"4618" 1 1
"4621" 1 1
"4629" 1 1
"4631" 1 1
"4632" 2 1
"4638" 1 1
"4655" 1 1
"4661" 3 3
"4663" 4 4
"4666" 2 1
"4687" 1 1
"4689" 1 1
"4690" 2 2
"4692" 1 1
"4696" 4 4
"4715" 1 1
"4725" 1 1
"4727" 8 7
"4728" 2 2
"4729" 3 2
"4738" 1 1
"4753" 7 6
"4755" 1 1
"4756" 1 1
"4758" 1 1
"4762" 1 1
"4781" 2 1
"4782" 1 1
"4787" 2 2
"4794" 1 1
"4795" 1 1
"4796" 1 1
"4797" 1 1
"4801" 1 1
"4803" 1 1
"4809" 1 1
"4813" 2 2
"4816" 1 1
"4818" 1 1
"4819" 1 1
"4823" 2 1
"4835" 1 1
"4851" 3 3
"4866" 1 1
"4867" 1 1
"4870" 5 5
"4874" 1 1
"4883" 2 2
"4884" 2 2
"4903" 2 2
"4904" 1 1
"4906" 3 3
"4909" 1 1
"4910" 1 1
"4912" 1 1
"4913" 1 1
"4929" 1 1
"4935" 1 1
"4936" 1 1
"4941" 1 1
"4945" 2 2
"4954" 3 1
"4959" 2 2
"4960" 2 2
"4962" 2 2
"4971" 80 21
"4974" 1 1
"4975" 2 2
"4989" 248 27
"4990" 6 1
"4992" 1 1
"4998" 3 3
"5002" 1 1
"5006" 3404 53
"5007" 3 1
"5023" 218 23
"5024" 13 6
"5034" 2 1
"5036" 1 1
"5039" 4619 58
"5040" 1 1
"5045" 7 6
"5056" 27 1
"5057" 4 3
"5059" 5 5
"5062" 1 1
"5066" 1 1
"5071" 3846 51
"5083" 1 1
"5084" 1042 40
"5085" 1 1
"5095" 2907 46
"5096" 3 1
"5101" 1 1
"5108" 1902 40
"5113" 2 2
"5117" 4 2
"5119" 1226 41
"5120" 4 1
"5133" 2165 41
"5146" 3 3
"5147" 4 1
"5148" 124 19
"5159" 15 10
"5166" 3736 47
"5167" 5 1
"5175" 16 12
"5177" 39 15
"5178" 25 13
"5184" 356 31
"5193" 7 7
"5194" 25 16
"5196" 13 11
"5197" 22 12
"5198" 21 11
"5206" 991 40
"5207" 3 1
"5215" 6 5
"5217" 15 12
"5218" 50 18
"5219" 59 20
"5221" 12 9
"5222" 60 18
"5223" 18 12
"5229" 2 1
"5230" 682 32
"5231" 2 1
"5236" 17 4
"5238" 25 15
"5239" 22 13
"5241" 20 14
"5245" 17 11
"5246" 13 10
"5247" 25 12
"5254" 472 31
"5255" 20 2
"5256" 1 1
"5260" 6 4
"5263" 8 8
"5264" 24 12
"5267" 11 7
"5272" 23 16
"5273" 36 15
"5280" 2587 45
"5281" 5 1
"5285" 22 4
"5287" 8 8
"5288" 40 16
"5299" 25 11
"5307" 74 18
"5311" 6 4
"5313" 50 19
"5314" 20 12
"5326" 15 10
"5327" 23 10
"5332" 1687 43
"5333" 1 1
"5339" 9 6
"5348" 1 1
"5353" 6 6
"5354" 37 16
"5359" 1578 38
"5360" 2 1
"5364" 22 20
"5380" 40 13
"5384" 408 29
"5385" 22 4
"5389" 15 12
"5406" 34 10
"5411" 1243 40
"5412" 6 1
"5416" 24 13
"5424" 1 1
"5431" 9 1
"5434" 14 10
"5439" 20 1
"5443" 22 12
"5451" 1 1
"5458" 4 1
"5461" 5 5
"5462" 16 11
"5468" 1302 42
"5469" 11 1
"5472" 35 10
"5473" 55 11
"5474" 56 13
"5483" 1 1
"5494" 7 7
"5499" 1 1
"5501" 2184 46
"5504" 28 8
"5505" 32 11
"5506" 24 11
"5526" 25 14
"5533" 40 9
"5536" 160 16
"5537" 55 10
"5538" 3 2
"5539" 9 7
"5560" 6 6
"5566" 1376 46
"5567" 2 1
"5570" 112 17
"5571" 140 18
"5572" 50 11
"5594" 3 1
"5600" 3562 51
"5602" 1 1
"5603" 38 11
"5604" 88 15
"5605" 110 12
"5606" 426 20
"5626" 1 1
"5630" 12 9
"5636" 1753 41
"5639" 360 29
"5640" 353 23
"5662" 1 1
"5665" 4 1
"5666" 19 9
"5674" 889 39
"5675" 112 19
"5676" 1 1
"5677" 506 40
"5678" 269 26
"5705" 13 11
"5714" 4226 47
"5715" 44 9
"5717" 350 24
"5718" 88 19
"5745" 5 1
"5746" 11 7
"5754" 1 1
"5755" 4625 53
"5756" 1 1
"5759" 303 22
"5760" 27 14
"5787" 5 1
"5797" 1410 42
"5802" 4 1
"5803" 5 2
"5804" 20 15
"5807" 1 1
"5833" 4 4
"5834" 8 7
"5841" 2059 45
"5842" 1477 42
"5844" 3 1
"5848" 15 1
"5877" 1 1
"5879" 5 4
"5888" 4509 52
"5889" 1457 35
"5890" 6 1
"5891" 1 1
"5892" 1 1
"5895" 4 1
"5896" 1 1
"5924" 6 1
"5926" 1 1
"5927" 9 6
"5935" 8 1
"5936" 5931 58
"5937" 2215 47
"5938" 115 18
"5939" 24 1
"5940" 2 2
"5941" 11 1
"5942" 3 1
"5943" 1 1
"5963" 1 1
"5971" 2 2
"5974" 15 2
"5975" 10 10
"5984" 3442 42
"5985" 5592 55
"5986" 425 32
"5987" 33 6
"5988" 5 1
"5989" 6 1
"5991" 8 2
"6000" 2 2
"6023" 1 1
"6024" 4 2
"6026" 11 9
"6034" 2814 42
"6035" 3863 49
"6036" 1510 39
"6037" 27 8
"6038" 9 1
"6039" 32 2
"6040" 16 1
"6043" 1 1
"6044" 1 1
"6065" 1 1
"6073" 8 8
"6075" 2 1
"6078" 28 8
"6088" 1 1
"6089" 1884 48
"6090" 971 37
"6091" 8 1
"6092" 13 1
"6093" 47 7
"6094" 36 4
"6095" 21 2
"6096" 4 4
"6097" 29 7
"6098" 18 2
"6127" 17 3
"6130" 10 2
"6131" 27 13
"6146" 7 4
"6147" 3 3
"6148" 4 1
"6149" 3 1
"6150" 28 6
"6151" 10 2
"6152" 2 1
"6160" 1 1
"6178" 3 2
"6180" 14 1
"6193" 4 2
"6198" 1 1
"6226" 9 2
"6227" 3 2
"6228" 17 11
"6263" 1 1
"6269" 42 3
"6270" 7 1
"6271" 7 2
"6272" 13 11
"6289" 1 1
"6311" 16 2
"6314" 8 3
"6315" 24 13
"6350" 10 1
"6352" 3 1
"6376" 1 1
"6381" 10 1
"6382" 29 1
"6383" 23 14
"6397" 1 1
"6399" 26 3
"6400" 15 7
"6412" 3 1
"6414" 22 2
"6416" 7 7
"6428" 1 1
"6430" 3 2
"6441" 4 2
"6442" 3 1
"6443" 1 1
"6444" 16 5
"6453" 2 2
"6454" 4 1
"6455" 11 2
"6457" 14 11
"6465" 1 1
"6466" 1 1
"6476" 8 2
"6477" 20 3
"6479" 12 1
"6480" 10 8
"6489" 5 1
"6490" 6 2
"6491" 10 2
"6492" 4 1
"6493" 14 9
"6504" 2 1
"6505" 10 3
"6509" 14 11
"6533" 16 10
"6534" 21 2
"6535" 19 13
"6558" 1 1
"6561" 69 2
"6562" 2 2
"6563" 4 2
"6564" 4 4
"6565" 15 12
"6593" 3 1
"6594" 8 1
"6596" 12 1
"6597" 11 7
"6629" 23 2
"6630" 3 2
"6631" 42 12
"6632" 9 7
"6661" 1 1
"6663" 1 1
"6665" 7 1
"6666" 15 2
"6667" 6 2
"6702" 3 1
"6703" 10 3
"6704" 4 1
"6739" 4 2
"6740" 4 1
"6741" 1 1
"6742" 3 1
"6744" 8 1
"6779" 39 2
"6780" 11 1
"6781" 2 2
"6782" 6 1
"6783" 4 1
"6784" 7 6
"6821" 4 1
"6822" 3 2
"6823" 1 1
"6824" 27 12
"6859" 7 1
"6861" 1 1
"6862" 1 1
"6863" 17 12
"6897" 2 1
"6898" 19 1
"6899" 2 1
"6900" 1 1
"6902" 25 12
"6937" 25 3
"6939" 4 2
"6940" 4 2
"6975" 1 1
"6977" 5 1
"6979" 12 2
"6980" 1 1
"6981" 6 3
"6982" 1 1
"7017" 18 2
"7019" 10 3
"7020" 1 1
"7055" 11 1
"7056" 17 4
"7057" 19 3
"7058" 8 1
"7093" 5 1
"7094" 12 3
"7095" 18 1
"7098" 20 12
"7132" 5 1
"7135" 2 1
"7174" 1 1
"7175" 16 10
"7205" 1 1
"7209" 21 1
"7210" 10 1
"7245" 35 2
"7246" 1 1
"7247" 8 1
"7281" 10 1
"7282" 66 2
"7283" 2 1
"7284" 18 9
"7317" 35 2
"7318" 3 2
"7319" 6 4
"7320" 5 5
"7355" 28 1
"7356" 72 2
"7358" 25 14
"7359" 14 9
"7392" 79 2
"7393" 53 2
"7394" 15 10
"7395" 19 12
"7396" 22 14
"7425" 36 2
"7426" 48 1
"7427" 54 1
"7428" 1 1
"7429" 1 1
"7430" 7 5
"7461" 10 1
"7462" 76 2
"7465" 2 2
"7467" 17 12
"7486" 9 5
"7488" 8 1
"7498" 26 2
"7499" 1 1
"7500" 1 1
"7501" 24 1
"7503" 7 1
"7504" 10 8
"7525" 2 1
"7537" 32 3
"7540" 14 1
"7572" 2 1
"7573" 2 1
"7574" 27 2
"7575" 1 1
"7577" 22 17
"7611" 1 1
"7648" 1 1
"7652" 16 12
"7683" 161 2
"7685" 10 2
"7686" 1 1
"7687" 12 1
"7688" 5 1
"7690" 21 15
"7692" 4 4
"7722" 10 2
"7724" 1 1
"7727" 4 1
"7728" 4 1
"7765" 2 2
"7766" 5 1
"7767" 3 1
"7801" 1 1
"7802" 11 2
"7822" 1 1
"7841" 1 1
"7842" 25 1
"7844" 12 9
"7877" 5 1
"7878" 6 1
"7879" 30 1
"7880" 4 1
"7920" 30 17
"7955" 1 1
"7994" 2 1
"7995" 3 3
"7996" 23 15
"8026" 1 1
"8040" 2 1
"8074" 1 1
"8075" 5 3
"8080" 4 3
"8119" 22 15
"8165" 1 1
"8166" 2 1
"8167" 1 1
"8176" 3 2
"8181" 3 1
"8182" 8 2
"8183" 16 4
"8218" 2 1
"8224" 2 1
"8230" 2 1
"8232" 2 2
"8233" 7 4
"8234" 20 3
"8235" 10 2
"8236" 3 1
"8237" 8 3
"8262" 1 1
"8264" 2 2
"8266" 19 13
"8273" 1 1
"8277" 1 1
"8283" 1 1
"8284" 6 3
"8285" 24 6
"8286" 16 3
"8287" 23 3
"8316" 4 2
"8317" 1 1
"8325" 1 1
"8328" 2 2
"8332" 1 1
"8333" 1 1
"8335" 1 1
"8336" 41 3
"8337" 37 5
"8366" 2 2
"8367" 22 1
"8368" 7 5
"8377" 1 1
"8379" 2 2
"8385" 3 3
"8386" 2 2
"8391" 3 3
"8420" 33 2
"8422" 10 8
"8432" 8 5
"8435" 6 4
"8437" 6 4
"8438" 5 3
"8439" 4 3
"8445" 1 1
"8472" 29 2
"8473" 1 1
"8474" 1 1
"8475" 7 7
"8483" 3 2
"8484" 7 5
"8485" 23 12
"8486" 1 1
"8487" 18 8
"8488" 15 8
"8489" 12 8
"8490" 8 6
"8491" 8 3
"8525" 1 1
"8526" 27 3
"8536" 17 10
"8537" 36 11
"8538" 27 14
"8539" 26 10
"8540" 16 9
"8541" 5 3
"8542" 4 3
"8543" 5 4
"8550" 1 1
"8573" 1 1
"8574" 1 1
"8575" 61 2
"8576" 17 9
"8577" 5 5
"8585" 9 6
"8586" 36 12
"8587" 37 10
"8588" 22 7
"8589" 15 7
"8590" 16 9
"8591" 5 4
"8592" 7 5
"8619" 27 2
"8621" 10 2
"8622" 8 7
"8630" 29 12
"8631" 29 12
"8632" 31 12
"8633" 31 12
"8634" 22 9
"8635" 4 3
"8636" 4 2
"8663" 4 1
"8667" 3 3
"8676" 15 10
"8677" 29 11
"8678" 12 8
"8679" 10 7
"8680" 30 11
"8681" 27 11
"8684" 1 1
"8714" 1 1
"8715" 19 15
"8727" 41 15
"8728" 27 11
"8729" 1 1
"8730" 10 7
"8731" 15 6
"8764" 9 1
"8775" 12 8
"8776" 30 14
"8777" 6 5
"8780" 5 2
"8812" 11 9
"8823" 40 16
"8824" 31 14
"8825" 28 14
"8831" 9 4
"8859" 2 1
"8860" 17 13
"8867" 4 4
"8868" 9 8
"8869" 21 9
"8870" 27 13
"8871" 33 14
"8872" 2 1
"8902" 1 1
"8904" 74 2
"8905" 5 1
"8913" 16 11
"8914" 82 19
"8915" 43 17
"8916" 21 12
"8917" 33 14
"8918" 35 11
"8952" 6 1
"8960" 35 15
"8961" 24 14
"8962" 13 9
"8963" 2 2
"8964" 16 13
"8965" 23 13
"8966" 69 17
"8967" 10 10
"8997" 16 1
"8998" 13 8
"9004" 5 5
"9005" 29 14
"9006" 64 15
"9007" 4 2
"9008" 4 4
"9010" 7 5
"9011" 33 15
"9012" 53 16
"9013" 35 16
"9014" 16 8
"9040" 1 1
"9043" 2 2
"9045" 4 4
"9051" 51 14
"9052" 6 6
"9056" 2 2
"9058" 8 6
"9059" 57 18
"9060" 44 17
"9061" 32 11
"9086" 4 4
"9089" 2 2
"9094" 7 7
"9095" 77 12
"9097" 6 1
"9098" 1 1
"9103" 13 11
"9104" 22 12
"9105" 28 12
"9106" 44 12
"9134" 1 1
"9135" 20 14
"9139" 18 13
"9140" 12 10
"9141" 16 5
"9142" 8 3
"9144" 1 1
"9150" 18 13
"9151" 49 16
"9152" 11 9
"9177" 3 1
"9182" 50 17
"9183" 84 2
"9184" 79 2
"9186" 1 1
"9190" 1 1
"9193" 13 9
"9194" 36 11
"9218" 4 1
"9219" 3 3
"9221" 21 14
"9222" 13 9
"9223" 3 3
"9224" 8 6
"9225" 14 8
"9228" 3 2
"9237" 20 12
"9238" 38 16
"9260" 6 3
"9261" 51 17
"9262" 30 12
"9263" 29 12
"9264" 8 7
"9265" 2 1
"9266" 57 2
"9267" 12 1
"9269" 6 3
"9277" 18 14
"9278" 24 10
"9300" 3 2
"9301" 2 2
"9302" 31 13
"9304" 13 9
"9305" 11 4
"9306" 7 2
"9307" 5 1
"9311" 1 1
"9319" 14 10
"9320" 53 16
"9321" 11 9
"9341" 2 2
"9342" 4 4
"9343" 5 5
"9344" 2 1
"9351" 5 2
"9361" 40 13
"9362" 16 7
"9363" 16 8
"9366" 18 11
"9367" 18 9
"9383" 1 1
"9384" 9 8
"9385" 5 2
"9386" 48 4
"9387" 10 2
"9392" 4 1
"9393" 3 2
"9403" 35 16
"9404" 25 13
"9405" 35 15
"9406" 28 13
"9407" 24 16
"9408" 16 12
"9409" 16 9
"9427" 3 3
"9429" 1 1
"9434" 15 2
"9444" 2 2
"9445" 18 9
"9446" 31 14
"9447" 30 12
"9448" 53 18
"9449" 42 17
"9450" 54 20
"9468" 10 1
"9474" 9 1
"9475" 36 2
"9485" 1 1
"9486" 7 7
"9487" 33 14
"9488" 38 13
"9489" 31 14
"9490" 23 10
"9491" 41 19
"9509" 9 3
"9514" 2 1
"9515" 24 2
"9527" 4 4
"9528" 50 16
"9529" 38 17
"9530" 29 12
"9531" 66 23
"9532" 30 17
"9548" 2 2
"9554" 12 1
"9555" 8 2
"9569" 3 3
"9570" 23 12
"9571" 37 16
"9572" 31 13
"9594" 1 1
"9609" 3 3
"9610" 7 6
"9611" 40 17
"9612" 27 15
"9613" 18 11
"9628" 2 2
"9630" 1 1
"9631" 4 4
"9645" 1 1
"9649" 2 2
"9650" 27 12
"9651" 14 11
"9652" 25 12
"9653" 27 12
"9670" 2 1
"9682" 1 1
"9688" 6 5
"9689" 10 8
"9690" 36 18
"9691" 55 17
"9692" 7 7
"9705" 2 2
"9709" 1 1
"9726" 7 7
"9727" 50 23
"9728" 12 12
"9741" 1 1
"9743" 3 2
"9750" 14 8
"9762" 3 3
"9763" 7 5
"9764" 95 24
"9779" 4 2
"9791" 22 14
"9793" 6 5
"9794" 49 19
"9821" 14 8
"9822" 36 15
"9848" 3 3
"9849" 30 16
"9850" 32 16
"9865" 1 1
"9877" 16 12
"9878" 31 16
"9879" 33 18
"9907" 4 4
"9908" 22 14
"9909" 7 7
"9910" 8 8
"9936" 15 10
"9937" 97 24
"9938" 13 10
"9939" 21 12
"9940" 41 18
"9941" 15 9
"9942" 13 7
"9956" 3 1
"9965" 14 9
"9967" 4 4
"9968" 15 8
"9969" 7 7
"9970" 16 12
"9971" 41 19
"9972" 47 16
"9973" 8 8
"9994" 14 8
"9996" 1 1
"9998" 30 15
"9999" 57 23
"10000" 44 16
"10012" 5 5
"10021" 23 13
"10026" 43 16
"10048" 15 1
"10049" 12 8
"10069" 1 1
"10073" 1 1
"10075" 39 13
"10082" 2 2
"10091" 1 1
"10095" 4 1
"10098" 8 6
"10107" 1 1
"10120" 12 2
"10121" 1 1
"10122" 1 1
"10123" 37 13
"10131" 5 4
"10141" 6 1
